Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Rourke Chartier,20232024,OTT,L,C,37,2,1,3,-4,14,0.08,2,3,0,0,0,0,0,1,40,5,10:46,52,1996-04-03,Saskatoon,SK,CAN,CAN,72,201,2014,5,149,20182019,N,Regular Season
Jalen Chatfield,20232024,CAR,R,D,72,8,14,22,15,24,0.31,8,22,0,0,0,0,0,2,90,8.9,15:12,--,1996-05-15,Ypsilanti,MI,USA,USA,73,199,--,--,--,20202021,N,Regular Season
Ben Chiarot,20232024,DET,L,D,77,5,15,20,-4,56,0.26,5,20,0,0,0,0,1,1,107,4.7,19:47,--,1991-05-09,Hamilton,ON,CAN,CAN,75,224,2009,4,120,20132014,N,Regular Season
Nikita Chibrikov,20232024,WPG,L,R,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,33.3,11:03,--,2003-02-16,Moscow,--,RUS,RUS,70,170,2021,2,50,20232024,N,Regular Season
Yegor Chinakhov,20232024,CBJ,L,R,53,16,13,29,-3,6,0.55,15,27,1,2,0,0,0,3,110,14.6,15:10,7.1,2001-02-01,Omsk,--,RUS,RUS,73,201,2020,1,21,20212022,N,Regular Season
Declan Chisholm,20232024,"WPG,MIN",L,D,31,3,6,9,-7,18,0.29,1,4,2,5,0,0,0,0,29,10.3,16:32,--,2000-01-12,Bowmanville,ON,CAN,CAN,73,190,2018,5,150,20212022,N,Regular Season
Jake Christiansen,20232024,CBJ,L,D,12,0,2,2,-5,2,0.17,0,2,0,0,0,0,0,0,7,0,13:13,--,1999-09-12,West Vancouver,BC,CAN,CAN,72,197,--,--,--,20212022,N,Regular Season
Jakob Chychrun,20232024,OTT,L,D,82,14,27,41,-30,60,0.5,7,25,7,16,0,0,0,2,204,6.9,22:23,--,1998-03-31,Boca Raton,FL,USA,CAN,74,205,2016,1,16,20162017,N,Regular Season
Filip Chytil,20232024,NYR,L,C,10,0,6,6,0,4,0.6,0,5,0,1,0,0,0,0,22,0,15:56,43.3,1999-09-05,Kromeriz,--,CZE,CZE,74,210,2017,1,21,20172018,N,Regular Season
Anthony Cirelli,20232024,TBL,L,C,79,20,25,45,2,38,0.57,15,36,3,7,2,2,1,3,129,15.5,18:31,49.2,1997-07-15,Etobicoke,ON,CAN,CAN,73,191,2015,3,72,20172018,N,Regular Season
Casey Cizikas,20232024,NYI,L,C,70,10,13,23,-2,22,0.33,9,21,0,1,1,1,0,1,82,12.2,13:56,53.4,1991-02-27,Toronto,ON,CAN,CAN,71,194,2009,4,92,20112012,N,Regular Season
Kale Clague,20232024,BUF,L,D,3,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,2,0,12:16,--,1998-06-05,Regina,SK,CAN,CAN,72,190,2016,2,51,20192020,N,Regular Season
Brandt Clarke,20232024,LAK,R,D,16,2,4,6,-6,10,0.38,2,3,0,3,0,0,1,1,31,6.5,13:39,--,2003-02-09,Nepean,ON,CAN,CAN,74,200,2021,1,8,20222023,N,Regular Season
Graeme Clarke,20232024,NJD,R,R,3,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,2,0,11:23,0,2001-04-24,Waconia,MN,USA,USA,72,175,2019,3,80,20232024,N,Regular Season
Connor Clifton,20232024,BUF,R,D,79,4,14,18,12,88,0.23,4,18,0,0,0,0,0,1,77,5.2,16:33,--,1995-04-28,Matawan,NJ,USA,USA,71,195,2013,5,133,20182019,N,Regular Season
Cal Clutterbuck,20232024,NYI,R,R,82,7,12,19,4,32,0.23,7,19,0,0,0,0,0,0,59,11.9,11:53,37.1,1987-11-18,Welland,ON,CAN,CAN,71,215,2006,3,72,20072008,N,Regular Season
Dylan Coghlan,20232024,CAR,R,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,17:59,--,1998-02-19,Duncan,BC,CAN,CAN,74,208,--,--,--,20202021,N,Regular Season
Andrew Cogliano,20232024,COL,L,C,75,6,13,19,11,16,0.25,5,15,0,0,1,4,0,0,61,9.8,10:37,33.1,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,1,25,20072008,N,Regular Season
Sam Colangelo,20232024,ANA,R,R,3,1,0,1,0,2,0.33,1,1,0,0,0,0,0,0,7,14.3,12:33,--,2001-12-26,Stoneham,MA,USA,USA,74,211,2020,2,36,20232024,N,Regular Season
Ian Cole,20232024,VAN,L,D,78,2,9,11,10,61,0.14,2,11,0,0,0,0,0,0,61,3.3,18:41,--,1989-02-21,Ann Arbor,MI,USA,USA,73,237,2007,1,18,20102011,N,Regular Season
Blake Coleman,20232024,CGY,L,C,78,30,24,54,19,76,0.69,23,45,3,3,4,6,0,7,191,15.7,17:08,44.9,1991-11-28,Plano,TX,USA,USA,71,199,2011,3,75,20162017,N,Regular Season
Ross Colton,20232024,COL,L,C,80,17,23,40,-8,61,0.5,14,35,3,5,0,0,0,2,146,11.6,13:43,51.6,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,Regular Season
J.T. Compher,20232024,DET,R,L,77,19,29,48,-5,34,0.62,12,36,5,10,2,2,0,0,108,17.6,19:23,44.8,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,2,35,20162017,N,Regular Season
Maxime Comtois,20232024,CAR,L,L,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,13:04,--,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,2,50,20182019,N,Regular Season
Lucas Condotta,20232024,MTL,L,L,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7:30,50,1997-11-06,Georgetown,ON,CAN,CAN,73,218,--,--,--,20222023,N,Regular Season
Kyle Connor,20232024,WPG,L,L,65,34,27,61,-6,6,0.94,29,42,5,19,0,0,3,10,221,15.4,19:43,28.6,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20162017,N,Regular Season
Logan Cooley,20232024,ARI,L,C,82,20,24,44,-13,18,0.54,16,30,3,13,1,1,1,2,151,13.3,15:49,38,2004-05-04,Pittsburgh,PA,USA,USA,72,191,2022,1,3,20232024,N,Regular Season
Andrew Copp,20232024,DET,L,C,79,13,20,33,-2,26,0.42,11,27,1,3,1,3,0,3,109,11.9,16:16,53.6,1994-07-08,Ann Arbor,MI,USA,USA,73,203,2013,4,104,20142015,N,Regular Season
Lukas Cormier,20232024,VGK,L,D,2,0,1,1,1,0,0.5,0,0,0,1,0,0,0,0,3,0,17:17,--,2002-03-27,Sainte-Marie-de-Kent,NB,CAN,CAN,71,190,2020,3,68,20232024,N,Regular Season
Matt Coronato,20232024,CGY,R,R,34,3,6,9,-15,4,0.26,2,8,1,1,0,0,0,0,58,5.2,12:37,26.3,2002-11-14,Greenlawn,NY,USA,USA,70,183,2021,1,13,20222023,N,Regular Season
Paul Cotter,20232024,VGK,L,C,76,7,18,25,-11,41,0.33,5,21,2,4,0,0,0,0,100,7,12:44,49.1,1999-11-16,Canton,MI,USA,USA,74,213,2018,4,115,20212022,N,Regular Season
Nick Cousins,20232024,FLA,L,C,69,7,8,15,1,64,0.22,7,15,0,0,0,0,0,3,111,6.3,12:11,53.1,1993-07-20,Belleville,ON,CAN,CAN,71,186,2011,3,68,20142015,N,Regular Season
Logan Couture,20232024,SJS,L,C,6,0,1,1,0,4,0.17,0,1,0,0,0,0,0,0,7,0,18:45,47.9,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,1,9,20092010,N,Regular Season
Sean Couturier,20232024,PHI,L,C,74,11,27,38,-10,29,0.51,8,29,3,7,0,2,2,3,192,5.7,17:49,53.5,1992-12-07,Phoenix,AZ,USA,CAN,76,210,2011,1,8,20112012,N,Regular Season
Charlie Coyle,20232024,BOS,R,C,82,25,35,60,-2,38,0.73,17,44,7,11,1,5,0,5,147,17,18:04,51.6,1992-03-02,East Weymouth,MA,USA,USA,75,215,2010,1,28,20122013,N,Regular Season
Dylan Cozens,20232024,BUF,R,C,79,18,29,47,-4,42,0.59,13,34,2,10,3,3,1,1,200,9,17:14,45.6,2001-02-09,Whitehorse,YT,CAN,CAN,75,207,2019,1,7,20202021,N,Regular Season
Louis Crevier,20232024,CHI,R,D,24,0,3,3,-16,4,0.13,0,3,0,0,0,0,0,0,18,0,15:41,--,2001-05-04,Quebec City,QC,CAN,CAN,80,228,2020,7,188,20232024,N,Regular Season
Angus Crookshank,20232024,OTT,L,L,13,2,1,3,-3,4,0.23,2,3,0,0,0,0,0,1,20,10,10:07,--,1999-10-02,North Vancouver,BC,CAN,CAN,70,183,2018,5,126,20232024,N,Regular Season
Sidney Crosby,20232024,PIT,L,C,82,42,52,94,7,40,1.15,32,71,10,23,0,0,0,3,278,15.1,20:05,58.2,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,1,1,20052006,N,Regular Season
Cameron Crotty,20232024,ARI,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,10:03,--,1999-05-05,Ottawa,ON,CAN,CAN,75,182,2017,3,82,20232024,N,Regular Season
Lawson Crouse,20232024,ARI,L,L,81,23,19,42,-7,36,0.52,16,31,7,10,0,1,0,2,171,13.5,16:49,31.1,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,214,2015,1,11,20162017,N,Regular Season
Maxwell Crozier,20232024,TBL,R,D,13,0,2,2,-2,7,0.15,0,2,0,0,0,0,0,0,13,0,12:56,--,2000-04-19,Calgary,AB,CAN,CAN,75,198,2019,4,120,20232024,N,Regular Season
Will Cuylle,20232024,NYR,L,L,81,13,8,21,-3,56,0.26,12,19,1,2,0,0,0,2,119,10.9,11:08,20,2002-02-05,Toronto,ON,CAN,CAN,75,212,2020,2,60,20222023,N,Regular Season
Austin Czarnik,20232024,DET,R,C,34,0,1,1,-3,12,0.03,0,1,0,0,0,0,0,0,24,0,8:26,49,1992-12-12,Detroit,MI,USA,USA,69,170,--,--,--,20162017,N,Regular Season
Kirby Dach,20232024,MTL,R,C,2,0,2,2,2,0,1,0,2,0,0,0,0,0,0,3,0,13:01,37.5,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,221,2019,1,3,20192020,N,Regular Season
Evgenii Dadonov,20232024,DAL,L,R,51,12,11,23,-6,8,0.45,11,21,1,2,0,0,0,3,67,17.9,13:11,0,1989-03-12,Chelyabinsk,--,RUS,RUS,71,188,2007,3,71,20092010,N,Regular Season
Rasmus Dahlin,20232024,BUF,L,D,81,20,39,59,-3,66,0.73,14,39,6,20,0,0,1,2,235,8.5,25:25,--,2000-04-13,Lidkoping,--,SWE,SWE,75,204,2018,1,1,20182019,N,Regular Season
Phillip Danault,20232024,LAK,L,C,78,17,30,47,12,18,0.6,14,36,3,9,0,2,0,2,159,10.7,18:01,51.9,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20142015,N,Regular Season
Justin Danforth,20232024,CBJ,R,R,71,10,16,26,-10,26,0.37,10,26,0,0,0,0,0,1,86,11.6,14:16,48.5,1993-03-15,Oshawa,ON,CAN,CAN,68,188,--,--,--,20212022,N,Regular Season
Calvin de Haan,20232024,TBL,L,D,59,3,7,10,-9,22,0.17,3,10,0,0,0,0,0,0,56,5.4,16:38,--,1991-05-09,Carp,ON,CAN,CAN,73,192,2009,1,12,20112012,N,Regular Season
Zach Dean,20232024,STL,L,C,9,0,0,0,-4,6,0,0,0,0,0,0,0,0,0,10,0,10:33,50,2003-01-04,Grande Prairie,AB,CAN,CAN,72,176,2021,1,30,20232024,N,Regular Season
Tony DeAngelo,20232024,CAR,R,D,31,3,8,11,-7,24,0.35,1,5,2,6,0,0,0,0,44,6.8,14:20,--,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,1,19,20162017,N,Regular Season
Alex DeBrincat,20232024,DET,R,R,82,27,40,67,1,34,0.82,16,48,11,19,0,0,0,1,237,11.4,17:54,42.1,1997-12-18,Farmington Hills,MI,USA,USA,68,180,2016,2,39,20172018,N,Regular Season
Jake DeBrusk,20232024,BOS,L,L,80,19,21,40,4,18,0.5,15,28,2,10,2,2,1,3,183,10.4,16:50,30.4,1996-10-17,Edmonton,AB,CAN,CAN,73,198,2015,1,14,20172018,N,Regular Season
Luca Del Bel Belluz,20232024,CBJ,L,C,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,50,9:35,40,2003-11-10,Woodbridge,ON,CAN,CAN,73,185,2022,2,44,20232024,N,Regular Season
Marc Del Gaizo,20232024,NSH,L,D,9,0,3,3,2,2,0.33,0,3,0,0,0,0,0,0,8,0,16:28,--,1999-10-11,Basking Ridge,NJ,USA,USA,71,188,2019,4,109,20232024,N,Regular Season
Ethan Del Mastro,20232024,CHI,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,18:35,--,2003-01-15,Burlington,ON,CAN,CAN,76,210,2021,4,105,20232024,N,Regular Season
Ty Dellandrea,20232024,DAL,R,C,42,2,7,9,-10,23,0.21,2,9,0,0,0,0,0,0,53,3.8,12:40,41.5,2000-07-21,Port Perry,ON,CAN,CAN,74,190,2018,1,13,20202021,N,Regular Season
Dylan DeMelo,20232024,WPG,R,D,82,3,28,31,46,36,0.38,3,30,0,1,0,0,0,0,83,3.6,21:44,--,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20152016,N,Regular Season
Grigori Denisenko,20232024,VGK,R,L,6,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,5,0,10:51,--,2000-06-24,Novosibirsk,--,RUS,RUS,71,198,2018,1,15,20202021,N,Regular Season
Travis Dermott,20232024,ARI,L,D,50,2,5,7,-14,26,0.14,2,7,0,0,0,0,0,0,38,5.3,17:17,--,1996-12-22,Newmarket,ON,CAN,CAN,72,200,2015,2,34,20172018,N,Regular Season
Vincent Desharnais,20232024,EDM,R,D,78,1,10,11,3,54,0.14,1,10,0,0,0,1,0,0,41,2.4,15:44,--,1996-05-29,Laval,QC,CAN,CAN,79,226,2016,7,183,20222023,N,Regular Season
Nick DeSimone,20232024,"CGY,NJD",R,D,34,2,5,7,3,4,0.21,2,7,0,0,0,0,0,1,28,7.1,13:29,--,1994-11-21,East Amherst,NY,USA,USA,74,194,--,--,--,20222023,N,Regular Season
Nicolas Deslauriers,20232024,PHI,L,L,60,1,3,4,-7,89,0.07,1,4,0,0,0,0,0,0,49,2,8:09,38.5,1991-02-22,LaSalle,QC,CAN,CAN,73,218,2009,3,84,20132014,N,Regular Season
Connor Dewar,20232024,"MIN,TOR",L,C,74,11,8,19,-8,28,0.26,10,18,0,0,1,1,0,0,77,14.3,11:39,46.8,1999-06-26,The Pas,MB,CAN,CAN,70,192,2018,3,92,20212022,N,Regular Season
Phillip Di Giuseppe,20232024,VAN,L,L,51,5,5,10,-1,36,0.2,5,10,0,0,0,0,0,1,52,9.6,12:06,29.4,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,2,38,20152016,N,Regular Season
Jason Dickinson,20232024,CHI,L,C,82,22,13,35,4,43,0.43,20,33,2,2,0,0,0,4,126,17.5,16:34,50,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,Regular Season
Brenden Dillon,20232024,WPG,L,D,77,8,12,20,20,92,0.26,8,20,0,0,0,0,0,2,79,10.1,18:44,--,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20112012,N,Regular Season
Josh Doan,20232024,ARI,R,R,11,5,4,9,6,0,0.82,5,9,0,0,0,0,0,1,23,21.7,12:19,41.7,2002-02-01,Scottsdale,AZ,USA,USA,74,198,2021,2,37,20232024,N,Regular Season
Noah Dobson,20232024,NYI,R,D,79,10,60,70,12,36,0.89,9,45,1,24,0,1,0,4,174,5.8,24:31,--,2000-01-07,Summerside,PE,CAN,CAN,76,200,2018,1,12,20192020,N,Regular Season
Max Domi,20232024,TOR,L,C,80,9,38,47,10,118,0.59,8,45,1,2,0,0,0,1,137,6.6,13:47,50,1995-03-02,Winnipeg,MB,CAN,CAN,70,209,2013,1,12,20152016,N,Regular Season
Ryan Donato,20232024,CHI,L,C,78,12,18,30,-14,26,0.38,11,27,1,3,0,0,0,0,149,8.1,14:00,44.1,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,Regular Season
Pavel Dorofeyev,20232024,VGK,L,L,47,13,11,24,8,12,0.51,13,23,0,1,0,0,0,1,97,13.4,13:17,50,2000-10-26,Nizhny Tagil,--,RUS,RUS,73,194,2019,3,79,20212022,N,Regular Season
Drew Doughty,20232024,LAK,R,D,82,15,35,50,15,44,0.61,8,30,7,20,0,0,1,3,135,11.1,25:48,--,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20082009,N,Regular Season
Nic Dowd,20232024,WSH,R,C,64,12,10,22,-2,47,0.34,12,22,0,0,0,0,0,2,61,19.7,15:12,48.1,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,7,198,20152016,N,Regular Season
Justin Dowling,20232024,NJD,L,C,2,1,0,1,-2,0,0.5,1,1,0,0,0,0,0,0,3,33.3,10:32,30.8,1990-10-01,Calgary,AB,CAN,CAN,70,180,--,--,--,20162017,N,Regular Season
Leon Draisaitl,20232024,EDM,L,C,81,41,65,106,26,76,1.31,20,65,21,39,0,2,2,7,217,18.9,20:42,56.9,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,Regular Season
Jonathan Drouin,20232024,COL,L,L,79,19,37,56,12,28,0.71,14,37,5,19,0,0,1,2,127,15,18:11,51.8,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,1,3,20142015,N,Regular Season
Jack Drury,20232024,CAR,L,C,74,8,19,27,4,33,0.36,6,20,2,7,0,0,0,0,106,7.6,12:17,55.3,2000-02-03,New York,NY,USA,USA,71,186,2018,2,42,20212022,N,Regular Season
Jamie Drysdale,20232024,"ANA,PHI",R,D,34,3,7,10,-20,8,0.29,2,7,1,2,0,1,0,0,55,5.5,19:37,--,2002-04-08,Toronto,ON,CAN,CAN,71,185,2020,1,6,20202021,N,Regular Season
Dillon Dube,20232024,CGY,L,C,43,3,4,7,-13,8,0.16,2,6,1,1,0,0,0,0,42,7.1,11:10,53.1,1998-07-20,Golden,BC,CAN,CAN,71,185,2016,2,56,20182019,N,Regular Season
Pierrick Dube,20232024,WSH,R,R,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,9:20,0,2001-01-07,Lyon,--,FRA,FRA,69,172,--,--,--,20232024,N,Regular Season
Pierre-Luc Dubois,20232024,LAK,L,L,82,16,24,40,-9,70,0.49,9,32,7,8,0,0,0,4,146,11,15:42,49.7,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,225,2016,1,3,20172018,N,Regular Season
Matt Duchene,20232024,DAL,L,C,80,25,40,65,15,20,0.81,19,49,6,16,0,0,2,7,172,14.5,16:46,56.5,1991-01-16,Haliburton,ON,CAN,CAN,71,212,2009,1,3,20092010,N,Regular Season
Anthony Duclair,20232024,"SJS,TBL",L,L,73,24,18,42,-8,34,0.58,19,30,5,12,0,0,0,1,129,18.6,15:46,37,1995-08-26,Pointe-Claire,QC,CAN,CAN,72,200,2013,3,80,20142015,N,Regular Season
Walker Duehr,20232024,CGY,R,R,40,2,5,7,-3,6,0.18,2,7,0,0,0,0,0,0,29,6.9,8:07,16.7,1997-11-23,Sioux Falls,SD,USA,USA,74,210,--,--,--,20212022,N,Regular Season
Brandon Duhaime,20232024,"MIN,COL",L,R,80,5,8,13,-5,70,0.16,4,12,0,0,1,1,0,0,92,5.4,10:52,40,1997-05-22,Coral Springs,FL,USA,USA,74,200,2016,4,106,20212022,N,Regular Season
Mathew Dumba,20232024,"ARI,TBL",R,D,76,4,8,12,-18,88,0.16,4,12,0,0,0,0,0,0,86,4.7,19:44,0,1994-07-25,Regina,SK,CAN,CAN,73,185,2012,1,7,20132014,N,Regular Season
Brian Dumoulin,20232024,SEA,L,D,80,6,10,16,3,20,0.2,6,16,0,0,0,0,0,1,69,8.7,17:01,--,1991-09-06,Biddeford,ME,USA,USA,76,214,2009,2,51,20132014,N,Regular Season
Vince Dunn,20232024,SEA,L,D,59,11,35,46,8,78,0.78,7,29,4,16,0,1,0,0,120,9.2,23:05,--,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,2,56,20172018,N,Regular Season
Sean Durzi,20232024,ARI,R,D,76,9,32,41,-1,63,0.54,6,25,3,16,0,0,0,1,142,6.3,22:43,--,1998-10-21,Mississauga,ON,CAN,CAN,73,196,2018,2,52,20212022,N,Regular Season
Christian Dvorak,20232024,MTL,L,C,30,5,4,9,-5,4,0.3,4,8,1,1,0,0,0,0,35,14.3,15:32,57.8,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20162017,N,Regular Season
Jordan Eberle,20232024,SEA,R,R,78,17,27,44,1,17,0.56,11,32,6,12,0,0,1,3,168,10.1,17:27,42.5,1990-05-15,Regina,SK,CAN,CAN,71,180,2008,1,22,20102011,N,Regular Season
Joel Edmundson,20232024,"WSH,TOR",L,D,53,1,5,6,-2,23,0.11,1,6,0,0,0,0,0,0,46,2.2,16:40,--,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,2,46,20152016,N,Regular Season
Adam Edstrom,20232024,NYR,L,C,11,2,0,2,2,2,0.18,2,2,0,0,0,0,0,0,7,28.6,8:25,--,2000-10-12,Karlstad,--,SWE,SWE,78,241,2019,6,161,20232024,N,Regular Season
Simon Edvinsson,20232024,DET,L,D,16,1,1,2,0,4,0.13,1,2,0,0,0,0,0,0,13,7.7,18:15,--,2003-02-05,Kungsbacka,--,SWE,SWE,78,209,2021,1,6,20222023,N,Regular Season
Nikolaj Ehlers,20232024,WPG,L,L,82,25,36,61,27,29,0.74,25,54,0,7,0,0,1,7,233,10.7,15:52,26.7,1996-02-14,Aalborg,--,DNK,DNK,72,172,2014,1,9,20152016,N,Regular Season
Jack Eichel,20232024,VGK,R,C,63,31,37,68,4,27,1.08,20,44,11,22,0,2,2,7,278,11.2,20:31,45.5,1996-10-28,North Chelmsford,MA,USA,USA,74,206,2015,1,2,20152016,N,Regular Season
Aaron Ekblad,20232024,FLA,R,D,51,4,14,18,27,50,0.35,3,14,1,4,0,0,0,1,98,4.1,20:52,--,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20142015,N,Regular Season
Mattias Ekholm,20232024,EDM,L,D,79,11,34,45,44,47,0.57,8,41,2,3,1,1,0,3,177,6.2,21:03,--,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20112012,N,Regular Season
William Eklund,20232024,SJS,L,L,80,16,29,45,-45,30,0.56,8,28,8,16,0,1,2,5,128,12.5,18:40,31.3,2002-10-12,Stockholm,--,SWE,SWE,71,181,2021,1,7,20212022,N,Regular Season
Oliver Ekman-Larsson,20232024,FLA,L,D,80,9,23,32,10,76,0.4,8,21,1,11,0,0,1,3,123,7.3,18:24,--,1991-07-17,Karlskrona,--,SWE,SWE,74,192,2009,1,6,20102011,N,Regular Season
Lars Eller,20232024,PIT,L,C,82,15,16,31,-1,32,0.38,10,24,4,5,1,2,0,0,154,9.7,15:58,52.3,1989-05-08,Rodovre,--,DNK,DNK,74,208,2007,1,13,20092010,N,Regular Season
Ty Emberson,20232024,SJS,R,D,30,1,9,10,-4,6,0.33,1,9,0,1,0,0,0,0,31,3.2,18:33,--,2000-05-23,Eau Claire,WI,USA,USA,74,193,2018,3,73,20232024,N,Regular Season
Andreas Englund,20232024,LAK,L,D,82,1,9,10,-3,81,0.12,1,10,0,0,0,0,0,0,41,2.4,13:13,--,1996-01-21,Stockholm,--,SWE,SWE,76,200,2014,2,40,20162017,N,Regular Season
Pierre Engvall,20232024,NYI,L,L,74,10,18,28,4,18,0.38,8,21,2,7,0,0,0,1,128,7.8,15:20,46.3,1996-05-31,Ljungby,--,SWE,SWE,77,215,2014,7,188,20192020,N,Regular Season
MacKenzie Entwistle,20232024,CHI,R,R,67,5,6,11,-29,47,0.16,5,11,0,0,0,0,0,1,66,7.6,11:23,43.8,1999-07-14,Georgetown,ON,CAN,CAN,75,203,2017,3,69,20202021,N,Regular Season
Joel Eriksson Ek,20232024,MIN,L,C,77,30,34,64,18,60,0.83,17,42,12,21,1,1,0,5,267,11.2,20:32,49.7,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,Regular Season
Adam Erne,20232024,EDM,L,L,24,1,1,2,0,9,0.08,1,2,0,0,0,0,0,0,13,7.7,7:49,44.4,1995-04-20,New Haven,CT,USA,USA,73,215,2013,2,33,20162017,N,Regular Season
Luke Evangelista,20232024,NSH,R,R,80,16,23,39,0,18,0.49,13,29,3,10,0,0,0,1,172,9.3,13:57,25,2002-02-21,Toronto,ON,CAN,CAN,72,183,2020,2,42,20222023,N,Regular Season
Jake Evans,20232024,MTL,R,C,82,7,21,28,-1,24,0.34,6,27,0,0,1,1,0,1,81,8.6,16:01,52.2,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,Regular Season
Ryker Evans,20232024,SEA,L,D,36,1,8,9,-5,20,0.25,1,4,0,5,0,0,0,0,44,2.3,19:11,--,2001-12-13,Calgary,AB,CAN,CAN,72,195,2021,2,35,20232024,N,Regular Season
Michael Eyssimont,20232024,TBL,L,C,81,11,14,25,7,104,0.31,9,21,2,4,0,0,0,2,149,7.4,11:51,46.2,1996-09-09,Littleton,CO,USA,USA,72,191,2016,5,142,20212022,N,Regular Season
Robby Fabbri,20232024,DET,L,C,68,18,14,32,-13,32,0.47,13,20,5,12,0,0,0,3,97,18.6,12:52,58.3,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,1,21,20152016,N,Regular Season
Dante Fabbro,20232024,NSH,R,D,56,3,10,13,9,24,0.23,3,13,0,0,0,0,0,0,65,4.6,16:21,--,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,1,17,20182019,N,Regular Season
Brock Faber,20232024,MIN,R,D,82,8,39,47,-1,26,0.57,5,31,3,16,0,0,0,1,136,5.9,24:58,--,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,2,45,20222023,N,Regular Season
Samuel Fagemo,20232024,"NSH,LAK",R,L,8,1,0,1,-1,0,0.13,0,0,1,1,0,0,0,0,13,7.7,9:11,0,2000-03-14,Göteborg,--,SWE,SWE,72,200,2019,2,50,20212022,N,Regular Season
Radek Faksa,20232024,DAL,L,C,74,7,12,19,0,20,0.26,5,15,0,0,2,4,0,2,71,9.9,12:31,54.4,1994-01-09,Vitkov,--,CZE,CZE,75,215,2012,1,13,20152016,N,Regular Season
Adam Fantilli,20232024,CBJ,L,C,49,12,15,27,-21,16,0.55,11,24,1,3,0,0,0,1,115,10.4,15:43,43.6,2004-10-12,Nobleton,ON,CAN,CAN,74,199,2023,1,3,20232024,N,Regular Season
Joel Farabee,20232024,PHI,L,L,82,22,28,50,-13,37,0.61,20,43,2,7,0,0,1,2,182,12.1,16:11,37.5,2000-02-25,Syracuse,NY,USA,USA,72,186,2018,1,14,20192020,N,Regular Season
Hudson Fasching,20232024,NYI,R,R,45,4,10,14,-7,6,0.31,4,14,0,0,0,0,0,1,41,9.8,12:03,50,1995-07-28,Apple Valley,MN,USA,USA,75,209,2013,4,118,20152016,N,Regular Season
Jesper Fast,20232024,CAR,R,R,73,6,13,19,0,16,0.26,6,19,0,0,0,0,0,0,79,7.6,12:36,43.8,1991-12-02,Nassjo,--,SWE,SWE,73,191,2010,6,157,20132014,N,Regular Season
Justin Faulk,20232024,STL,R,D,60,2,28,30,-2,39,0.5,1,22,1,7,0,1,0,1,132,1.5,21:58,--,1992-03-20,South St. Paul,MN,USA,USA,72,214,2010,2,37,20112012,N,Regular Season
