Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Joel Hanley,20222023,DAL,L,D,13,0,1,1,5,4,0.08,0,1,0,0,0,0,0,0,5,0,12:53,--,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20182019,N,Playoffs
Thomas Harley,20222023,DAL,L,D,19,1,8,9,1,14,0.47,1,9,0,0,0,0,0,0,23,4.4,16:10,--,2001-08-19,Syracuse,NY,USA,USA,75,211,2019,1,18,20192020,N,Playoffs
Ryan Hartman,20222023,MIN,R,R,5,2,3,5,3,16,1,2,5,0,0,0,0,1,1,14,14.3,18:51,41.7,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20162017,N,Playoffs
Garnet Hathaway,20222023,BOS,R,R,7,0,1,1,-1,10,0.14,0,1,0,0,0,0,0,0,7,0,9:27,100,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20182019,N,Playoffs
Erik Haula,20222023,NJD,L,L,12,4,2,6,-6,15,0.5,2,3,2,2,0,1,0,0,23,17.4,17:35,55.5,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,Playoffs
Victor Hedman,20222023,TBL,L,D,5,0,3,3,4,2,0.6,0,2,0,1,0,0,0,0,8,0,23:38,--,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,245,2009,1,2,20102011,N,Playoffs
Miro Heiskanen,20222023,DAL,L,D,19,1,11,12,-6,8,0.63,1,3,0,9,0,0,0,0,35,2.9,27:48,--,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,Playoffs
Darren Helm,20222023,COL,L,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,8:15,40,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,Playoffs
Roope Hintz,20222023,DAL,L,C,19,10,14,24,4,8,1.26,7,13,2,10,1,1,0,0,59,17,18:01,53.4,1996-11-17,Nokia,--,FIN,FIN,75,213,2015,2,49,20182019,N,Playoffs
Nico Hischier,20222023,NJD,L,C,12,1,6,7,-5,2,0.58,1,5,0,1,0,1,0,0,33,3,19:49,55.2,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,Playoffs
Justin Holl,20222023,TOR,R,D,8,0,1,1,-7,11,0.13,0,1,0,0,0,0,0,0,6,0,19:45,--,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20192020,N,Playoffs
Bo Horvat,20222023,NYI,L,C,6,1,1,2,2,0,0.33,0,1,0,0,1,1,0,0,8,12.5,19:44,51.8,1995-04-05,London,ON,CAN,CAN,73,215,2013,1,9,20142015,N,Playoffs
Brett Howden,20222023,VGK,L,C,22,5,5,10,4,31,0.45,4,9,1,1,0,0,1,1,30,16.7,13:59,42.4,1998-03-29,Calgary,AB,CAN,CAN,74,201,2016,1,27,20192020,N,Playoffs
Jack Hughes,20222023,NJD,L,C,12,6,5,11,-4,2,0.92,5,8,1,3,0,0,0,0,45,13.3,19:44,48.9,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20222023,N,Playoffs
Luke Hughes,20222023,NJD,L,D,3,0,2,2,-2,0,0.67,0,1,0,1,0,0,0,0,4,0,19:15,--,2003-09-09,Manchester,NH,USA,USA,74,198,2021,1,4,20222023,N,Playoffs
Brad Hunt,20222023,COL,L,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0:41,--,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20192020,N,Playoffs
Ben Hutton,20222023,VGK,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13:31,--,1993-04-20,Brockville,ON,CAN,CAN,75,209,2012,5,147,20222023,N,Playoffs
Zach Hyman,20222023,EDM,R,L,12,3,8,11,1,12,0.92,1,4,2,7,0,0,1,1,46,6.5,18:58,--,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20162017,N,Playoffs
Alex Iafallo,20222023,LAK,L,L,6,3,1,4,2,6,0.67,2,3,1,1,0,0,1,1,13,23.1,18:54,42.9,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,Playoffs
Mattias Janmark,20222023,EDM,L,C,5,0,1,1,1,2,0.2,0,1,0,0,0,0,0,0,3,0,8:26,60,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,Playoffs
Calle Jarnkrok,20222023,TOR,R,C,11,1,2,3,1,0,0.27,1,3,0,0,0,0,0,0,10,10,14:27,42.9,1991-09-25,Gavle,--,SWE,SWE,72,191,2010,2,51,20142015,N,Playoffs
Seth Jarvis,20222023,CAR,R,C,15,5,5,10,7,0,0.67,2,6,2,3,1,1,0,1,37,13.5,19:55,50,2002-02-01,Winnipeg,MB,CAN,CAN,70,184,2020,1,13,20212022,N,Playoffs
Tanner Jeannot,20222023,TBL,L,L,3,0,0,0,-2,5,0,0,0,0,0,0,0,0,0,3,0,13:22,--,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,Playoffs
Marcus Johansson,20222023,MIN,L,L,6,2,0,2,-5,0,0.33,1,1,1,1,0,0,0,1,14,14.3,20:18,35.7,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,Playoffs
Erik Johnson,20222023,COL,R,D,7,1,0,1,0,0,0.14,1,1,0,0,0,0,0,1,8,12.5,14:07,--,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20132014,N,Playoffs
Jack Johnson,20222023,COL,L,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,13:54,--,1987-01-13,Indianapolis,IN,USA,USA,74,225,2005,1,3,20092010,N,Playoffs
Wyatt Johnston,20222023,DAL,R,C,19,4,2,6,-4,4,0.32,4,5,0,1,0,0,0,2,55,7.3,16:59,40.9,2003-05-14,Toronto,ON,CAN,CAN,73,185,2021,1,23,20222023,N,Playoffs
Axel Jonsson-Fjallby,20222023,WPG,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,5:14,--,1998-02-10,Stockholm,--,SWE,SWE,73,189,2016,5,147,20222023,N,Playoffs
Kaapo Kakko,20222023,NYR,L,R,7,1,1,2,1,0,0.29,1,2,0,0,0,0,0,0,8,12.5,13:26,--,2001-02-13,Turku,--,FIN,FIN,73,215,2019,1,2,20192020,N,Playoffs
Arthur Kaliyev,20222023,LAK,L,R,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,12:11,--,2001-06-26,Tashkent,--,UZB,USA,74,210,2019,2,33,20212022,N,Playoffs
David Kampf,20222023,TOR,L,C,11,0,3,3,-1,4,0.27,0,3,0,0,0,0,0,0,18,0,14:06,55.4,1995-01-12,Chomutov,--,CZE,CZE,74,193,--,--,--,20192020,N,Playoffs
Evander Kane,20222023,EDM,L,L,12,3,2,5,-3,46,0.42,2,4,1,1,0,0,0,0,38,7.9,19:44,42.9,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20172018,N,Playoffs
Patrick Kane,20222023,NYR,L,R,7,1,5,6,0,6,0.86,1,3,0,3,0,0,0,0,23,4.4,17:22,--,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20082009,N,Playoffs
Kirill Kaprizov,20222023,MIN,L,L,6,1,0,1,-3,12,0.17,0,0,1,1,0,0,0,0,17,5.9,22:54,100,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,Playoffs
William Karlsson,20222023,VGK,L,C,22,11,6,17,11,2,0.77,10,15,1,2,0,0,0,1,45,24.4,17:21,54.4,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20162017,N,Playoffs
Tye Kartye,20222023,SEA,L,L,10,3,2,5,6,2,0.5,3,5,0,0,0,0,0,1,13,23.1,12:21,--,2001-04-30,Kingston,ON,CAN,CAN,71,202,--,--,--,20222023,N,Playoffs
Adrian Kempe,20222023,LAK,L,R,6,5,3,8,-3,2,1.33,3,5,2,3,0,0,0,0,31,16.1,20:42,50,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20172018,N,Playoffs
Alexander Kerfoot,20222023,TOR,L,C,11,2,0,2,1,4,0.18,1,1,1,1,0,0,1,1,13,15.4,14:11,50,1994-08-11,Vancouver,BC,CAN,CAN,71,185,2012,5,150,20172018,N,Playoffs
Phil Kessel,20222023,VGK,R,R,4,0,2,2,2,2,0.5,0,2,0,0,0,0,0,0,5,0,11:47,0,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20072008,N,Playoffs
Alex Killorn,20222023,TBL,L,L,6,3,2,5,0,0,0.83,2,3,1,2,0,0,0,0,16,18.8,19:48,--,1989-09-14,Halifax,NS,CAN,CAN,73,192,2007,3,77,20132014,N,Playoffs
Joel Kiviranta,20222023,DAL,L,L,15,1,4,5,0,2,0.33,1,4,0,0,0,1,0,0,12,8.3,12:38,--,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,Playoffs
John Klingberg,20222023,MIN,R,D,4,1,3,4,2,0,1,1,3,0,1,0,0,0,0,8,12.5,16:48,--,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20152016,N,Playoffs
Matthew Knies,20222023,TOR,L,L,7,1,3,4,3,4,0.57,1,4,0,0,0,0,0,0,7,14.3,13:07,--,2002-10-17,Phoenix,AZ,USA,USA,75,227,2021,2,57,20222023,N,Playoffs
Keegan Kolesar,20222023,VGK,R,R,22,2,3,5,1,50,0.23,2,5,0,0,0,0,0,0,10,20,9:49,57.1,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20202021,N,Playoffs
Anze Kopitar,20222023,LAK,L,C,6,2,5,7,-3,0,1.17,0,4,2,3,0,0,0,0,14,14.3,22:37,52.5,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20092010,N,Playoffs
Klim Kostin,20222023,EDM,L,C,12,3,2,5,2,9,0.42,3,5,0,0,0,0,0,1,10,30,7:44,50,1999-05-05,Penza,--,RUS,RUS,76,232,2017,1,31,20222023,N,Playoffs
Jesperi Kotkaniemi,20222023,CAR,L,C,15,3,4,7,-5,8,0.47,2,5,1,2,0,0,0,1,24,12.5,16:50,41.2,2000-07-06,Pori,--,FIN,FIN,75,203,2018,1,3,20192020,N,Playoffs
Chris Kreider,20222023,NYR,L,L,7,6,3,9,-2,0,1.29,1,4,5,5,0,0,0,2,14,42.9,19:15,20,1991-04-30,Boxford,MA,USA,USA,75,230,2009,1,19,20112012,N,Playoffs
David Krejci,20222023,BOS,R,C,4,1,3,4,-3,0,1,0,1,1,3,0,0,0,0,6,16.7,19:25,40.9,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20072008,N,Playoffs
Nikita Kucherov,20222023,TBL,L,R,6,1,5,6,0,11,1,0,2,1,4,0,0,0,0,21,4.8,20:16,--,1993-06-17,Maykop,--,RUS,RUS,72,180,2011,2,58,20132014,N,Playoffs
Karson Kuhlman,20222023,WPG,R,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,10:15,--,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,Playoffs
Brett Kulak,20222023,EDM,L,D,12,1,1,2,3,9,0.17,1,2,0,0,0,0,0,0,19,5.3,16:21,--,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20192020,N,Playoffs
Rasmus Kupari,20222023,LAK,R,C,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,7:47,46.2,2000-03-15,Kotka,--,FIN,FIN,74,201,2018,1,20,20212022,N,Playoffs
Sam Lafferty,20222023,TOR,R,C,9,1,2,3,-1,2,0.33,1,3,0,0,0,0,0,0,8,12.5,10:41,66.7,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,Playoffs
Alexis Lafrenière,20222023,NYR,L,L,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14:20,0,2001-10-11,St-Eustache,QC,CAN,CAN,74,196,2020,1,1,20212022,N,Playoffs
Adam Larsson,20222023,SEA,R,D,14,2,2,4,2,8,0.29,2,4,0,0,0,0,0,0,26,7.7,25:11,--,1992-11-12,Skelleftea,--,SWE,SWE,75,207,2011,1,4,20112012,N,Playoffs
Jakub Lauko,20222023,BOS,L,C,3,0,1,1,1,4,0.33,0,1,0,0,0,0,0,0,0,--,6:51,--,2000-03-28,Prague,--,CZE,CZE,73,193,2018,3,77,20222023,N,Playoffs
Curtis Lazar,20222023,NJD,R,C,6,1,0,1,0,2,0.17,1,1,0,0,0,0,0,0,4,25,7:49,50,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,Playoffs
Anders Lee,20222023,NYI,L,L,6,1,0,1,0,12,0.17,1,1,0,0,0,0,0,0,16,6.3,17:04,100,1990-07-03,Edina,MN,USA,USA,75,231,2009,6,152,20142015,N,Playoffs
Artturi Lehkonen,20222023,COL,L,L,7,3,3,6,3,6,0.86,3,5,0,0,0,1,0,0,13,23.1,20:46,0,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,Playoffs
Timothy Liljegren,20222023,TOR,R,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,15:16,--,1999-04-30,Kristianstad,--,SWE,SWE,73,201,2017,1,17,20212022,N,Playoffs
Esa Lindell,20222023,DAL,L,D,19,0,3,3,-10,8,0.16,0,3,0,0,0,0,0,0,28,0,20:50,--,1994-05-23,Vantaa,--,FIN,FIN,75,217,2012,3,74,20182019,N,Playoffs
Ryan Lindgren,20222023,NYR,L,D,7,1,1,2,3,6,0.29,1,2,0,0,0,0,0,0,6,16.7,19:52,--,1998-02-11,Burnsville,MN,USA,USA,72,194,2016,2,49,20192020,N,Playoffs
Hampus Lindholm,20222023,BOS,L,D,7,0,0,0,2,4,0,0,0,0,0,0,0,0,0,8,0,21:40,--,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,Playoffs
Blake Lizotte,20222023,LAK,L,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,9:42,6.3,1997-12-13,Lindstrom,MN,USA,USA,69,173,--,--,--,20212022,N,Playoffs
Ryan Lomberg,20222023,FLA,L,L,13,1,0,1,-1,22,0.08,1,1,0,0,0,0,0,0,17,5.9,12:00,40,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20202021,N,Playoffs
Adam Lowry,20222023,WPG,L,C,5,4,1,5,-1,2,1,2,3,2,2,0,0,0,0,11,36.4,18:04,48.6,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,Playoffs
Anton Lundell,20222023,FLA,L,C,21,2,8,10,3,2,0.48,2,7,0,2,0,1,0,0,43,4.7,18:04,46.3,2001-10-03,Espoo,--,FIN,FIN,73,196,2020,1,12,20212022,N,Playoffs
Eetu Luostarinen,20222023,FLA,L,C,16,2,3,5,2,4,0.31,2,4,0,0,0,1,0,1,14,14.3,16:41,50,1998-09-02,Siilinjarvi,--,FIN,FIN,75,191,2017,2,42,20212022,N,Playoffs
Mackenzie MacEachern,20222023,CAR,L,L,8,1,1,2,4,6,0.25,1,2,0,0,0,0,0,0,8,12.5,11:52,0,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,3,67,20192020,N,Playoffs
Zack MacEwen,20222023,LAK,R,R,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,6:44,--,1996-07-08,Charlottetown,PE,CAN,CAN,76,227,--,--,--,20192020,N,Playoffs
Nathan MacKinnon,20222023,COL,R,C,7,3,4,7,8,4,1,3,6,0,1,0,0,0,1,40,7.5,23:44,55.5,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,Playoffs
Saku Maenalanen,20222023,WPG,L,R,5,0,1,1,0,12,0.2,0,1,0,0,0,0,0,0,3,0,8:31,--,1994-05-29,Kemi,--,FIN,FIN,76,214,2013,5,125,20182019,N,Playoffs
Joshua Mahura,20222023,FLA,L,D,21,0,3,3,-6,6,0.14,0,3,0,0,0,0,0,0,22,0,13:04,--,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20222023,N,Playoffs
Cale Makar,20222023,COL,R,D,6,1,4,5,5,6,0.83,1,4,0,0,0,1,0,0,20,5,25:40,--,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20182019,N,Playoffs
Denis Malgin,20222023,COL,R,C,7,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,7,0,7:39,--,1997-01-18,Olten,--,CHE,CHE,69,182,2015,4,102,20222023,N,Playoffs
Josh Manson,20222023,COL,R,D,5,0,0,0,-3,8,0,0,0,0,0,0,0,0,0,4,0,11:47,--,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20152016,N,Playoffs
Brad Marchand,20222023,BOS,L,L,7,4,6,10,-6,2,1.43,1,3,2,6,1,1,0,1,25,16,20:39,21.4,1988-05-11,Halifax,NS,CAN,CAN,69,180,2006,3,71,20102011,N,Playoffs
Jonathan Marchessault,20222023,VGK,R,R,22,13,12,25,17,14,1.14,10,19,3,6,0,0,0,3,80,16.3,17:25,0,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20142015,N,Playoffs
Mason Marchment,20222023,DAL,L,L,18,4,2,6,-8,18,0.33,4,6,0,0,0,0,0,0,16,25,14:03,50,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20202021,N,Playoffs
John Marino,20222023,NJD,R,D,12,0,4,4,-1,0,0.33,0,3,0,0,0,1,0,0,8,0,22:42,--,1997-05-21,North Easton,MA,USA,USA,73,200,2015,6,154,20192020,N,Playoffs
Mitch Marner,20222023,TOR,R,R,11,3,11,14,7,2,1.27,2,8,1,6,0,0,0,1,33,9.1,24:08,--,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,Playoffs
Patrick Maroon,20222023,TBL,L,L,6,0,1,1,1,16,0.17,0,1,0,0,0,0,0,0,3,0,9:54,0,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20132014,N,Playoffs
Matt Martin,20222023,NYI,L,L,6,1,0,1,0,16,0.17,1,1,0,0,0,0,0,0,4,25,10:25,0,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20122013,N,Playoffs
Alec Martinez,20222023,VGK,L,D,22,2,5,7,13,4,0.32,2,7,0,0,0,0,0,0,34,5.9,19:29,--,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20102011,N,Playoffs
Jordan Martinook,20222023,CAR,L,L,15,3,9,12,4,8,0.8,2,10,0,0,1,2,0,0,42,7.1,18:12,38.1,1992-07-25,Brandon,MB,CAN,CAN,73,208,2012,2,58,20182019,N,Playoffs
Auston Matthews,20222023,TOR,L,C,11,5,6,11,2,7,1,4,7,1,4,0,0,0,0,49,10.2,22:52,52.9,1997-09-17,San Ramon,CA,USA,USA,75,217,2016,1,1,20162017,N,Playoffs
Scott Mayfield,20222023,NYI,R,D,6,1,2,3,1,2,0.5,1,2,0,0,0,1,0,0,10,10,21:27,--,1992-10-14,St. Louis,MO,USA,USA,77,213,2011,2,34,20142015,N,Playoffs
Charlie McAvoy,20222023,BOS,R,D,7,0,5,5,-3,8,0.71,0,1,0,4,0,0,0,0,15,0,25:28,--,1997-12-21,Long Beach,NY,USA,USA,73,213,2016,1,14,20162017,N,Playoffs
Jake McCabe,20222023,TOR,L,D,11,0,2,2,-7,10,0.18,0,2,0,0,0,0,0,0,16,0,21:00,--,1993-10-12,Eau Claire,WI,USA,USA,73,212,2012,2,44,20222023,N,Playoffs
Jared McCann,20222023,SEA,L,L,8,1,2,3,-1,6,0.38,1,2,0,1,0,0,0,0,22,4.6,14:32,50,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20182019,N,Playoffs
Connor McDavid,20222023,EDM,L,C,12,8,12,20,-1,0,1.67,2,7,5,12,1,1,0,0,51,15.7,23:43,48.3,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20162017,N,Playoffs
Michael McLeod,20222023,NJD,R,C,12,2,4,6,2,15,0.5,0,3,0,1,2,2,0,1,19,10.5,14:47,56.9,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,1,12,20222023,N,Playoffs
Ryan McLeod,20222023,EDM,L,C,12,0,5,5,-1,2,0.42,0,5,0,0,0,0,0,0,9,0,14:36,54.7,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,Playoffs
Brayden McNabb,20222023,VGK,L,D,21,0,4,4,7,10,0.19,0,4,0,0,0,0,0,0,12,0,19:09,--,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20152016,N,Playoffs
Timo Meier,20222023,NJD,L,R,11,2,2,4,-1,22,0.36,1,3,1,1,0,0,0,0,37,5.4,16:52,0,1996-10-08,Herisau,--,CHE,CHE,73,220,2015,1,9,20162017,N,Playoffs
Dawson Mercer,20222023,NJD,R,C,12,3,4,7,-1,2,0.58,1,4,1,2,1,1,0,0,16,18.8,16:38,39.1,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,1,18,20222023,N,Playoffs
Jon Merrill,20222023,MIN,L,D,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,16:26,--,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20172018,N,Playoffs
Ben Meyers,20222023,COL,L,C,6,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,1,0,5:30,50,1998-11-15,Delano,MN,USA,USA,71,194,--,--,--,20222023,N,Playoffs
Jake Middleton,20222023,MIN,L,D,6,0,2,2,-2,8,0.33,0,2,0,0,0,0,0,0,7,0,20:31,--,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20212022,N,Playoffs
Niko Mikkola,20222023,NYR,L,D,7,0,2,2,2,12,0.29,0,2,0,0,0,0,0,0,6,0,14:23,--,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20202021,N,Playoffs
Colin Miller,20222023,DAL,R,D,10,0,1,1,-2,4,0.1,0,1,0,0,0,0,0,0,13,0,16:17,--,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20162017,N,Playoffs
K'Andre Miller,20222023,NYR,L,D,7,0,1,1,0,4,0.14,0,1,0,0,0,0,0,0,4,0,22:24,--,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20212022,N,Playoffs
Brandon Montour,20222023,FLA,R,D,21,8,5,13,2,39,0.62,6,10,2,3,0,0,0,0,72,11.1,26:58,0,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,Playoffs
Trevor Moore,20222023,LAK,L,L,6,1,2,3,3,0,0.5,0,2,1,1,0,0,1,1,22,4.6,19:15,0,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,Playoffs
Josh Morrissey,20222023,WPG,L,D,3,0,1,1,1,0,0.33,0,1,0,0,0,0,0,0,5,0,16:36,--,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20172018,N,Playoffs
Tyler Motte,20222023,NYR,L,C,7,0,0,0,-1,12,0,0,0,0,0,0,0,0,0,10,0,11:50,50,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20192020,N,Playoffs
Vladislav Namestnikov,20222023,WPG,L,C,5,0,2,2,0,2,0.4,0,1,0,1,0,0,0,0,2,0,15:50,41.2,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20142015,N,Playoffs
Martin Necas,20222023,CAR,R,C,15,4,3,7,-2,2,0.47,3,3,1,4,0,0,0,1,42,9.5,19:33,33.3,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,75,195,2017,1,12,20192020,N,Playoffs
Brock Nelson,20222023,NYI,L,C,6,2,3,5,4,4,0.83,2,5,0,0,0,0,0,0,15,13.3,17:39,47.7,1991-10-15,Warroad,MN,USA,USA,76,205,2010,1,30,20122013,N,Playoffs
Alex Newhook,20222023,COL,L,C,7,0,1,1,-3,4,0.14,0,1,0,0,0,0,0,0,4,0,9:15,45.5,2001-01-28,St. John's,NL,CAN,CAN,71,200,2019,1,16,20202021,N,Playoffs
Valeri Nichushkin,20222023,COL,L,R,2,1,0,1,-2,0,0.5,1,1,0,0,0,0,0,0,6,16.7,19:58,100,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,Playoffs
Nino Niederreiter,20222023,WPG,L,R,5,1,3,4,-7,2,0.8,1,2,0,2,0,0,0,0,10,10,17:03,0,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20132014,N,Playoffs
Matt Nieto,20222023,COL,L,L,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,11:41,0,1992-11-05,Long Beach,CA,USA,USA,71,189,2011,2,47,20132014,N,Playoffs
Stefan Noesen,20222023,CAR,R,R,15,4,4,8,-3,11,0.53,1,3,3,5,0,0,0,1,24,16.7,17:02,38.6,1993-02-12,Plano,TX,USA,USA,73,205,2011,1,21,20172018,N,Playoffs
Tomas Nosek,20222023,BOS,L,L,7,0,2,2,0,0,0.29,0,1,0,0,0,1,0,0,11,0,11:56,60.4,1992-09-01,Pardubice,--,CZE,CZE,75,199,--,--,--,20172018,N,Playoffs
Ryan Nugent-Hopkins,20222023,EDM,L,C,12,1,10,11,-6,4,0.92,1,2,0,9,0,0,0,0,23,4.4,20:08,44.2,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20162017,N,Playoffs
Darnell Nurse,20222023,EDM,L,D,11,0,4,4,-2,21,0.36,0,3,0,1,0,0,0,0,21,0,23:02,--,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20162017,N,Playoffs
William Nylander,20222023,TOR,R,R,11,4,6,10,-4,2,0.91,2,6,2,4,0,0,0,1,47,8.5,18:45,50,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20162017,N,Playoffs
Gustav Nyquist,20222023,MIN,L,R,6,0,5,5,4,2,0.83,0,4,0,1,0,0,0,0,9,0,16:01,--,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,Playoffs
Logan O'Connor,20222023,COL,R,R,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,12:18,50,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20192020,N,Playoffs
Ryan O'Reilly,20222023,TOR,L,C,11,3,6,9,-3,5,0.82,1,6,2,3,0,0,0,0,21,14.3,19:49,53.8,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,Playoffs
Jamie Oleksiak,20222023,SEA,L,D,14,1,2,3,-6,8,0.21,1,3,0,0,0,0,0,0,11,9.1,21:06,--,1992-12-21,Toronto,ON,CAN,CAN,79,252,2011,1,14,20172018,N,Playoffs
Fredrik Olofsson,20222023,DAL,L,L,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,10:19,--,1996-05-27,Helsingborg,--,SWE,SWE,74,190,2014,4,98,20222023,N,Playoffs
Dmitry Orlov,20222023,BOS,L,D,7,0,8,8,-3,2,1.14,0,3,0,4,0,1,0,0,11,0,23:03,--,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20152016,N,Playoffs
