Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Thomas Harley,20242025,DAL,L,D,18,4,10,14,-10,10,0.78,3,6,1,8,0,0,1,1,31,12.9,25:58,--,2001-08-19,Syracuse,NY,USA,CAN,75,214,2019,1,18,20192020,N,Playoffs
Ryan Hartman,20242025,MIN,R,R,6,2,4,6,1,2,1,2,5,0,1,0,0,0,0,18,11.1,17:26,46.5,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20162017,N,Playoffs
Erik Haula,20242025,NJD,L,L,5,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,9,--,18:36,59.6,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,Playoffs
Victor Hedman,20242025,TBL,L,D,5,0,3,3,-6,0,0.6,0,1,0,2,0,0,0,0,10,--,24:32,--,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,244,2009,1,2,20102011,N,Playoffs
Emil Heineman,20242025,MTL,L,L,5,1,0,1,1,0,0.2,1,1,0,0,0,0,0,0,4,25,9:04,33.3,2001-11-16,Leksand,--,SWE,SWE,74,204,2020,2,43,20242025,N,Playoffs
Miro Heiskanen,20242025,DAL,L,D,8,1,3,4,-4,0,0.5,0,1,1,3,0,0,0,0,14,7.1,21:49,--,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,Playoffs
Samuel Helenius,20242025,LAK,L,C,6,0,1,1,-1,0,0.17,0,1,0,0,0,0,0,0,1,--,3:58,66.7,2002-11-26,Dallas,TX,USA,FIN,78,225,2021,2,59,20242025,N,Playoffs
Adam Henrique,20242025,EDM,L,C,22,4,3,7,4,4,0.32,4,7,0,0,0,0,0,1,35,11.4,14:41,51.8,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20112012,N,Playoffs
Tomas Hertl,20242025,VGK,L,C,11,3,2,5,-3,0,0.45,3,3,0,2,0,0,0,0,28,10.7,18:17,48.4,1993-11-12,Praha,--,CZE,CZE,75,220,2012,1,17,20132014,N,Playoffs
Matthew Highmore,20242025,OTT,L,C,1,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,1,--,9:10,--,1996-02-27,Halifax,NS,CAN,CAN,71,192,--,--,--,20192020,N,Playoffs
Vincent Hinostroza,20242025,MIN,R,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,--,11:57,--,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20162017,N,Playoffs
Roope Hintz,20242025,DAL,L,C,17,6,6,12,-2,10,0.71,2,6,4,6,0,0,0,0,37,16.2,17:42,49.8,1996-11-17,Nokia,--,FIN,FIN,75,217,2015,2,49,20182019,N,Playoffs
Nico Hischier,20242025,NJD,L,C,5,4,0,4,0,0,0.8,4,4,0,0,0,0,0,0,16,25,24:12,54.3,1999-01-04,Naters ,--,CHE,CHE,73,200,2017,1,1,20172018,N,Playoffs
Pontus Holmberg,20242025,TOR,L,R,12,0,1,1,-4,4,0.08,0,1,0,0,0,0,0,0,11,--,12:43,50,1999-03-09,Vasteras,--,SWE,SWE,72,201,2018,6,156,20232024,N,Playoffs
Brett Howden,20242025,VGK,L,C,11,3,0,3,-2,4,0.27,2,2,1,1,0,0,1,2,15,20,13:50,51.1,1998-03-29,Oakbank,MB,CAN,CAN,74,201,2016,1,27,20192020,N,Playoffs
Luke Hughes,20242025,NJD,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,--,22:20,--,2003-09-09,Manchester,NH,USA,USA,74,198,2021,1,4,20222023,N,Playoffs
Lane Hutson,20242025,MTL,L,D,5,0,5,5,-5,0,1,0,2,0,3,0,0,0,0,5,--,24:50,--,2004-02-14,Holland,MI,USA,USA,69,162,2022,2,62,20242025,N,Playoffs
Zach Hyman,20242025,EDM,R,L,15,5,6,11,10,6,0.73,5,10,0,1,0,0,0,1,30,16.7,17:42,--,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20162017,N,Playoffs
Alex Iafallo,20242025,WPG,L,L,13,1,1,2,-4,10,0.15,1,1,0,1,0,0,0,0,17,5.9,16:07,16.7,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,Playoffs
Mark Jankowski,20242025,CAR,L,L,7,0,1,1,0,0,0.14,0,1,0,0,0,0,0,0,6,--,11:37,58.3,1994-09-13,Hamilton,ON,CAN,CAN,76,200,2012,1,21,20182019,N,Playoffs
Mattias Janmark,20242025,EDM,L,C,22,3,1,4,5,14,0.18,3,4,0,0,0,0,0,1,15,20,12:17,29.2,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,Playoffs
Calle Jarnkrok,20242025,TOR,R,C,12,0,1,1,-4,2,0.08,0,1,0,0,0,0,0,0,3,--,12:40,33.3,1991-09-25,Gavle,--,SWE,SWE,72,193,2010,2,51,20142015,N,Playoffs
Seth Jarvis,20242025,CAR,R,C,15,6,10,16,2,6,1.07,4,8,2,8,0,0,0,0,36,16.7,19:53,26.1,2002-02-01,Winnipeg,MB,CAN,CAN,70,180,2020,1,13,20212022,N,Playoffs
Nick Jensen,20242025,OTT,R,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,3,--,20:56,--,1990-09-21,Rogers,MN,USA,USA,72,202,2009,5,150,20182019,N,Playoffs
Marcus Johansson,20242025,MIN,L,L,5,0,2,2,0,0,0.4,0,2,0,0,0,0,0,0,5,--,14:02,33.3,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,Playoffs
Erik Johnson,20242025,COL,R,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,--,14:49,--,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20132014,N,Playoffs
Wyatt Johnston,20242025,DAL,R,C,18,4,6,10,-16,6,0.56,2,5,2,5,0,0,0,1,36,11.1,19:22,50.5,2003-05-14,Toronto,ON,CAN,CAN,73,187,2021,1,23,20222023,N,Playoffs
Seth Jones,20242025,FLA,R,D,23,4,5,9,11,10,0.39,3,6,1,3,0,0,0,1,29,13.8,25:30,--,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20142015,N,Playoffs
Mathieu Joseph,20242025,STL,L,R,3,1,0,1,1,10,0.33,1,1,0,0,0,0,0,0,6,16.7,13:35,--,1997-02-09,Laval,QC,CAN,CAN,73,189,2015,4,120,20182019,N,Playoffs
David Kampf,20242025,TOR,L,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,--,12:37,36.4,1995-01-12,Chomutov,--,CZE,CZE,74,198,--,--,--,20192020,N,Playoffs
Evander Kane,20242025,EDM,L,L,21,6,6,12,4,44,0.57,6,11,0,1,0,0,0,0,47,12.8,16:29,48,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20172018,N,Playoffs
Kasperi Kapanen,20242025,EDM,R,R,12,3,3,6,4,18,0.5,3,6,0,0,0,0,1,1,27,11.1,13:28,33.3,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20162017,N,Playoffs
Oliver Kapanen,20242025,MTL,R,C,3,0,1,1,0,0,0.33,0,1,0,0,0,0,0,0,1,--,6:56,44.4,2003-07-29,Timra,--,SWE,FIN,74,194,2021,2,64,20242025,N,Playoffs
Kirill Kaprizov,20242025,MIN,L,L,6,5,4,9,-1,4,1.5,2,6,3,3,0,0,0,0,22,22.7,23:08,--,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,Playoffs
William Karlsson,20242025,VGK,L,C,11,3,3,6,5,0,0.55,2,3,0,1,1,2,0,0,17,17.6,18:34,52.5,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20162017,N,Playoffs
Parker Kelly,20242025,COL,L,C,7,0,1,1,4,18,0.14,0,1,0,0,0,0,0,0,6,--,12:38,14.3,1999-05-14,Camrose,AB,CAN,CAN,73,185,--,--,--,20242025,N,Playoffs
Adrian Kempe,20242025,LAK,L,R,6,4,6,10,-8,4,1.67,4,4,0,6,0,0,0,0,21,19,21:44,57.1,1996-09-13,Kramfors,--,SWE,SWE,74,205,2014,1,29,20172018,N,Playoffs
Joel Kiviranta,20242025,COL,L,L,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,--,10:05,--,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,Playoffs
Tyler Kleven,20242025,OTT,L,D,6,0,2,2,0,6,0.33,0,2,0,0,0,0,0,0,4,--,15:47,--,2002-01-10,Fargo,ND,USA,USA,77,225,2020,2,44,20242025,N,Playoffs
John Klingberg,20242025,EDM,R,D,19,1,3,4,3,2,0.21,0,3,1,1,0,0,0,0,23,4.3,19:08,--,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20152016,N,Playoffs
Matthew Knies,20242025,TOR,L,L,13,5,2,7,-4,6,0.54,3,5,2,2,0,0,0,1,29,17.2,19:48,--,2002-10-17,Phoenix,AZ,USA,USA,75,232,2021,2,57,20222023,N,Playoffs
Keegan Kolesar,20242025,VGK,R,R,11,0,1,1,-2,6,0.09,0,1,0,0,0,0,0,0,7,--,11:21,50,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20202021,N,Playoffs
Anze Kopitar,20242025,LAK,L,C,6,2,7,9,-6,0,1.5,1,5,1,4,0,0,0,0,8,25,21:29,58,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20092010,N,Playoffs
Kaedan Korczak,20242025,VGK,R,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--,13:04,--,2001-01-29,Yorkton,SK,CAN,CAN,75,206,2019,2,41,20242025,N,Playoffs
Jesperi Kotkaniemi,20242025,CAR,L,C,14,0,4,4,1,14,0.29,0,2,0,2,0,0,0,0,19,--,13:30,46.7,2000-07-06,Pori,--,FIN,FIN,75,212,2018,1,3,20192020,N,Playoffs
Johnathan Kovacevic,20242025,NJD,R,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,2,--,14:00,--,1997-07-12,Hamilton,ON,CAN,CAN,77,223,2017,3,74,20242025,N,Playoffs
Nikita Kucherov,20242025,TBL,L,R,5,0,4,4,0,2,0.8,0,3,0,1,0,0,0,0,7,--,22:59,--,1993-06-17,Maykop,--,RUS,RUS,72,173,2011,2,58,20132014,N,Playoffs
Brett Kulak,20242025,EDM,L,D,22,1,4,5,9,8,0.23,1,5,0,0,0,0,0,0,25,4,23:25,--,1994-01-06,Edmonton,AB,CAN,CAN,73,192,2012,4,105,20192020,N,Playoffs
Dmitry Kulikov,20242025,FLA,L,D,23,2,3,5,6,14,0.22,2,5,0,0,0,0,0,1,21,9.5,16:36,--,1990-10-29,Lipetsk,--,RUS,RUS,73,212,2009,1,14,20112012,N,Playoffs
Andrei Kuzmenko,20242025,LAK,R,L,6,3,3,6,-5,4,1,0,2,3,4,0,0,0,1,17,17.6,18:15,--,1996-02-04,Yakutsk,--,RUS,RUS,71,200,--,--,--,20242025,N,Playoffs
Jordan Kyrou,20242025,STL,R,R,7,3,0,3,-4,0,0.43,1,1,2,2,0,0,0,0,18,16.7,17:34,--,1998-05-05,Toronto,ON,CAN,CAN,73,189,2016,2,35,20192020,N,Playoffs
Alex Laferriere,20242025,LAK,R,R,6,0,3,3,1,2,0.5,0,3,0,0,0,0,0,0,10,--,18:15,14.3,2001-10-28,Chatham,NJ,USA,USA,73,205,2020,3,83,20232024,N,Playoffs
Patrik Laine,20242025,MTL,R,L,2,0,1,1,-2,2,0.5,0,0,0,1,0,0,0,0,6,--,11:42,--,1998-04-19,Tampere,--,FIN,FIN,76,208,2016,1,2,20172018,N,Playoffs
Gabriel Landeskog,20242025,COL,L,L,5,1,3,4,4,0,0.8,1,4,0,0,0,0,0,0,10,10,17:13,36.4,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20132014,N,Playoffs
Scott Laughton,20242025,TOR,L,C,13,0,2,2,-3,8,0.15,0,2,0,0,0,0,0,0,6,--,13:52,57.1,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012,1,20,20152016,N,Playoffs
Nick Leddy,20242025,STL,L,D,7,0,1,1,-4,2,0.14,0,1,0,0,0,0,0,0,1,--,14:11,--,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,Playoffs
Artturi Lehkonen,20242025,COL,L,L,7,3,1,4,3,4,0.57,3,4,0,0,0,0,0,0,21,14.3,19:13,--,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,Playoffs
Ryan Leonard,20242025,WSH,R,R,8,0,1,1,1,2,0.13,0,1,0,0,0,0,0,0,12,--,10:09,--,2005-01-21,Northampton,MA,USA,USA,73,205,2023,1,8,20242025,N,Playoffs
Trevor Lewis,20242025,LAK,R,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,4:10,--,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20102011,N,Playoffs
Emil Lilleberg,20242025,TBL,L,D,5,0,1,1,0,4,0.2,0,1,0,0,0,0,0,0,1,--,11:58,--,2001-02-02,Sarpsborg,--,NOR,NOR,75,215,2021,4,107,20232024,N,Playoffs
Esa Lindell,20242025,DAL,L,D,18,1,1,2,-3,4,0.11,1,2,0,0,0,0,0,0,18,5.6,23:32,--,1994-05-23,Vantaa,--,FIN,FIN,75,217,2012,3,74,20182019,N,Playoffs
Ryan Lindgren,20242025,COL,L,D,7,0,3,3,5,8,0.43,0,3,0,0,0,0,0,0,8,--,18:37,--,1998-02-11,Burnsville,MN,USA,USA,72,194,2016,2,49,20192020,N,Playoffs
Steven Lorentz,20242025,TOR,L,C,13,0,2,2,-4,4,0.15,0,2,0,0,0,0,0,0,13,--,12:07,100,1996-04-13,Kitchener,ON,CAN,CAN,76,219,2015,7,186,20202021,N,Playoffs
Adam Lowry,20242025,WPG,L,C,13,4,0,4,2,16,0.31,4,4,0,0,0,0,1,1,24,16.7,17:27,52.7,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,Playoffs
Anton Lundell,20242025,FLA,L,C,23,6,12,18,19,14,0.78,6,17,0,0,0,1,0,1,48,12.5,16:09,47.6,2001-10-03,Espoo,--,FIN,FIN,73,196,2020,1,12,20212022,N,Playoffs
Eetu Luostarinen,20242025,FLA,L,C,23,5,14,19,11,25,0.83,5,19,0,0,0,0,0,0,34,14.7,15:23,30,1998-09-02,Siilinjarvi,--,FIN,FIN,75,191,2017,2,42,20212022,N,Playoffs
Ilya Lyubushkin,20242025,DAL,R,D,14,0,3,3,-7,4,0.21,0,3,0,0,0,0,0,0,12,--,17:03,--,1994-04-06,Moscow,--,RUS,RUS,74,206,--,--,--,20212022,N,Playoffs
Nathan MacKinnon,20242025,COL,R,C,7,7,4,11,5,2,1.57,4,8,3,3,0,0,0,2,39,17.9,22:51,50.7,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,Playoffs
Cale Makar,20242025,COL,R,D,7,1,4,5,-1,2,0.71,1,3,0,2,0,0,0,0,26,3.8,26:48,--,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20182019,N,Playoffs
Sam Malinski,20242025,COL,R,D,5,0,1,1,3,4,0.2,0,1,0,0,0,0,0,0,9,--,14:00,--,1998-07-27,Lakeville,MN,USA,USA,71,190,--,--,--,20242025,N,Playoffs
Jeff Malott,20242025,LAK,L,L,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,--,4:53,--,1996-08-07,Burlington,ON,CAN,CAN,77,215,--,--,--,20242025,N,Playoffs
Andrew Mangiapane,20242025,WSH,L,L,10,1,1,2,1,14,0.2,1,2,0,0,0,0,0,1,12,8.3,11:13,37.5,1996-04-04,Toronto,ON,CAN,CAN,70,183,2015,6,166,20182019,N,Playoffs
Josh Manson,20242025,COL,R,D,7,2,1,3,4,8,0.43,1,2,0,0,1,1,0,0,18,11.1,18:50,--,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20152016,N,Playoffs
Brad Marchand,20242025,FLA,L,L,23,10,10,20,17,48,0.87,8,17,1,2,1,1,2,3,47,21.3,16:40,--,1988-05-11,Halifax,NS,CAN,CAN,69,180,2006,3,71,20102011,N,Playoffs
Mason Marchment,20242025,DAL,L,L,18,1,4,5,-5,18,0.28,1,2,0,3,0,0,0,0,34,2.9,15:16,40,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20202021,N,Playoffs
Mitch Marner,20242025,TOR,R,R,13,2,11,13,-1,2,1,2,7,0,6,0,0,0,1,16,12.5,22:11,44.4,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,Playoffs
Jordan Martinook,20242025,CAR,L,L,15,1,5,6,1,8,0.4,0,5,0,0,1,1,0,1,15,6.7,16:22,30.8,1992-07-25,Brandon,MB,CAN,CAN,73,208,2012,2,58,20182019,N,Playoffs
Mike Matheson,20242025,MTL,L,D,5,0,1,1,-1,2,0.2,0,0,0,1,0,0,0,0,11,--,24:50,--,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,196,2012,1,23,20152016,N,Playoffs
Nikolas Matinpalo,20242025,OTT,R,D,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,--,13:04,--,1998-10-05,Espoo,--,FIN,FIN,75,213,--,--,--,20242025,N,Playoffs
Auston Matthews,20242025,TOR,L,C,13,3,8,11,0,2,0.85,2,8,1,3,0,0,0,1,47,6.4,20:39,56.4,1997-09-17,San Ramon,CA,USA,USA,75,215,2016,1,1,20162017,N,Playoffs
Jake McCabe,20242025,TOR,L,D,13,0,4,4,-1,2,0.31,0,4,0,0,0,0,0,0,10,--,21:57,--,1993-10-12,Eau Claire,WI,USA,USA,73,210,2012,2,44,20222023,N,Playoffs
Connor McDavid,20242025,EDM,L,C,22,7,26,33,3,4,1.5,7,26,0,7,0,0,0,2,80,8.8,24:26,49.2,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20162017,N,Playoffs
Ryan McDonagh,20242025,TBL,L,D,5,0,3,3,2,0,0.6,0,3,0,0,0,0,0,0,8,--,19:08,--,1989-06-13,St. Paul,MN,USA,USA,73,216,2007,1,12,20102011,N,Playoffs
Bobby McMann,20242025,TOR,L,C,13,0,3,3,-2,16,0.23,0,3,0,0,0,0,0,0,18,--,12:36,50,1996-06-15,Wainwright,AB,CAN,CAN,74,217,--,--,--,20242025,N,Playoffs
Connor McMichael,20242025,WSH,L,C,10,4,2,6,3,2,0.6,4,6,0,0,0,0,0,0,18,22.2,16:58,36.4,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20212022,N,Playoffs
Brayden McNabb,20242025,VGK,L,D,11,0,4,4,-7,6,0.36,0,4,0,0,0,0,0,0,10,--,21:14,--,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20152016,N,Playoffs
Timo Meier,20242025,NJD,L,R,5,2,2,4,-1,6,0.8,2,4,0,0,0,0,0,0,18,11.1,21:49,--,1996-10-08,Herisau,--,CHE,CHE,73,220,2015,1,9,20162017,N,Playoffs
Dawson Mercer,20242025,NJD,R,C,5,2,0,2,-6,8,0.4,2,2,0,0,0,0,0,0,8,25,21:05,28.6,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,1,18,20222023,N,Playoffs
Jon Merrill,20242025,MIN,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--,12:20,--,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20172018,N,Playoffs
Jake Middleton,20242025,MIN,L,D,6,0,2,2,3,2,0.33,0,2,0,0,0,0,0,0,7,--,21:59,--,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20212022,N,Playoffs
Niko Mikkola,20242025,FLA,L,D,22,3,3,6,5,37,0.27,3,5,0,1,0,0,0,1,18,16.7,20:13,--,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20202021,N,Playoffs
Colin Miller,20242025,WPG,R,D,4,0,2,2,1,4,0.5,0,1,0,1,0,0,0,0,5,--,15:21,--,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20162017,N,Playoffs
Trevor Moore,20242025,LAK,L,L,6,2,2,4,3,0,0.67,2,3,0,1,0,0,0,0,14,14.3,19:57,--,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,Playoffs
Josh Morrissey,20242025,WPG,L,D,12,0,6,6,0,8,0.5,0,3,0,3,0,0,0,0,19,--,21:08,--,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20172018,N,Playoffs
Scott Morrow,20242025,CAR,R,D,5,0,0,0,-5,2,0,0,0,0,0,0,0,0,0,4,--,10:29,--,2002-11-01,Darien,CT,USA,USA,74,210,2021,2,40,20242025,N,Playoffs
J.J. Moser,20242025,TBL,L,D,5,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,--,15:19,--,2000-06-06,Biel,--,CHE,CHE,74,183,2021,2,60,20242025,N,Playoffs
Jacob Moverare,20242025,LAK,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,2:31,--,1998-08-31,Ostersund,--,SWE,SWE,75,205,2016,4,112,20242025,N,Playoffs
Vladislav Namestnikov,20242025,WPG,L,C,13,3,3,6,0,16,0.46,2,4,1,2,0,0,0,1,14,21.4,16:20,37,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20142015,N,Playoffs
Martin Necas,20242025,COL,R,C,7,1,4,5,2,0,0.71,1,5,0,0,0,0,0,0,15,6.7,20:47,40,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,75,195,2017,1,12,20192020,N,Playoffs
Jake Neighbours,20242025,STL,L,L,7,1,5,6,-2,16,0.86,1,5,0,1,0,0,0,0,8,12.5,17:51,50,2002-03-29,Calgary,AB,CAN,CAN,72,201,2020,1,26,20242025,N,Playoffs
Brock Nelson,20242025,COL,L,C,7,0,4,4,2,2,0.57,0,4,0,0,0,0,0,0,13,--,16:52,44.1,1991-10-15,Warroad,MN,USA,USA,76,205,2010,1,30,20122013,N,Playoffs
Simon Nemec,20242025,NJD,R,D,4,1,1,2,3,2,0.5,1,2,0,0,0,0,1,1,6,16.7,20:40,--,2004-02-15,Liptovský Mikuláš,--,SVK,SVK,73,190,2022,1,2,20242025,N,Playoffs
Alex Newhook,20242025,MTL,L,C,5,1,1,2,-3,4,0.4,0,1,1,1,0,0,0,0,8,12.5,15:31,37,2001-01-28,St. John's,NL,CAN,CAN,71,200,2019,1,16,20202021,N,Playoffs
Valeri Nichushkin,20242025,COL,L,R,7,3,1,4,1,0,0.57,3,4,0,0,0,0,0,0,13,23.1,19:36,100,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,Playoffs
Nino Niederreiter,20242025,WPG,L,R,13,4,2,6,-3,10,0.46,3,5,1,1,0,0,0,0,25,16,15:29,50,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20132014,N,Playoffs
Alexander Nikishin,20242025,CAR,L,D,4,0,1,1,-5,6,0.25,0,1,0,0,0,0,0,0,3,--,15:59,--,2001-10-02,Orel,--,RUS,RUS,75,218,2020,3,69,20242025,N,Playoffs
Stefan Noesen,20242025,NJD,R,R,5,1,1,2,-4,10,0.4,1,2,0,0,0,0,0,0,7,14.3,16:30,66.7,1993-02-12,Plano,TX,USA,USA,73,205,2011,1,21,20172018,N,Playoffs
Tomas Nosek,20242025,FLA,L,L,16,0,3,3,4,4,0.19,0,3,0,0,0,0,0,0,14,--,11:10,47.4,1992-09-01,Pardubice,--,CZE,CZE,75,199,--,--,--,20172018,N,Playoffs
Ryan Nugent-Hopkins,20242025,EDM,L,C,22,6,14,20,4,6,0.91,2,12,4,8,0,0,0,1,48,12.5,19:35,41.4,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20162017,N,Playoffs
Darnell Nurse,20242025,EDM,L,D,22,3,5,8,2,31,0.36,3,8,0,0,0,0,0,0,43,7,23:16,--,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20162017,N,Playoffs
William Nylander,20242025,TOR,R,R,13,6,9,15,-3,4,1.15,5,10,1,5,0,0,0,0,37,16.2,19:06,75,1996-05-01,Calgary,AB,CAN,SWE,72,200,2014,1,8,20162017,N,Playoffs
Gustav Nyquist,20242025,MIN,L,R,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,--,11:09,50,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,Playoffs
Logan O'Connor,20242025,COL,R,R,7,2,4,6,5,16,0.86,1,4,0,0,1,2,0,1,11,18.2,13:32,--,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20192020,N,Playoffs
Victor Olofsson,20242025,VGK,L,L,9,2,2,4,-4,0,0.44,0,1,2,3,0,0,0,0,14,14.3,14:22,50,1995-07-18,Ornskoldsvik,--,SWE,SWE,71,180,2014,7,181,20242025,N,Playoffs
Dmitry Orlov,20242025,CAR,L,D,15,0,4,4,2,10,0.27,0,3,0,0,0,1,0,0,21,--,21:42,--,1991-07-23,Novokuznetsk,--,RUS,RUS,71,215,2009,2,55,20152016,N,Playoffs
Alex Ovechkin,20242025,WSH,R,L,10,5,1,6,0,6,0.6,2,3,3,3,0,0,1,1,33,15.2,17:01,--,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20072008,N,Playoffs
Max Pacioretty,20242025,TOR,L,L,11,3,5,8,1,4,0.73,2,7,1,1,0,0,0,1,14,21.4,12:51,--,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20122013,N,Playoffs
Ondrej Palat,20242025,NJD,L,L,5,0,2,2,5,2,0.4,0,2,0,0,0,0,0,0,5,--,17:40,--,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20132014,N,Playoffs
Colton Parayko,20242025,STL,R,D,7,1,5,6,4,6,0.86,0,5,1,1,0,0,0,0,15,6.7,23:59,--,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,Playoffs
Nick Paul,20242025,TBL,L,L,5,2,0,2,-4,2,0.4,2,2,0,0,0,0,0,1,12,16.7,16:35,55.8,1995-03-20,Mississauga,ON,CAN,CAN,76,234,2013,4,101,20212022,N,Playoffs
Tanner Pearson,20242025,VGK,L,L,8,0,1,1,-2,0,0.13,0,1,0,0,0,0,0,0,6,--,8:49,60,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20122013,N,Playoffs
Nick Perbix,20242025,TBL,R,D,5,0,1,1,0,4,0.2,0,1,0,0,0,0,0,0,3,--,12:57,--,1998-06-15,Elk River,MN,USA,USA,76,206,2017,6,169,20222023,N,Playoffs
Cole Perfetti,20242025,WPG,L,C,13,3,3,6,-4,2,0.46,1,4,2,2,0,0,0,0,28,10.7,16:17,57.1,2002-01-01,Whitby,ON,CAN,CAN,71,185,2020,1,10,20232024,N,Playoffs
David Perron,20242025,OTT,R,L,6,2,1,3,1,4,0.5,2,3,0,0,0,0,0,0,9,22.2,13:31,66.7,1988-05-28,Sherbrooke,QC,CAN,CAN,72,202,2007,1,26,20082009,N,Playoffs
Corey Perry,20242025,EDM,R,R,22,10,4,14,-2,12,0.64,5,7,5,7,0,0,0,1,41,24.4,15:16,--,1985-05-16,Peterborough,ON,CAN,CAN,75,210,2003,1,28,20052006,N,Playoffs
