Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Miro Heiskanen,20212022,DAL,L,D,7,1,2,3,0,4,0.43,1,3,0,0,0,0,0,1,20,5,25:35,--,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,Playoffs
Darren Helm,20212022,COL,L,C,20,2,3,5,3,12,0.25,2,5,0,0,0,0,0,1,28,7.1,11:35,46.2,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,Playoffs
Roope Hintz,20212022,DAL,L,C,6,2,2,4,3,2,0.67,2,3,0,1,0,0,0,0,16,12.5,18:50,41.8,1996-11-17,Nokia,--,FIN,FIN,75,213,2015,2,49,20182019,N,Playoffs
Justin Holl,20212022,TOR,R,D,5,0,1,1,2,6,0.2,0,1,0,0,0,0,0,0,3,0,16:50,--,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20192020,N,Playoffs
Dylan Holloway,20212022,EDM,L,L,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,3:27,--,2001-09-23,Calgary,AB,CAN,CAN,73,206,2020,1,14,20212022,N,Playoffs
Patric Hornqvist,20212022,FLA,R,R,10,1,1,2,-3,4,0.2,1,2,0,0,0,0,0,0,22,4.6,10:48,--,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20092010,N,Playoffs
Jonathan Huberdeau,20212022,FLA,L,C,10,1,4,5,1,4,0.5,1,4,0,1,0,0,0,0,25,4,20:47,16.7,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20152016,N,Playoffs
Dryden Hunt,20212022,NYR,L,L,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,9:46,--,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20192020,N,Playoffs
Zach Hyman,20212022,EDM,R,L,16,11,5,16,4,4,1,7,11,3,4,1,1,0,1,67,16.4,20:28,50,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20162017,N,Playoffs
Alex Iafallo,20212022,LAK,L,L,7,1,3,4,-1,4,0.57,1,4,0,0,0,0,0,0,23,4.4,17:28,0,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,Playoffs
Calle Jarnkrok,20212022,CGY,R,C,12,1,3,4,-1,0,0.33,1,4,0,0,0,0,0,0,19,5.3,14:30,47.6,1991-09-25,Gavle,--,SWE,SWE,72,191,2010,2,51,20142015,N,Playoffs
Seth Jarvis,20212022,CAR,R,C,14,3,5,8,-1,4,0.57,2,6,1,2,0,0,0,0,32,9.4,15:02,35.7,2002-02-01,Winnipeg,MB,CAN,CAN,70,184,2020,1,13,20212022,N,Playoffs
Tanner Jeannot,20212022,NSH,L,L,4,0,1,1,-4,0,0.25,0,1,0,0,0,0,0,0,5,0,17:07,100,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,Playoffs
Nick Jensen,20212022,WSH,R,D,6,0,0,0,-5,4,0,0,0,0,0,0,0,0,0,6,0,20:16,--,1990-09-21,Rogers,MN,USA,USA,72,196,2009,5,150,20182019,N,Playoffs
Ryan Johansen,20212022,NSH,R,C,4,0,2,2,-2,2,0.5,0,0,0,2,0,0,0,0,2,0,16:55,52.2,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20132014,N,Playoffs
Marcus Johansson,20212022,WSH,L,L,6,1,1,2,1,0,0.33,1,2,0,0,0,0,0,1,9,11.1,15:00,57.1,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,Playoffs
Erik Johnson,20212022,COL,R,D,20,1,4,5,10,4,0.25,1,5,0,0,0,0,0,0,30,3.3,17:01,--,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20132014,N,Playoffs
Jack Johnson,20212022,COL,L,D,13,0,0,0,1,10,0,0,0,0,0,0,0,0,0,3,0,11:06,--,1987-01-13,Indianapolis,IN,USA,USA,74,225,2005,1,3,20092010,N,Playoffs
Dakota Joshua,20212022,STL,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:36,100,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20212022,N,Playoffs
Roman Josi,20212022,NSH,L,D,4,1,1,2,-3,0,0.5,0,1,1,1,0,0,0,0,21,4.8,26:03,--,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,Playoffs
Tyson Jost,20212022,MIN,L,C,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,11:36,45.1,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20172018,N,Playoffs
Nazem Kadri,20212022,COL,L,C,16,7,8,15,7,8,0.94,5,13,2,2,0,0,1,2,58,12.1,17:22,50.3,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20122013,N,Playoffs
Kaapo Kakko,20212022,NYR,L,R,19,2,3,5,1,2,0.26,2,5,0,0,0,0,0,0,27,7.4,12:02,100,2001-02-13,Turku,--,FIN,FIN,73,215,2019,1,2,20192020,N,Playoffs
Arthur Kaliyev,20212022,LAK,L,R,7,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,15,0,11:54,--,2001-06-26,Tashkent,--,UZB,USA,74,210,2019,2,33,20212022,N,Playoffs
David Kampf,20212022,TOR,L,C,7,2,0,2,3,6,0.29,1,1,0,0,1,1,0,1,16,12.5,17:27,53.7,1995-01-12,Chomutov,--,CZE,CZE,74,193,--,--,--,20192020,N,Playoffs
Evander Kane,20212022,EDM,L,L,15,13,4,17,2,37,1.13,11,14,2,3,0,0,0,2,57,22.8,19:38,42.9,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20172018,N,Playoffs
Kasperi Kapanen,20212022,PIT,R,R,7,0,3,3,4,2,0.43,0,3,0,0,0,0,0,0,19,0,15:53,0,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20162017,N,Playoffs
Kirill Kaprizov,20212022,MIN,L,L,6,7,1,8,1,2,1.33,4,5,3,3,0,0,0,2,27,25.9,19:26,--,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,Playoffs
Ondrej Kase,20212022,TOR,R,R,7,0,3,3,-1,6,0.43,0,3,0,0,0,0,0,0,10,0,10:22,50,1995-11-08,Kadan,--,CZE,CZE,72,187,2014,7,205,20162017,N,Playoffs
Zack Kassian,20212022,EDM,R,R,16,2,2,4,-2,12,0.25,2,4,0,0,0,0,0,0,17,11.8,8:07,33.3,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,Playoffs
Duncan Keith,20212022,EDM,L,D,16,1,4,5,-4,4,0.31,1,3,0,2,0,0,0,0,21,4.8,19:40,--,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20082009,N,Playoffs
Adrian Kempe,20212022,LAK,L,R,7,2,4,6,-5,0,0.86,2,3,0,3,0,0,1,1,33,6.1,20:36,20,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20172018,N,Playoffs
Alexander Kerfoot,20212022,TOR,L,C,7,1,1,2,1,4,0.29,0,1,0,0,1,1,0,0,12,8.3,15:27,66.7,1994-08-11,Vancouver,BC,CAN,CAN,71,185,2012,5,150,20172018,N,Playoffs
Alex Killorn,20212022,TBL,L,L,23,0,4,4,-5,12,0.17,0,2,0,2,0,0,0,0,44,0,19:16,33.3,1989-09-14,Halifax,NS,CAN,CAN,73,192,2007,3,77,20132014,N,Playoffs
Joel Kiviranta,20212022,DAL,L,L,7,0,1,1,-2,4,0.14,0,1,0,0,0,0,0,0,5,0,9:36,50,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,Playoffs
John Klingberg,20212022,DAL,R,D,7,0,1,1,-2,26,0.14,0,0,0,1,0,0,0,0,5,0,19:00,--,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20152016,N,Playoffs
Anze Kopitar,20212022,LAK,L,C,7,1,3,4,-6,2,0.57,1,2,0,2,0,0,0,0,28,3.6,21:57,53.5,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20092010,N,Playoffs
Jesperi Kotkaniemi,20212022,CAR,L,C,14,0,2,2,-4,2,0.14,0,2,0,0,0,0,0,0,18,0,11:45,55.1,2000-07-06,Pori,--,FIN,FIN,75,203,2018,1,3,20192020,N,Playoffs
Chris Kreider,20212022,NYR,L,L,20,10,6,16,-1,14,0.8,6,9,3,6,1,1,0,3,49,20.4,19:04,15.4,1991-04-30,Boxford,MA,USA,USA,75,230,2009,1,19,20112012,N,Playoffs
Torey Krug,20212022,STL,L,D,3,0,3,3,1,0,1,0,1,0,2,0,0,0,0,7,0,14:38,--,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20122013,N,Playoffs
Nikita Kucherov,20212022,TBL,L,R,23,8,19,27,7,14,1.17,2,16,6,11,0,0,0,1,77,10.4,20:44,--,1993-06-17,Maykop,--,RUS,RUS,72,180,2011,2,58,20132014,N,Playoffs
Brett Kulak,20212022,EDM,L,D,16,0,5,5,7,12,0.31,0,5,0,0,0,0,0,0,18,0,17:06,--,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20192020,N,Playoffs
Dmitry Kulikov,20212022,MIN,L,D,2,0,1,1,-4,2,0.5,0,1,0,0,0,0,0,0,1,0,15:33,--,1990-10-29,Lipetsk,--,RUS,RUS,73,212,2009,1,14,20112012,N,Playoffs
Luke Kunin,20212022,NSH,R,C,4,0,1,1,-2,4,0.25,0,1,0,0,0,0,0,0,2,0,13:13,--,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20192020,N,Playoffs
Rasmus Kupari,20212022,LAK,R,C,5,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,7:47,48.6,2000-03-15,Kotka,--,FIN,FIN,74,201,2018,1,20,20212022,N,Playoffs
Evgeny Kuznetsov,20212022,WSH,L,C,6,2,3,5,-3,2,0.83,2,3,0,2,0,0,0,0,16,12.5,19:05,42.7,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20142015,N,Playoffs
Oliver Kylington,20212022,CGY,L,D,12,1,2,3,5,8,0.25,1,3,0,0,0,0,0,0,20,5,16:15,--,1997-05-19,Stockholm,--,SWE,SWE,72,183,2015,2,60,20212022,N,Playoffs
Jordan Kyrou,20212022,STL,R,C,12,7,2,9,-4,4,0.75,5,6,2,3,0,0,0,1,32,21.9,15:47,25,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20192020,N,Playoffs
Alexis Lafrenière,20212022,NYR,L,L,20,2,7,9,-3,11,0.45,2,7,0,2,0,0,0,0,30,6.7,14:02,29.2,2001-10-11,St-Eustache,QC,CAN,CAN,74,196,2020,1,1,20212022,N,Playoffs
Gabriel Landeskog,20212022,COL,L,L,20,11,11,22,15,6,1.1,6,13,5,9,0,0,0,1,56,19.6,20:58,58.7,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20132014,N,Playoffs
Johan Larsson,20212022,WSH,L,L,6,0,2,2,-2,2,0.33,0,2,0,0,0,0,0,0,4,0,10:22,75,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20212022,N,Playoffs
Jeremy Lauzon,20212022,NSH,L,D,3,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,2,0,17:02,--,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20192020,N,Playoffs
Curtis Lazar,20212022,BOS,R,C,7,1,0,1,1,2,0.14,1,1,0,0,0,0,0,0,9,11.1,12:59,40.4,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,Playoffs
Brett Leason,20212022,WSH,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,8:17,--,1999-04-30,Calgary,AB,CAN,CAN,77,220,2019,2,56,20212022,N,Playoffs
Nick Leddy,20212022,STL,L,D,9,1,4,5,4,2,0.56,1,5,0,0,0,0,0,0,9,11.1,21:31,--,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,Playoffs
Artturi Lehkonen,20212022,COL,L,L,20,8,6,14,2,20,0.7,6,11,2,3,0,0,1,4,43,18.6,17:07,12.5,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,Playoffs
Brendan Lemieux,20212022,LAK,L,L,7,1,0,1,-1,18,0.14,1,1,0,0,0,0,0,0,12,8.3,8:21,66.7,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20192020,N,Playoffs
Kris Letang,20212022,PIT,R,D,7,1,3,4,-3,0,0.57,1,2,0,2,0,0,0,0,19,5.3,29:51,--,1987-04-24,Montréal,QC,CAN,CAN,72,193,2005,3,62,20072008,N,Playoffs
Trevor Lewis,20212022,CGY,R,C,12,2,3,5,-1,14,0.42,2,5,0,0,0,0,0,0,17,11.8,12:24,49.2,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20102011,N,Playoffs
Timothy Liljegren,20212022,TOR,R,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19:28,--,1999-04-30,Kristianstad,--,SWE,SWE,73,201,2017,1,17,20212022,N,Playoffs
Esa Lindell,20212022,DAL,L,D,7,0,2,2,0,0,0.29,0,2,0,0,0,0,0,0,17,0,23:15,--,1994-05-23,Vantaa,--,FIN,FIN,75,217,2012,3,74,20182019,N,Playoffs
Ryan Lindgren,20212022,NYR,L,D,17,2,3,5,8,10,0.29,2,5,0,0,0,0,0,0,24,8.3,21:55,--,1998-02-11,Burnsville,MN,USA,USA,72,194,2016,2,49,20192020,N,Playoffs
Elias Lindholm,20212022,CGY,R,C,12,5,4,9,-7,6,0.75,3,6,2,3,0,0,0,1,34,14.7,21:11,55.1,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20182019,N,Playoffs
Hampus Lindholm,20212022,BOS,L,D,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,21:29,--,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,Playoffs
Blake Lizotte,20212022,LAK,L,C,7,0,1,1,-1,16,0.14,0,1,0,0,0,0,0,0,11,0,13:59,45.2,1997-12-13,Lindstrom,MN,USA,USA,69,173,--,--,--,20212022,N,Playoffs
Ryan Lomberg,20212022,FLA,L,L,5,1,0,1,-1,2,0.2,1,1,0,0,0,0,0,0,5,20,8:11,100,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20202021,N,Playoffs
Steven Lorentz,20212022,CAR,L,C,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,7:53,0,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,Playoffs
Milan Lucic,20212022,CGY,L,L,12,0,1,1,-3,33,0.08,0,1,0,0,0,0,0,0,4,0,9:23,38.5,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,Playoffs
Anton Lundell,20212022,FLA,L,C,9,1,0,1,-1,2,0.11,1,1,0,0,0,0,0,0,4,25,11:30,53.3,2001-10-03,Espoo,--,FIN,FIN,73,196,2020,1,12,20212022,N,Playoffs
Eetu Luostarinen,20212022,FLA,L,C,10,1,1,2,-3,2,0.2,1,2,0,0,0,0,0,0,9,11.1,13:09,52.6,1998-09-02,Siilinjarvi,--,FIN,FIN,75,191,2017,2,42,20212022,N,Playoffs
Ilya Lyubushkin,20212022,TOR,R,D,7,0,1,1,-1,18,0.14,0,1,0,0,0,0,0,0,3,0,13:55,--,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20212022,N,Playoffs
Olli Maatta,20212022,LAK,L,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16:55,--,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,Playoffs
Nathan MacKinnon,20212022,COL,R,C,20,13,11,24,11,8,1.2,7,15,6,9,0,0,0,0,117,11.1,21:25,47.4,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,Playoffs
Cale Makar,20212022,COL,R,D,20,8,21,29,7,10,1.45,5,16,2,12,1,1,1,1,71,11.3,27:04,--,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20182019,N,Playoffs
Evgeni Malkin,20212022,PIT,L,C,7,3,3,6,2,6,0.86,3,5,0,1,0,0,1,1,22,13.6,20:39,52.9,1986-07-31,Magnitogorsk,--,RUS,RUS,77,210,2004,1,2,20062007,N,Playoffs
Brad Malone,20212022,EDM,L,C,2,0,0,0,-1,12,0,0,0,0,0,0,0,0,0,0,--,7:45,50,1989-05-20,Miramichi,NB,CAN,CAN,74,212,2007,4,105,20132014,N,Playoffs
Maxim Mamin,20212022,FLA,L,C,4,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,9,0,10:31,--,1995-01-13,Moscow,--,RUS,RUS,74,206,2016,6,175,20212022,N,Playoffs
Andrew Mangiapane,20212022,CGY,L,L,12,3,3,6,4,10,0.5,3,6,0,0,0,0,0,1,27,11.1,15:35,0,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,6,166,20182019,N,Playoffs
Josh Manson,20212022,COL,R,D,20,3,5,8,6,12,0.4,3,8,0,0,0,0,1,1,39,7.7,17:11,--,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20152016,N,Playoffs
Anthony Mantha,20212022,WSH,L,R,6,0,4,4,-3,13,0.67,0,1,0,3,0,0,0,0,16,0,17:12,0,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20202021,N,Playoffs
Brad Marchand,20212022,BOS,L,L,7,4,7,11,3,10,1.57,3,5,1,6,0,0,0,1,21,19.1,20:09,40,1988-05-11,Halifax,NS,CAN,CAN,69,180,2006,3,71,20102011,N,Playoffs
Mason Marchment,20212022,FLA,L,L,4,1,0,1,-3,6,0.25,1,1,0,0,0,0,0,0,9,11.1,15:25,100,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20202021,N,Playoffs
John Marino,20212022,PIT,R,D,7,0,1,1,2,2,0.14,0,1,0,0,0,0,0,0,8,0,23:16,--,1997-05-21,North Easton,MA,USA,USA,73,200,2015,6,154,20192020,N,Playoffs
Mitch Marner,20212022,TOR,R,R,7,2,6,8,3,2,1.14,2,5,0,2,0,1,0,0,21,9.5,22:56,0,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,Playoffs
Patrick Maroon,20212022,TBL,L,L,23,4,2,6,4,32,0.26,4,6,0,0,0,0,0,1,28,14.3,9:06,100,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20132014,N,Playoffs
Jordan Martinook,20212022,CAR,L,L,6,0,1,1,0,4,0.17,0,1,0,0,0,0,0,0,9,0,9:57,80,1992-07-25,Brandon,MB,CAN,CAN,73,208,2012,2,58,20182019,N,Playoffs
Mike Matheson,20212022,PIT,L,D,7,1,5,6,-1,6,0.86,1,4,0,2,0,0,0,0,17,5.9,25:12,--,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,196,2012,1,23,20152016,N,Playoffs
Auston Matthews,20212022,TOR,L,C,7,4,5,9,1,0,1.29,3,7,1,2,0,0,0,1,29,13.8,22:17,55.2,1997-09-17,San Ramon,CA,USA,USA,75,217,2016,1,1,20162017,N,Playoffs
Charlie McAvoy,20212022,BOS,R,D,6,0,5,5,2,4,0.83,0,5,0,0,0,0,0,0,11,0,24:54,--,1997-12-21,Long Beach,NY,USA,USA,73,213,2016,1,14,20162017,N,Playoffs
Michael McCarron,20212022,NSH,R,C,2,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,5,0,11:19,35.7,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20162017,N,Playoffs
Connor McDavid,20212022,EDM,L,C,16,10,23,33,15,10,2.06,8,24,2,8,0,1,1,1,61,16.4,23:02,52.6,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20162017,N,Playoffs
Ryan McDonagh,20212022,TBL,L,D,23,1,4,5,1,14,0.22,1,5,0,0,0,0,0,0,28,3.6,22:26,--,1989-06-13,St. Paul,MN,USA,USA,74,219,2007,1,12,20102011,N,Playoffs
Brock McGinn,20212022,PIT,L,L,7,1,1,2,1,4,0.29,1,2,0,0,0,0,0,0,16,6.3,17:15,33.3,1994-02-02,Fergus,ON,CAN,CAN,72,191,2012,2,47,20182019,N,Playoffs
Ryan McLeod,20212022,EDM,L,C,16,3,1,4,-4,8,0.25,3,3,0,1,0,0,0,0,30,10,14:33,44.9,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,Playoffs
Connor McMichael,20212022,WSH,L,C,4,0,1,1,0,0,0.25,0,1,0,0,0,0,0,0,1,0,6:24,50,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20212022,N,Playoffs
Jon Merrill,20212022,MIN,L,D,6,0,1,1,-6,0,0.17,0,1,0,0,0,0,0,0,7,0,16:25,--,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20172018,N,Playoffs
Jake Middleton,20212022,MIN,L,D,6,0,1,1,6,2,0.17,0,1,0,0,0,0,0,0,9,0,16:54,--,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20212022,N,Playoffs
Ilya Mikheyev,20212022,TOR,L,R,7,2,2,4,0,6,0.57,2,4,0,0,0,0,0,0,16,12.5,16:46,--,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,Playoffs
Niko Mikkola,20212022,STL,L,D,12,0,1,1,0,8,0.08,0,1,0,0,0,0,0,0,7,0,15:39,--,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20202021,N,Playoffs
K'Andre Miller,20212022,NYR,L,D,20,2,5,7,-5,10,0.35,2,7,0,0,0,0,0,0,20,10,24:47,--,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20212022,N,Playoffs
Brandon Montour,20212022,FLA,R,D,10,0,3,3,0,6,0.3,0,3,0,0,0,0,0,0,19,0,15:53,--,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,Playoffs
Trevor Moore,20212022,LAK,L,L,7,2,3,5,0,16,0.71,2,5,0,0,0,0,0,1,19,10.5,18:06,40,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,Playoffs
Tyler Motte,20212022,NYR,L,C,15,2,0,2,-1,4,0.13,2,2,0,0,0,0,0,0,27,7.4,12:04,25,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20192020,N,Playoffs
Jake Muzzin,20212022,TOR,L,D,7,2,1,3,4,2,0.43,2,3,0,0,0,0,0,1,8,25,22:11,--,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,5,141,20122013,N,Playoffs
Vladislav Namestnikov,20212022,DAL,L,C,7,1,1,2,-3,16,0.29,1,1,0,1,0,0,0,0,12,8.3,14:45,52.9,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20142015,N,Playoffs
Riley Nash,20212022,TBL,R,C,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,7:29,25,1989-05-09,Consort,AB,CAN,CAN,73,187,2007,1,21,20162017,N,Playoffs
Martin Necas,20212022,CAR,R,C,14,0,5,5,0,0,0.36,0,4,0,1,0,0,0,0,22,0,15:05,46.2,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,75,195,2017,1,12,20192020,N,Playoffs
Patrik Nemeth,20212022,NYR,L,D,5,0,0,0,-4,8,0,0,0,0,0,0,0,0,0,4,0,15:48,--,1992-02-08,Stockholm,--,SWE,SWE,76,230,2010,2,41,20132014,N,Playoffs
Alex Newhook,20212022,COL,L,C,12,0,4,4,0,4,0.33,0,3,0,1,0,0,0,0,7,0,10:43,25,2001-01-28,St. John's,NL,CAN,CAN,71,200,2019,1,16,20202021,N,Playoffs
Valeri Nichushkin,20212022,COL,L,R,20,9,6,15,6,8,0.75,8,14,1,1,0,0,0,2,72,12.5,20:16,--,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,Playoffs
Nino Niederreiter,20212022,CAR,L,R,14,4,1,5,-5,10,0.36,3,4,1,1,0,0,0,1,27,14.8,16:31,36.4,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20132014,N,Playoffs
Tomas Nosek,20212022,BOS,L,L,7,0,2,2,1,0,0.29,0,2,0,0,0,0,0,0,5,0,12:31,58.5,1992-09-01,Pardubice,--,CZE,CZE,75,199,--,--,--,20172018,N,Playoffs
Ryan Nugent-Hopkins,20212022,EDM,L,C,16,6,8,14,-3,14,0.88,5,9,1,4,0,1,0,1,35,17.1,20:22,42.4,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20162017,N,Playoffs
Darnell Nurse,20212022,EDM,L,D,15,2,4,6,5,26,0.4,1,5,0,0,1,1,0,0,28,7.1,21:07,--,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20162017,N,Playoffs
William Nylander,20212022,TOR,R,R,7,3,4,7,1,4,1,2,5,1,2,0,0,0,0,23,13,18:14,50,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20162017,N,Playoffs
Drew O'Connor,20212022,PIT,L,L,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,5:41,--,1998-06-09,Chatham,NJ,USA,USA,76,209,--,--,--,20212022,N,Playoffs
Logan O'Connor,20212022,COL,R,R,17,1,3,4,2,9,0.24,1,4,0,0,0,0,0,0,22,4.6,11:12,0,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20192020,N,Playoffs
Ryan O'Reilly,20212022,STL,L,C,12,7,5,12,3,2,1,3,7,4,5,0,0,0,1,34,20.6,21:24,54.6,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,Playoffs
Mathieu Olivier,20212022,NSH,R,R,3,0,0,0,-3,12,0,0,0,0,0,0,0,0,0,2,0,8:26,--,1997-02-11,Biloxi,MS,USA,USA,73,226,--,--,--,20202021,N,Playoffs
Dmitry Orlov,20212022,WSH,L,D,6,0,1,1,-4,2,0.17,0,1,0,0,0,0,0,0,3,0,22:02,--,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20152016,N,Playoffs
T.J. Oshie,20212022,WSH,R,R,6,6,1,7,2,0,1.17,2,3,4,4,0,0,0,1,22,27.3,20:03,48.6,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,Playoffs
Alex Ovechkin,20212022,WSH,R,L,6,1,5,6,-3,0,1,0,3,1,3,0,0,0,0,19,5.3,18:33,100,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20072008,N,Playoffs
Ondrej Palat,20212022,TBL,L,L,23,11,10,21,10,10,0.91,11,19,0,2,0,0,0,3,49,22.5,16:59,16.7,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20132014,N,Playoffs
Artemi Panarin,20212022,NYR,R,L,20,6,10,16,-5,8,0.8,3,7,3,9,0,0,1,1,50,12,20:19,0,1991-10-30,Korkino,--,RUS,RUS,72,177,--,--,--,20152016,N,Playoffs
