Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Egor Chinakhov,20252026,"CBJ,PIT",L,R,72,21,21,42,-2,10,0.58,19,36,2,6,0,0,0,4,140,15,13:29,33.3,2001-02-01,Omsk,--,RUS,RUS,73,203,2020,1,21,20212022,N,Regular Season
Declan Chisholm,20252026,WSH,L,D,26,1,6,7,3,4,0.27,1,7,0,0,0,0,0,0,20,5,13:44,--,2000-01-12,Bowmanville,ON,CAN,CAN,73,205,2018,5,150,20212022,N,Regular Season
Jaroslav Chmelar,20252026,NYR,R,R,28,4,2,6,-2,11,0.21,4,6,0,0,0,0,0,1,23,17.4,9:09,--,2003-07-20,Nove Mesto nad Metuji,--,CZE,CZE,76,226,2021,5,144,20252026,N,Regular Season
Dennis Cholowski,20252026,NJD,L,D,17,0,2,2,-6,2,0.12,0,2,0,0,0,0,0,0,12,--,14:40,--,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,1,20,20182019,N,Regular Season
Jake Christiansen,20252026,CBJ,L,D,40,0,3,3,-7,8,0.08,0,3,0,0,0,0,0,0,26,--,10:03,--,1999-09-12,West Vancouver,BC,CAN,CAN,72,199,--,--,--,20212022,N,Regular Season
Jakob Chychrun,20252026,WSH,L,D,80,26,34,60,20,62,0.75,18,42,8,18,0,0,2,8,221,11.8,23:20,--,1998-03-31,Boca Raton,FL,USA,CAN,74,215,2016,1,16,20162017,N,Regular Season
Filip Chytil,20252026,VAN,L,C,12,3,0,3,-7,6,0.25,3,3,0,0,0,0,0,1,24,12.5,15:00,49.2,1999-09-05,Kromeriz,--,CZE,CZE,74,210,2017,1,21,20172018,N,Regular Season
Anthony Cirelli,20252026,TBL,L,C,71,23,29,52,38,48,0.73,18,44,3,4,2,4,1,3,125,18.4,17:19,48.2,1997-07-15,Etobicoke,ON,CAN,CAN,73,193,2015,3,72,20172018,N,Regular Season
Casey Cizikas,20252026,NYI,L,C,81,10,8,18,-3,20,0.22,9,16,0,0,1,2,0,0,80,12.5,11:46,54.7,1991-02-27,Toronto,ON,CAN,CAN,71,191,2009,4,92,20112012,N,Regular Season
Brandt Clarke,20252026,LAK,R,D,82,8,32,40,11,63,0.49,6,27,2,13,0,0,0,2,159,5,19:48,--,2003-02-09,Nepean,ON,CAN,CAN,74,200,2021,1,8,20222023,N,Regular Season
Connor Clattenburg,20252026,EDM,L,C,5,1,0,1,1,13,0.2,1,1,0,0,0,0,0,0,3,33.3,7:12,--,2005-05-02,Ottawa,ON,CAN,CAN,74,215,2024,5,160,20252026,N,Regular Season
Connor Clifton,20252026,PIT,R,D,50,2,4,6,5,53,0.12,2,6,0,0,0,0,0,1,35,5.7,16:46,--,1995-04-28,Matawan,NJ,USA,USA,72,196,2013,5,133,20182019,N,Regular Season
Dylan Coghlan,20252026,VGK,R,D,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,--,15:03,--,1998-02-19,Duncan,BC,CAN,CAN,74,205,--,--,--,20202021,N,Regular Season
Sam Colangelo,20252026,ANA,R,R,9,1,0,1,-3,4,0.11,1,1,0,0,0,0,0,0,7,14.3,10:11,50,2001-12-26,Stoneham,MA,USA,USA,74,213,2020,2,36,20232024,N,Regular Season
Ian Cole,20252026,UTA,L,D,82,3,20,23,16,50,0.28,3,22,0,0,0,1,0,0,62,4.8,18:16,--,1989-02-21,Ann Arbor,MI,USA,USA,73,237,2007,1,18,20102011,N,Regular Season
Blake Coleman,20252026,CGY,L,L,69,20,15,35,12,49,0.51,16,30,0,1,4,4,0,3,176,11.4,17:20,37.1,1991-11-28,Plano,TX,USA,USA,71,199,2011,3,75,20162017,N,Regular Season
Ross Colton,20252026,COL,L,C,73,9,15,24,9,13,0.33,9,24,0,0,0,0,0,2,153,5.9,12:31,47.2,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,Regular Season
J.T. Compher,20252026,DET,R,L,82,11,17,28,-13,27,0.34,11,27,0,1,0,0,0,1,95,11.6,15:40,50.9,1995-04-08,Northbrook,IL,USA,USA,72,191,2013,2,35,20162017,N,Regular Season
Kyle Connor,20252026,WPG,L,L,82,39,53,92,-2,16,1.12,32,70,5,19,2,3,2,5,274,14.2,21:30,--,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20162017,N,Regular Season
Kenny Connors,20252026,LAK,L,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5,--,8:40,28.6,2003-03-10,Glen Mills,PA,USA,USA,73,199,2022,4,103,20252026,N,Regular Season
Logan Cooley,20252026,UTA,L,C,54,24,19,43,3,28,0.8,16,31,6,10,2,2,1,3,102,23.5,17:20,44.3,2004-05-04,Pittsburgh,PA,USA,USA,72,191,2022,1,3,20232024,N,Regular Season
Braeden Cootes,20252026,VAN,R,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,10:47,38.5,2007-02-09,Sherwood Park,AB,CAN,CAN,71,183,2025,1,15,20252026,N,Regular Season
Andrew Copp,20252026,DET,L,C,79,9,34,43,3,24,0.54,8,35,1,8,0,0,1,1,115,7.8,16:34,54.2,1994-07-08,Ann Arbor,MI,USA,USA,73,200,2013,4,104,20142015,N,Regular Season
Matt Coronato,20252026,CGY,R,R,80,18,27,45,-29,32,0.56,11,30,7,15,0,0,0,3,197,9.1,16:39,39.8,2002-11-14,Greenlawn,NY,USA,USA,70,183,2021,1,13,20222023,N,Regular Season
Paul Cotter,20252026,NJD,L,L,79,9,6,15,-24,19,0.19,9,14,0,1,0,0,1,2,61,14.8,10:41,51.5,1999-11-16,Canton,MI,USA,USA,74,213,2018,4,115,20212022,N,Regular Season
Nick Cousins,20252026,OTT,L,C,81,9,14,23,8,92,0.28,9,23,0,0,0,0,0,1,79,11.4,11:25,46.4,1993-07-20,Belleville,ON,CAN,CAN,71,191,2011,3,68,20142015,N,Regular Season
Sean Couturier,20252026,PHI,L,C,78,12,24,36,-5,30,0.46,12,35,0,1,0,0,0,2,119,10.1,16:39,54.2,1992-12-07,Phoenix,AZ,USA,CAN,76,210,2011,1,8,20112012,N,Regular Season
Easton Cowan,20252026,TOR,L,R,66,11,18,29,-5,45,0.44,9,23,2,6,0,0,1,1,92,12,14:43,33.3,2005-05-20,Mount Brydges,ON,CAN,CAN,72,190,2023,1,28,20252026,N,Regular Season
Charlie Coyle,20252026,CBJ,R,C,82,20,38,58,3,14,0.71,13,45,7,13,0,0,0,3,144,13.9,18:06,50.7,1992-03-02,East Weymouth,MA,USA,USA,75,221,2010,1,28,20122013,N,Regular Season
Dylan Cozens,20252026,OTT,R,C,82,28,31,59,-7,59,0.72,15,30,13,29,0,0,0,3,205,13.7,17:02,53.2,2001-02-09,Whitehorse,YT,CAN,CAN,75,205,2019,1,7,20202021,N,Regular Season
Louis Crevier,20252026,CHI,R,D,78,7,18,25,-2,63,0.32,6,23,0,0,1,2,0,1,114,6.1,17:08,--,2001-05-04,Quebec City,QC,CAN,CAN,80,228,2020,7,188,20232024,N,Regular Season
Angus Crookshank,20252026,NJD,L,C,8,1,0,1,1,4,0.13,1,1,0,0,0,0,0,0,4,25,8:36,33.3,1999-10-02,North Vancouver,BC,CAN,CAN,70,183,2018,5,126,20232024,N,Regular Season
Sidney Crosby,20252026,PIT,L,C,68,29,45,74,0,44,1.09,19,51,10,23,0,0,1,4,160,18.1,19:14,55.2,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,1,1,20052006,N,Regular Season
Cameron Crotty,20252026,OTT,R,D,6,0,1,1,0,0,0.17,0,1,0,0,0,0,0,0,5,--,14:55,--,1999-05-05,Ottawa,ON,CAN,CAN,75,213,2017,3,82,20232024,N,Regular Season
Lawson Crouse,20252026,UTA,L,L,81,24,20,44,20,46,0.54,22,41,1,1,1,2,0,4,141,17,16:36,34.6,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,214,2015,1,11,20162017,N,Regular Season
Max Crozier,20252026,TBL,R,D,35,1,9,10,7,40,0.29,1,9,0,0,0,1,0,0,46,2.2,16:01,--,2000-04-19,Calgary,AB,CAN,CAN,75,204,2019,4,120,20232024,N,Regular Season
Will Cuylle,20252026,NYR,L,L,82,20,18,38,-12,65,0.46,16,30,4,8,0,0,1,1,157,12.7,16:51,48.3,2002-02-05,Toronto,ON,CAN,CAN,75,212,2020,2,60,20222023,N,Regular Season
Charle-Edouard D'Astous,20252026,TBL,L,D,70,6,23,29,-4,112,0.41,6,27,0,2,0,0,0,2,80,7.5,18:45,--,1998-04-21,Rimouski,QC,CAN,CAN,74,211,--,--,--,20252026,N,Regular Season
Colton Dach,20252026,"CHI,EDM",L,C,61,5,8,13,-15,52,0.21,4,11,1,2,0,0,0,1,58,8.6,11:29,36.6,2003-01-04,St. Albert,AB,CAN,CAN,76,218,2021,2,62,20242025,N,Regular Season
Kirby Dach,20252026,MTL,R,C,37,8,7,15,-2,31,0.41,8,13,0,2,0,0,0,0,47,17,13:39,41.4,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,221,2019,1,3,20192020,N,Regular Season
Evgenii Dadonov,20252026,NJD,L,L,24,1,0,1,-6,2,0.04,1,1,0,0,0,0,0,0,21,4.8,10:39,--,1989-03-12,Chelyabinsk,--,RUS,RUS,71,188,2007,3,71,20092010,N,Regular Season
Rasmus Dahlin,20252026,BUF,L,D,77,19,55,74,18,76,0.96,13,52,6,22,0,0,0,0,194,9.8,24:11,--,2000-04-13,Lidkoping,--,SWE,SWE,75,204,2018,1,1,20182019,N,Regular Season
Phillip Danault,20252026,"LAK,MTL",L,C,75,6,11,17,-3,26,0.23,5,15,0,0,1,2,0,1,91,6.6,15:34,54.8,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20142015,N,Regular Season
Justin Danforth,20252026,BUF,R,R,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,2,--,11:42,54.8,1993-03-15,Oshawa,ON,CAN,CAN,68,193,--,--,--,20212022,N,Regular Season
Nate Danielson,20252026,DET,R,C,28,2,5,7,-7,4,0.25,2,4,0,3,0,0,0,0,31,6.5,11:03,37.7,2004-09-27,Edmonton,AB,CAN,CAN,74,195,2023,1,9,20252026,N,Regular Season
Jared Davidson,20252026,MTL,L,C,10,0,1,1,-4,10,0.1,0,1,0,0,0,0,0,0,9,--,8:43,--,2002-07-07,Edmonton,AB,CAN,CAN,71,183,2022,5,130,20252026,N,Regular Season
Tony DeAngelo,20252026,NYI,R,D,76,5,30,35,-5,43,0.46,4,28,1,7,0,0,0,1,148,3.4,19:08,--,1995-10-24,Sewell,NJ,USA,USA,72,190,2014,1,19,20162017,N,Regular Season
Alex DeBrincat,20252026,DET,R,R,82,41,44,85,8,19,1.04,26,62,15,23,0,0,2,6,287,14.3,18:30,38,1997-12-18,Farmington Hills,MI,USA,USA,68,180,2016,2,39,20172018,N,Regular Season
Jake DeBrusk,20252026,VAN,L,L,81,23,19,42,-31,12,0.52,4,18,19,24,0,0,1,1,219,10.5,16:52,42.4,1996-10-17,Edmonton,AB,CAN,CAN,73,198,2015,1,14,20172018,N,Regular Season
Luca Del Bel Belluz,20252026,CBJ,L,C,14,0,1,1,-2,4,0.07,0,1,0,0,0,0,0,0,11,--,9:06,38.3,2003-11-10,Woodbridge,ON,CAN,CAN,73,185,2022,2,44,20232024,N,Regular Season
Ethan Del Mastro,20252026,CHI,L,D,19,0,1,1,-11,18,0.05,0,1,0,0,0,0,0,0,18,--,14:08,--,2003-01-15,Burlington,ON,CAN,CAN,76,210,2021,4,105,20232024,N,Regular Season
Ty Dellandrea,20252026,SJS,R,C,46,2,9,11,-18,22,0.24,1,9,0,0,1,2,0,0,50,4,14:11,51.9,2000-07-21,Port Perry,ON,CAN,CAN,74,185,2018,1,13,20202021,N,Regular Season
Dylan DeMelo,20252026,WPG,R,D,82,3,16,19,7,40,0.23,3,17,0,0,0,2,0,0,75,4,21:27,--,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20152016,N,Regular Season
Ivan Demidov,20252026,MTL,L,R,82,19,43,62,3,34,0.76,12,42,7,20,0,0,0,4,127,15,15:30,--,2005-12-10,Sergiyev Posad,--,RUS,RUS,73,192,2024,1,5,20242025,N,Regular Season
Vincent Desharnais,20252026,SJS,R,D,53,1,6,7,7,68,0.13,1,7,0,0,0,0,0,1,34,2.9,18:11,--,1996-05-29,Laval,QC,CAN,CAN,79,225,2016,7,183,20222023,N,Regular Season
Nick DeSimone,20252026,UTA,R,D,40,2,6,8,4,10,0.2,2,8,0,0,0,0,0,1,35,5.7,14:13,--,1994-11-21,East Amherst,NY,USA,USA,74,194,--,--,--,20222023,N,Regular Season
Nicolas Deslauriers,20252026,"PHI,CAR",L,L,31,0,2,2,-3,38,0.06,0,2,0,0,0,0,0,0,18,--,8:33,100,1991-02-22,LaSalle,QC,CAN,CAN,73,218,2009,3,84,20132014,N,Regular Season
Jack Devine,20252026,FLA,R,R,6,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,6,--,8:26,--,2003-10-01,Glencoe,IL,USA,USA,71,173,2022,7,221,20252026,N,Regular Season
Connor Dewar,20252026,PIT,L,C,78,14,16,30,16,19,0.38,13,28,0,0,1,2,0,2,110,12.7,13:55,47.4,1999-06-26,The Pas,MB,CAN,CAN,70,187,2018,3,92,20212022,N,Regular Season
Jason Dickinson,20252026,"CHI,EDM",L,C,64,7,10,17,-10,20,0.27,6,15,0,0,1,2,0,1,73,9.6,15:32,49.3,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,Regular Season
Sam Dickinson,20252026,SJS,L,D,72,1,13,14,-5,22,0.19,1,14,0,0,0,0,0,0,72,1.4,16:45,--,2006-06-07,Toronto,ON,CAN,CAN,75,200,2024,1,11,20252026,N,Regular Season
Brenden Dillon,20252026,NJD,L,D,82,3,12,15,-13,89,0.18,3,14,0,0,0,1,0,2,55,5.5,18:00,--,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20112012,N,Regular Season
Josh Doan,20252026,BUF,R,R,82,25,27,52,-4,25,0.63,16,35,9,17,0,0,0,4,170,14.7,15:52,22.2,2002-02-01,Scottsdale,AZ,USA,USA,74,198,2021,2,37,20232024,N,Regular Season
Noah Dobson,20252026,MTL,R,D,80,12,35,47,5,34,0.59,10,39,2,7,0,1,0,1,158,7.6,22:29,--,2000-01-07,Summerside,PE,CAN,CAN,76,200,2018,1,12,20192020,N,Regular Season
Max Domi,20252026,TOR,L,C,80,12,24,36,-29,95,0.45,10,28,2,8,0,0,1,3,118,10.2,14:53,51.3,1995-03-02,Winnipeg,MB,CAN,CAN,70,208,2013,1,12,20152016,N,Regular Season
Ryan Donato,20252026,CHI,L,C,82,15,15,30,-16,46,0.37,14,28,1,2,0,0,1,2,122,12.3,14:44,46.7,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,Regular Season
Jorian Donovan,20252026,OTT,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--,7:02,--,2004-04-05,Calgary,AB,CAN,CAN,73,200,2022,5,136,20252026,N,Regular Season
Pavel Dorofeyev,20252026,VGK,L,R,82,37,27,64,-3,24,0.78,17,34,20,30,0,0,0,4,230,16.1,17:36,--,2000-10-26,Nizhny Tagil,--,RUS,RUS,73,194,2019,3,79,20212022,N,Regular Season
Drew Doughty,20252026,LAK,R,D,72,5,18,23,4,40,0.32,5,21,0,1,0,1,0,0,101,5,23:05,--,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20082009,N,Regular Season
Curtis Douglas,20252026,"TBL,VAN",L,C,43,1,3,4,-3,108,0.09,1,4,0,0,0,0,0,0,29,3.4,6:45,46.2,2000-03-06,Oakville,ON,CAN,CAN,81,242,2018,4,106,20252026,N,Regular Season
Nic Dowd,20252026,"WSH,VGK",R,C,75,5,16,21,-4,73,0.28,4,20,0,0,1,1,0,0,66,7.6,14:33,49.2,1990-05-27,Huntsville,AL,USA,USA,74,195,2009,7,198,20152016,N,Regular Season
Justin Dowling,20252026,NYR,L,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,--,7:12,33.3,1990-10-01,Calgary,AB,CAN,CAN,71,178,--,--,--,20162017,N,Regular Season
Leon Draisaitl,20252026,EDM,L,C,65,35,62,97,13,26,1.49,18,54,16,42,1,1,1,3,186,18.8,21:35,56.9,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,Regular Season
Sheldon Dries,20252026,DET,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,--,6:58,42.9,1994-04-23,Macomb,MI,USA,USA,70,182,--,--,--,20182019,N,Regular Season
Jonathan Drouin,20252026,"NYI,STL",L,L,64,4,20,24,-5,19,0.38,3,18,1,6,0,0,0,0,86,4.7,16:52,49.8,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,189,2013,1,3,20142015,N,Regular Season
Jack Drury,20252026,COL,L,C,82,10,17,27,15,31,0.33,10,27,0,0,0,0,0,0,99,10.1,14:29,58.1,2000-02-03,New York,NY,USA,USA,71,186,2018,2,42,20212022,N,Regular Season
Jamie Drysdale,20252026,PHI,R,D,78,8,24,32,-3,33,0.41,7,23,1,9,0,0,0,3,101,7.9,21:33,--,2002-04-08,Toronto,ON,CAN,CAN,71,185,2020,1,6,20202021,N,Regular Season
Pierre-Luc Dubois,20252026,WSH,L,C,29,5,14,19,-4,19,0.66,2,13,3,6,0,0,0,0,42,11.9,16:49,47.3,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,220,2016,1,3,20172018,N,Regular Season
Matt Duchene,20252026,DAL,L,C,57,16,29,45,-3,8,0.79,11,31,5,14,0,0,0,4,89,18,16:31,52.2,1991-01-16,Haliburton,ON,CAN,CAN,71,211,2009,1,3,20092010,N,Regular Season
Anthony Duclair,20252026,NYI,L,L,62,12,15,27,0,12,0.44,8,21,4,6,0,0,0,2,74,16.2,13:12,40,1995-08-26,Pointe-Claire,QC,CAN,CAN,72,198,2013,3,80,20142015,N,Regular Season
Walker Duehr,20252026,WPG,R,R,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,--,9:30,--,1997-11-23,Sioux Falls,SD,USA,USA,74,210,--,--,--,20212022,N,Regular Season
Brandon Duhaime,20252026,WSH,L,L,82,4,5,9,-2,78,0.11,3,8,0,0,1,1,0,0,64,6.3,11:04,32.6,1997-05-22,Coral Springs,FL,USA,USA,74,210,2016,4,106,20212022,N,Regular Season
Dylan Duke,20252026,TBL,L,L,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,--,9:22,--,2003-03-04,Strongsville,OH,USA,USA,70,184,2021,4,126,20242025,N,Regular Season
Mathew Dumba,20252026,PIT,R,D,11,1,2,3,-5,11,0.27,1,3,0,0,0,0,0,0,7,14.3,14:56,--,1994-07-25,Regina,SK,CAN,CAN,72,191,2012,1,7,20132014,N,Regular Season
Brian Dumoulin,20252026,LAK,L,D,82,2,15,17,-1,22,0.21,2,16,0,0,0,1,0,0,61,3.3,17:45,--,1991-09-06,Biddeford,ME,USA,USA,76,215,2009,2,51,20132014,N,Regular Season
Vince Dunn,20252026,SEA,L,D,81,11,33,44,-24,54,0.54,9,23,2,21,0,0,1,3,179,6.1,21:40,--,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,2,56,20172018,N,Regular Season
Josh Dunne,20252026,BUF,L,C,34,1,3,4,-7,38,0.12,1,4,0,0,0,0,0,0,29,3.4,9:29,54.1,1998-12-08,O'Fallon,MO,USA,USA,76,208,--,--,--,20202021,N,Regular Season
Sean Durzi,20252026,UTA,R,D,60,5,22,27,-12,50,0.45,5,23,0,4,0,0,1,2,84,6,19:16,--,1998-10-21,Mississauga,ON,CAN,CAN,73,196,2018,2,52,20212022,N,Regular Season
Christian Dvorak,20252026,PHI,L,C,80,18,33,51,11,27,0.64,15,45,3,5,0,1,0,2,151,11.9,18:28,54.5,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20162017,N,Regular Season
Dalibor Dvorsky,20252026,STL,L,R,71,12,9,21,-6,26,0.3,7,14,5,7,0,0,0,0,93,12.9,14:20,46,2005-06-15,Zvolen,--,SVK,SVK,73,207,2023,1,10,20242025,N,Regular Season
Jordan Eberle,20252026,SEA,R,R,80,26,29,55,2,28,0.69,22,39,4,16,0,0,0,3,168,15.5,18:29,37.5,1990-05-15,Regina,SK,CAN,CAN,71,180,2008,1,22,20102011,N,Regular Season
Joel Edmundson,20252026,LAK,L,D,82,2,21,23,14,25,0.28,2,19,0,3,0,1,0,0,104,1.9,18:29,--,1993-06-28,Brandon,MB,CAN,CAN,77,220,2011,2,46,20152016,N,Regular Season
Adam Edstrom,20252026,NYR,L,C,35,3,2,5,1,2,0.14,3,5,0,0,0,0,0,1,31,9.7,9:28,33.3,2000-10-12,Karlstad,--,SWE,SWE,79,232,2019,6,161,20232024,N,Regular Season
Simon Edvinsson,20252026,DET,L,D,72,9,16,25,12,75,0.35,9,23,0,1,0,1,1,2,88,10.2,22:21,--,2003-02-05,Kungsbacka,--,SWE,SWE,78,222,2021,1,6,20222023,N,Regular Season
Nikolaj Ehlers,20252026,CAR,L,L,82,26,45,71,8,14,0.87,16,42,10,29,0,0,1,6,207,12.6,16:36,35.5,1996-02-14,Aalborg,--,DNK,DNK,72,168,2014,1,9,20152016,N,Regular Season
Jack Eichel,20252026,VGK,R,C,74,27,63,90,23,18,1.22,25,59,1,28,1,3,3,6,260,10.4,21:12,47.7,1996-10-28,North Chelmsford,MA,USA,USA,74,208,2015,1,2,20152016,N,Regular Season
Aaron Ekblad,20252026,FLA,R,D,72,4,22,26,-5,55,0.36,3,20,1,5,0,1,0,3,97,4.1,22:29,--,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20142015,N,Regular Season
Mattias Ekholm,20252026,EDM,L,D,82,6,35,41,32,30,0.5,6,38,0,3,0,0,0,2,131,4.6,20:36,--,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20112012,N,Regular Season
Victor Eklund,20252026,NYI,R,R,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,--,15:30,--,2006-10-03,Stockholm,--,SWE,SWE,71,161,2025,1,16,20252026,N,Regular Season
William Eklund,20252026,SJS,L,L,78,15,38,53,-31,32,0.68,12,37,3,16,0,0,1,1,176,8.5,18:32,35.5,2002-10-12,Stockholm,--,SWE,SWE,70,185,2021,1,7,20212022,N,Regular Season
Oliver Ekman-Larsson,20252026,TOR,L,D,78,8,31,39,-6,70,0.5,8,30,0,9,0,0,0,0,108,7.4,20:36,--,1991-07-17,Karlskrona,--,SWE,SWE,74,190,2009,1,6,20102011,N,Regular Season
Lars Eller,20252026,OTT,L,C,68,5,10,15,5,12,0.22,4,14,0,0,1,1,0,2,67,7.5,11:27,54,1989-05-08,Rodovre,--,DNK,DNK,74,207,2007,1,13,20092010,N,Regular Season
Ty Emberson,20252026,EDM,R,D,72,2,10,12,-1,23,0.17,2,12,0,0,0,0,0,1,46,4.3,15:31,--,2000-05-23,Eau Claire,WI,USA,USA,72,193,2018,3,73,20232024,N,Regular Season
Andreas Englund,20252026,NSH,L,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,2,--,8:49,--,1996-01-21,Stockholm,--,SWE,SWE,76,200,2014,2,40,20162017,N,Regular Season
Adam Engstrom,20252026,MTL,L,D,15,0,1,1,2,8,0.07,0,1,0,0,0,0,0,0,11,--,13:03,--,2003-11-17,Jarna,--,SWE,SWE,74,193,2022,3,92,20252026,N,Regular Season
Joel Eriksson Ek,20252026,MIN,L,C,70,19,32,51,16,32,0.73,12,35,7,16,0,0,0,3,194,9.8,19:05,49,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,Regular Season
Adam Erne,20252026,DAL,L,L,45,6,2,8,1,19,0.18,6,8,0,0,0,0,0,0,43,14,10:00,20,1995-04-20,New Haven,CT,USA,USA,73,209,2013,2,33,20162017,N,Regular Season
Luke Evangelista,20252026,NSH,R,R,81,12,44,56,1,28,0.69,11,39,1,17,0,0,0,1,176,6.8,16:37,--,2002-02-21,Toronto,ON,CAN,CAN,72,183,2020,2,42,20222023,N,Regular Season
Jake Evans,20252026,MTL,R,C,68,12,12,24,-8,28,0.35,10,22,0,0,2,2,1,2,75,16,15:21,55.9,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,Regular Season
Ryker Evans,20252026,SEA,L,D,67,8,9,17,5,40,0.25,7,15,0,1,1,1,0,0,46,17.4,17:48,--,2001-12-13,Calgary,AB,CAN,CAN,72,195,2021,2,35,20232024,N,Regular Season
Michael Eyssimont,20252026,BOS,L,C,56,8,10,18,-3,31,0.32,7,14,1,4,0,0,0,1,109,7.3,10:55,50,1996-09-09,Littleton,CO,USA,USA,72,195,2016,5,142,20212022,N,Regular Season
Robby Fabbri,20252026,"STL,MIN",L,C,21,2,3,5,-4,16,0.24,2,5,0,0,0,0,0,1,30,6.7,11:48,55.6,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,1,21,20152016,N,Regular Season
Dante Fabbro,20252026,CBJ,R,D,74,5,6,11,-16,33,0.15,5,11,0,0,0,0,0,1,68,7.4,16:34,--,1998-06-20,Coquitlam,BC,CAN,CAN,72,200,2016,1,17,20182019,N,Regular Season
Brock Faber,20252026,MIN,R,D,80,15,36,51,18,39,0.64,13,38,1,11,1,2,0,1,173,8.7,24:41,--,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,2,45,20222023,N,Regular Season
Radek Faksa,20252026,DAL,L,C,58,2,15,17,2,18,0.29,1,14,0,0,1,3,0,0,38,5.3,11:44,53.3,1994-01-09,Vitkov,--,CZE,CZE,75,216,2012,1,13,20152016,N,Regular Season
Adam Fantilli,20252026,CBJ,L,C,82,24,35,59,-13,38,0.72,20,46,4,13,0,0,2,3,214,11.2,18:54,49.8,2004-10-12,Nobleton,ON,CAN,CAN,74,205,2023,1,3,20232024,N,Regular Season
Joel Farabee,20252026,CGY,L,L,82,20,18,38,-9,28,0.46,15,30,1,3,4,5,0,2,142,14.1,16:55,45.8,2000-02-25,Syracuse,NY,USA,USA,72,186,2018,1,14,20192020,N,Regular Season
Justin Faulk,20252026,"STL,DET",R,D,78,16,24,40,-8,42,0.51,14,30,2,9,0,1,0,3,148,10.8,22:01,--,1992-03-20,South St. Paul,MN,USA,USA,72,208,2010,2,37,20112012,N,Regular Season
Martin Fehervary,20252026,WSH,L,D,81,5,22,27,15,39,0.33,5,27,0,0,0,0,0,0,73,6.8,19:17,--,1999-10-06,Bratislava,--,SVK,SVK,74,215,2018,2,46,20192020,N,Regular Season
Domenick Fensore,20252026,CAR,L,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,--,19:22,--,2001-09-07,Thornwood,NY,USA,USA,69,175,2019,3,90,20242025,N,Regular Season
Mario Ferraro,20252026,SJS,L,D,82,7,16,23,-1,35,0.28,7,23,0,0,0,0,0,0,94,7.4,21:02,--,1998-09-17,Toronto,ON,CAN,CAN,71,200,2017,2,49,20192020,N,Regular Season
Kevin Fiala,20252026,LAK,L,L,56,18,22,40,-11,34,0.71,14,23,4,17,0,0,0,2,147,12.2,19:07,28,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,Regular Season
Jack Finley,20252026,"TBL,STL",R,C,44,2,3,5,2,38,0.11,2,5,0,0,0,0,0,1,26,7.7,9:43,50.9,2002-09-02,St. Louis,MO,USA,USA,78,227,2020,2,57,20242025,N,Regular Season
