Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Macklin Celebrini,20242025,SJS,L,C,70,25,38,63,-31,28,0.9,17,41,8,22,0,0,1,4,236,10.6,19:47,48.2,2006-06-13,North Vancouver,BC,CAN,CAN,72,190,2024,1,1,20242025,N,Regular Season
Erik Cernak,20242025,TBL,R,D,76,3,18,21,29,50,0.28,3,19,0,0,0,2,0,0,64,4.7,18:16,--,1997-05-28,Kosice,--,SVK,SVK,76,230,2015,2,43,20182019,N,Regular Season
Thomas Chabot,20242025,OTT,L,D,80,9,36,45,17,24,0.56,8,37,1,8,0,0,1,1,179,5,23:01,--,1997-01-30,Sainte-Marie,QC,CAN,CAN,73,200,2015,1,18,20162017,N,Regular Season
Mitchell Chaffee,20242025,TBL,R,R,66,12,6,18,-3,21,0.27,8,14,4,4,0,0,0,2,68,17.6,12:02,36.4,1998-01-26,Grand Rapids,MI,USA,USA,73,197,--,--,--,20212022,N,Regular Season
Jalen Chatfield,20242025,CAR,R,D,79,7,11,18,22,54,0.23,7,17,0,0,0,1,0,2,114,6.1,18:53,--,1996-05-15,Ypsilanti,MI,USA,USA,73,209,--,--,--,20202021,N,Regular Season
Ben Chiarot,20242025,DET,L,D,81,4,9,13,-14,69,0.16,4,12,0,1,0,0,0,0,109,3.7,21:14,--,1991-05-09,Hamilton,ON,CAN,CAN,75,222,2009,4,120,20132014,N,Regular Season
Nikita Chibrikov,20242025,WPG,L,R,4,2,1,3,1,0,0.75,2,2,0,1,0,0,0,0,6,33.3,11:24,--,2003-02-16,Moscow,--,RUS,RUS,70,170,2021,2,50,20232024,N,Regular Season
Egor Chinakhov,20242025,CBJ,L,R,30,7,8,15,-6,4,0.5,5,10,2,5,0,0,0,1,68,10.3,15:43,--,2001-02-01,Omsk,--,RUS,RUS,73,203,2020,1,21,20212022,N,Regular Season
Declan Chisholm,20242025,MIN,L,D,66,2,10,12,-5,10,0.18,1,10,1,2,0,0,0,1,69,2.9,17:00,--,2000-01-12,Bowmanville,ON,CAN,CAN,73,205,2018,5,150,20212022,N,Regular Season
Dennis Cholowski,20242025,"NYI,NJD",L,D,39,3,7,10,-3,10,0.26,3,8,0,2,0,0,0,0,30,10,13:04,--,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,1,20,20182019,N,Regular Season
Jake Christiansen,20242025,CBJ,L,D,68,1,7,8,6,11,0.12,1,8,0,0,0,0,0,0,58,1.7,12:32,--,1999-09-12,West Vancouver,BC,CAN,CAN,72,199,--,--,--,20212022,N,Regular Season
Jakob Chychrun,20242025,WSH,L,D,74,20,27,47,17,52,0.64,15,32,5,15,0,0,1,6,179,11.2,21:04,--,1998-03-31,Boca Raton,FL,USA,CAN,74,215,2016,1,16,20162017,N,Regular Season
Filip Chytil,20242025,"NYR,VAN",L,C,56,13,13,26,-7,18,0.46,12,21,1,5,0,0,0,1,133,9.8,14:58,46.8,1999-09-05,Kromeriz,--,CZE,CZE,74,210,2017,1,21,20172018,N,Regular Season
Anthony Cirelli,20242025,TBL,L,C,80,27,32,59,30,28,0.74,20,47,3,5,4,7,0,2,160,16.9,18:41,50.1,1997-07-15,Etobicoke,ON,CAN,CAN,73,193,2015,3,72,20172018,N,Regular Season
Casey Cizikas,20242025,NYI,L,C,82,7,10,17,-13,51,0.21,6,15,0,1,1,1,0,1,97,7.2,13:02,55.2,1991-02-27,Toronto,ON,CAN,CAN,71,191,2009,4,92,20112012,N,Regular Season
Brandt Clarke,20242025,LAK,R,D,78,5,28,33,13,46,0.42,3,24,2,9,0,0,0,0,131,3.8,16:17,--,2003-02-09,Nepean,ON,CAN,CAN,74,200,2021,1,8,20222023,N,Regular Season
Connor Clifton,20242025,BUF,R,D,73,1,15,16,-6,45,0.22,1,13,0,0,0,3,0,0,63,1.6,16:03,--,1995-04-28,Matawan,NJ,USA,USA,72,196,2013,5,133,20182019,N,Regular Season
Nathan Clurman,20242025,PIT,R,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,--,11:05,--,1998-05-08,Boulder,CO,USA,USA,74,193,2016,6,161,20242025,N,Regular Season
Dylan Coghlan,20242025,WPG,R,D,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,9,--,15:21,--,1998-02-19,Duncan,BC,CAN,CAN,74,205,--,--,--,20202021,N,Regular Season
Sam Colangelo,20242025,ANA,R,R,32,10,2,12,-4,2,0.38,8,10,2,2,0,0,0,1,41,24.4,12:29,26.7,2001-12-26,Stoneham,MA,USA,USA,74,213,2020,2,36,20232024,N,Regular Season
Ian Cole,20242025,UTA,L,D,82,1,16,17,-2,77,0.21,1,16,0,0,0,1,0,0,66,1.5,20:17,--,1989-02-21,Ann Arbor,MI,USA,USA,73,237,2007,1,18,20102011,N,Regular Season
Blake Coleman,20242025,CGY,L,L,82,15,24,39,-2,36,0.48,10,31,4,5,1,3,0,4,194,7.7,17:41,48.1,1991-11-28,Plano,TX,USA,USA,71,199,2011,3,75,20162017,N,Regular Season
Ross Colton,20242025,COL,L,C,61,16,13,29,-1,18,0.48,11,22,5,7,0,0,0,3,125,12.8,14:25,40.2,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,Regular Season
J.T. Compher,20242025,DET,R,L,76,11,21,32,-7,24,0.42,6,23,5,9,0,0,0,3,98,11.2,16:41,45.1,1995-04-08,Northbrook,IL,USA,USA,72,191,2013,2,35,20162017,N,Regular Season
Lucas Condotta,20242025,MTL,L,L,7,1,0,1,-2,0,0.14,1,1,0,0,0,0,0,0,5,20,8:12,58.6,1997-11-06,Georgetown,ON,CAN,CAN,73,218,--,--,--,20222023,N,Regular Season
Kyle Connor,20242025,WPG,L,L,82,41,56,97,17,25,1.18,30,67,9,28,2,2,2,8,267,15.4,20:24,12.5,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20162017,N,Regular Season
Logan Cooley,20242025,UTA,L,C,75,25,40,65,1,46,0.87,18,45,7,20,0,0,0,2,158,15.8,17:52,44.7,2004-05-04,Pittsburgh,PA,USA,USA,72,191,2022,1,3,20232024,N,Regular Season
Andrew Copp,20242025,DET,L,C,56,10,13,23,4,8,0.41,9,21,0,1,1,1,0,2,68,14.7,14:42,50.7,1994-07-08,Ann Arbor,MI,USA,USA,73,200,2013,4,104,20142015,N,Regular Season
Matt Coronato,20242025,CGY,R,R,77,24,23,47,6,25,0.61,19,30,5,17,0,0,1,4,180,13.3,17:35,42.8,2002-11-14,Greenlawn,NY,USA,USA,70,183,2021,1,13,20222023,N,Regular Season
Paul Cotter,20242025,NJD,L,L,79,16,6,22,-14,62,0.28,16,22,0,0,0,0,0,2,90,17.8,13:05,52.6,1999-11-16,Canton,MI,USA,USA,74,213,2018,4,115,20212022,N,Regular Season
Nick Cousins,20242025,OTT,L,C,50,6,9,15,-1,41,0.3,6,15,0,0,0,0,0,0,68,8.8,11:54,14.3,1993-07-20,Belleville,ON,CAN,CAN,71,191,2011,3,68,20142015,N,Regular Season
Sean Couturier,20242025,PHI,L,C,79,15,30,45,1,41,0.57,14,41,1,4,0,0,1,2,155,9.7,17:18,56.1,1992-12-07,Phoenix,AZ,USA,CAN,76,210,2011,1,8,20112012,N,Regular Season
Charlie Coyle,20242025,"BOS,COL",R,C,83,17,18,35,-9,24,0.42,13,27,3,7,1,1,0,3,115,14.8,16:59,48.6,1992-03-02,East Weymouth,MA,USA,USA,75,221,2010,1,28,20122013,N,Regular Season
Dylan Cozens,20242025,"BUF,OTT",R,C,82,16,31,47,-17,68,0.57,11,35,5,12,0,0,0,2,188,8.5,17:04,50.6,2001-02-09,Whitehorse,YT,CAN,CAN,75,205,2019,1,7,20202021,N,Regular Season
Louis Crevier,20242025,CHI,R,D,32,3,1,4,-6,10,0.13,3,4,0,0,0,0,0,0,28,10.7,17:17,--,2001-05-04,Quebec City,QC,CAN,CAN,80,228,2020,7,188,20232024,N,Regular Season
Angus Crookshank,20242025,OTT,L,C,8,0,1,1,-1,0,0.13,0,1,0,0,0,0,0,0,9,--,9:50,33.3,1999-10-02,North Vancouver,BC,CAN,CAN,70,183,2018,5,126,20232024,N,Regular Season
Sidney Crosby,20242025,PIT,L,C,80,33,58,91,-20,31,1.14,21,64,12,27,0,0,4,10,227,14.5,20:22,57,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,1,1,20052006,N,Regular Season
Cameron Crotty,20242025,MIN,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,5:08,--,1999-05-05,Ottawa,ON,CAN,CAN,75,213,2017,3,82,20232024,N,Regular Season
Lawson Crouse,20242025,UTA,L,L,81,12,6,18,-4,39,0.22,11,17,1,1,0,0,0,2,126,9.5,13:44,46.3,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,214,2015,1,11,20162017,N,Regular Season
Max Crozier,20242025,TBL,R,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,--,16:41,--,2000-04-19,Calgary,AB,CAN,CAN,75,204,2019,4,120,20232024,N,Regular Season
Will Cuylle,20242025,NYR,L,L,82,20,25,45,12,42,0.55,16,39,2,3,2,3,0,3,152,13.2,15:05,33.3,2002-02-05,Toronto,ON,CAN,CAN,75,212,2020,2,60,20222023,N,Regular Season
Colton Dach,20242025,CHI,L,C,25,2,5,7,-3,17,0.28,2,7,0,0,0,0,0,0,27,7.4,12:08,50,2003-01-04,St. Albert,AB,CAN,CAN,76,218,2021,2,62,20242025,N,Regular Season
Kirby Dach,20242025,MTL,R,C,57,10,12,22,-29,40,0.39,9,15,1,7,0,0,0,2,84,11.9,15:40,40.3,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,221,2019,1,3,20192020,N,Regular Season
Evgenii Dadonov,20242025,DAL,L,L,80,20,20,40,1,10,0.5,15,33,5,7,0,0,0,2,123,16.3,13:32,--,1989-03-12,Chelyabinsk,--,RUS,RUS,71,188,2007,3,71,20092010,N,Regular Season
Rasmus Dahlin,20242025,BUF,L,D,73,17,51,68,11,54,0.93,12,46,5,21,0,1,1,1,200,8.5,24:14,--,2000-04-13,Lidkoping,--,SWE,SWE,75,204,2018,1,1,20182019,N,Regular Season
Phillip Danault,20242025,LAK,L,C,80,8,35,43,20,26,0.54,7,41,1,1,0,1,0,3,123,6.5,17:40,52.2,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20142015,N,Regular Season
Justin Danforth,20242025,CBJ,R,R,61,9,12,21,-6,18,0.34,8,19,0,1,1,1,0,1,94,9.6,14:23,49.5,1993-03-15,Oshawa,ON,CAN,CAN,68,193,--,--,--,20212022,N,Regular Season
Calvin de Haan,20242025,"COL,NYR",L,D,47,0,8,8,-4,12,0.17,0,8,0,0,0,0,0,0,51,--,14:58,--,1991-05-09,Carp,ON,CAN,CAN,73,192,2009,1,12,20112012,N,Regular Season
Tony DeAngelo,20242025,NYI,R,D,35,4,15,19,-11,10,0.54,4,15,0,4,0,0,1,1,76,5.3,23:21,--,1995-10-24,Sewell,NJ,USA,USA,72,190,2014,1,19,20162017,N,Regular Season
Alex DeBrincat,20242025,DET,R,R,82,39,31,70,-13,29,0.85,26,41,13,29,0,0,1,4,244,16,17:52,44.8,1997-12-18,Farmington Hills,MI,USA,USA,68,180,2016,2,39,20172018,N,Regular Season
Jake DeBrusk,20242025,VAN,L,L,82,28,20,48,-15,18,0.59,14,29,14,19,0,0,2,4,171,16.4,16:39,37.9,1996-10-17,Edmonton,AB,CAN,CAN,73,198,2015,1,14,20172018,N,Regular Season
Luca Del Bel Belluz,20242025,CBJ,L,C,15,2,6,8,2,0,0.53,2,7,0,1,0,0,0,0,18,11.1,13:45,43,2003-11-10,Woodbridge,ON,CAN,CAN,73,185,2022,2,44,20232024,N,Regular Season
Marc Del Gaizo,20242025,NSH,L,D,46,2,7,9,-3,21,0.2,2,9,0,0,0,0,0,0,76,2.6,16:45,--,1999-10-11,Basking Ridge,NJ,USA,USA,71,188,2019,4,109,20232024,N,Regular Season
Ethan Del Mastro,20242025,CHI,L,D,24,2,4,6,-3,6,0.25,2,6,0,0,0,0,0,0,19,10.5,18:19,--,2003-01-15,Burlington,ON,CAN,CAN,76,210,2021,4,105,20232024,N,Regular Season
Ty Dellandrea,20242025,SJS,R,C,68,1,7,8,-31,59,0.12,1,7,0,0,0,1,0,0,50,2,11:48,49.9,2000-07-21,Port Perry,ON,CAN,CAN,74,185,2018,1,13,20202021,N,Regular Season
Dylan DeMelo,20242025,WPG,R,D,82,3,16,19,31,38,0.23,3,19,0,0,0,0,0,2,75,4,21:32,--,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20152016,N,Regular Season
Ivan Demidov,20242025,MTL,L,R,2,1,1,2,1,0,1,1,2,0,0,0,0,0,0,5,20,13:43,--,2005-12-10,Sergiyev Posad,--,RUS,RUS,73,192,2024,1,5,20242025,N,Regular Season
Grigori Denisenko,20242025,VGK,R,L,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,8:27,--,2000-06-24,Novosibirsk,--,RUS,RUS,71,198,2018,1,15,20202021,N,Regular Season
Travis Dermott,20242025,"EDM,MIN",L,D,19,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,8,--,12:16,--,1996-12-22,Newmarket,ON,CAN,CAN,72,200,2015,2,34,20172018,N,Regular Season
Vincent Desharnais,20242025,"VAN,PIT,SJS",R,D,51,0,3,3,-9,45,0.06,0,3,0,0,0,0,0,0,28,--,15:55,--,1996-05-29,Laval,QC,CAN,CAN,79,225,2016,7,183,20222023,N,Regular Season
Nick DeSimone,20242025,UTA,R,D,20,1,5,6,4,0,0.3,1,6,0,0,0,0,0,0,24,4.2,15:35,--,1994-11-21,East Amherst,NY,USA,USA,74,194,--,--,--,20222023,N,Regular Season
Nicolas Deslauriers,20242025,PHI,L,L,31,2,1,3,-9,15,0.1,2,3,0,0,0,0,0,0,25,8,7:38,33.3,1991-02-22,LaSalle,QC,CAN,CAN,73,218,2009,3,84,20132014,N,Regular Season
Connor Dewar,20242025,"TOR,PIT",L,C,48,4,6,10,-3,14,0.21,4,9,0,0,0,1,0,0,55,7.3,11:33,42.7,1999-06-26,The Pas,MB,CAN,CAN,70,187,2018,3,92,20212022,N,Regular Season
Phillip Di Giuseppe,20242025,VAN,L,L,20,1,5,6,-2,4,0.3,1,6,0,0,0,0,0,0,23,4.3,11:34,20,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,2,38,20152016,N,Regular Season
Jason Dickinson,20242025,CHI,L,C,59,7,9,16,-11,38,0.27,7,16,0,0,0,0,0,0,56,12.5,15:42,49.5,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,Regular Season
Brenden Dillon,20242025,NJD,L,D,82,2,14,16,8,67,0.2,2,15,0,0,0,1,0,0,48,4.2,18:35,--,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20112012,N,Regular Season
Cam Dineen,20242025,EDM,L,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,--,17:11,--,1998-06-19,Toms River,NJ,USA,USA,71,188,2016,3,68,20212022,N,Regular Season
Josh Doan,20242025,UTA,R,R,51,7,12,19,-2,8,0.37,4,15,3,4,0,0,0,1,88,8,13:31,41.2,2002-02-01,Scottsdale,AZ,USA,USA,74,198,2021,2,37,20232024,N,Regular Season
Noah Dobson,20242025,NYI,R,D,71,10,29,39,-16,28,0.55,9,26,1,12,0,1,0,1,196,5.1,23:16,--,2000-01-07,Summerside,PE,CAN,CAN,76,200,2018,1,12,20192020,N,Regular Season
Max Domi,20242025,TOR,L,C,74,8,25,33,5,76,0.45,8,26,0,7,0,0,0,1,93,8.6,14:10,50.2,1995-03-02,Winnipeg,MB,CAN,CAN,70,208,2013,1,12,20152016,N,Regular Season
Ryan Donato,20242025,CHI,L,C,80,31,31,62,-15,41,0.78,26,48,5,14,0,0,0,3,182,17,16:19,44.6,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,Regular Season
Pavel Dorofeyev,20242025,VGK,L,R,82,35,17,52,2,30,0.63,22,35,13,17,0,0,0,7,254,13.8,16:32,18.8,2000-10-26,Nizhny Tagil,--,RUS,RUS,73,194,2019,3,79,20212022,N,Regular Season
Karsen Dorwart,20242025,PHI,L,L,5,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,4,--,10:59,40,2002-09-17,Sherwood,OR,USA,USA,73,194,--,--,--,20242025,N,Regular Season
Drew Doughty,20242025,LAK,R,D,30,4,13,17,9,20,0.57,3,10,0,6,1,1,0,1,46,8.7,24:08,--,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20082009,N,Regular Season
Nic Dowd,20242025,WSH,R,C,82,14,13,27,7,56,0.33,12,25,0,0,2,2,0,3,86,16.3,15:11,49.9,1990-05-27,Huntsville,AL,USA,USA,74,195,2009,7,198,20152016,N,Regular Season
Justin Dowling,20242025,NJD,L,C,52,2,5,7,-6,6,0.13,2,7,0,0,0,0,0,0,34,5.9,10:13,48.3,1990-10-01,Calgary,AB,CAN,CAN,71,178,--,--,--,20162017,N,Regular Season
Leon Draisaitl,20242025,EDM,L,C,71,52,54,106,32,34,1.49,36,73,16,33,0,0,6,11,240,21.7,21:31,54.3,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,Regular Season
Jonathan Drouin,20242025,COL,L,L,43,11,26,37,4,6,0.86,8,25,3,12,0,0,0,2,56,19.6,18:11,40.9,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,189,2013,1,3,20142015,N,Regular Season
Jack Drury,20242025,"CAR,COL",L,C,72,8,10,18,1,22,0.25,7,16,1,2,0,0,0,2,93,8.6,12:55,57.8,2000-02-03,New York,NY,USA,USA,71,186,2018,2,42,20212022,N,Regular Season
Jamie Drysdale,20242025,PHI,R,D,70,7,13,20,-32,22,0.29,5,13,2,7,0,0,0,1,63,11.1,19:55,--,2002-04-08,Toronto,ON,CAN,CAN,71,185,2020,1,6,20202021,N,Regular Season
Pierre-Luc Dubois,20242025,WSH,L,L,82,20,46,66,27,76,0.8,16,52,4,14,0,0,1,4,142,14.1,17:18,49.7,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,220,2016,1,3,20172018,N,Regular Season
Matt Duchene,20242025,DAL,L,C,82,30,52,82,13,12,1,22,55,8,27,0,0,1,6,152,19.7,17:09,52.4,1991-01-16,Haliburton,ON,CAN,CAN,71,211,2009,1,3,20092010,N,Regular Season
Anthony Duclair,20242025,NYI,L,L,44,7,4,11,-15,10,0.25,4,8,3,3,0,0,0,0,60,11.7,15:03,--,1995-08-26,Pointe-Claire,QC,CAN,CAN,72,198,2013,3,80,20142015,N,Regular Season
Walker Duehr,20242025,"CGY,SJS",R,R,24,2,1,3,-11,0,0.13,2,3,0,0,0,0,0,0,15,13.3,8:48,11.1,1997-11-23,Sioux Falls,SD,USA,USA,74,210,--,--,--,20212022,N,Regular Season
Brandon Duhaime,20242025,WSH,L,R,82,9,12,21,3,98,0.26,9,20,0,0,0,1,0,1,83,10.8,13:21,41.9,1997-05-22,Coral Springs,FL,USA,USA,74,210,2016,4,106,20212022,N,Regular Season
Dylan Duke,20242025,TBL,L,L,2,1,0,1,0,0,0.5,1,1,0,0,0,0,0,0,1,100,7:52,--,2003-03-04,Strongsville,OH,USA,USA,70,184,2021,4,126,20242025,N,Regular Season
Mathew Dumba,20242025,DAL,R,D,63,1,9,10,-5,60,0.16,1,9,0,1,0,0,0,0,57,1.8,15:18,--,1994-07-25,Regina,SK,CAN,CAN,72,191,2012,1,7,20132014,N,Regular Season
Brian Dumoulin,20242025,"ANA,NJD",L,D,80,3,19,22,-1,14,0.28,3,22,0,0,0,0,1,1,69,4.3,19:33,--,1991-09-06,Biddeford,ME,USA,USA,76,215,2009,2,51,20132014,N,Regular Season
Vince Dunn,20242025,SEA,L,D,62,11,28,39,-3,33,0.63,9,27,2,12,0,0,1,3,137,8,22:05,--,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,2,56,20172018,N,Regular Season
Josh Dunne,20242025,BUF,L,C,2,0,0,0,-3,5,0,0,0,0,0,0,0,0,0,1,--,7:06,28.6,1998-12-08,O'Fallon,MO,USA,USA,76,208,--,--,--,20202021,N,Regular Season
Riley Duran,20242025,BOS,R,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,5,--,12:44,50,2002-01-25,Boston,MA,USA,USA,74,198,2020,6,182,20242025,N,Regular Season
Sean Durzi,20242025,UTA,R,D,30,4,7,11,4,19,0.37,3,9,1,2,0,0,0,0,39,10.3,20:39,--,1998-10-21,Mississauga,ON,CAN,CAN,73,196,2018,2,52,20212022,N,Regular Season
Christian Dvorak,20242025,MTL,L,C,82,12,21,33,-5,16,0.4,11,31,1,2,0,0,0,0,104,11.5,15:15,55.8,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20162017,N,Regular Season
Dalibor Dvorsky,20242025,STL,L,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,--,9:25,50,2005-06-15,Zvolen,--,SVK,SVK,73,207,2023,1,10,20242025,N,Regular Season
Jordan Eberle,20242025,SEA,R,R,42,9,17,26,0,14,0.62,8,21,1,5,0,0,1,1,66,13.6,16:16,38.9,1990-05-15,Regina,SK,CAN,CAN,71,180,2008,1,22,20102011,N,Regular Season
Joel Edmundson,20242025,LAK,L,D,73,6,14,20,25,22,0.27,6,19,0,1,0,0,0,1,91,6.6,20:35,--,1993-06-28,Brandon,MB,CAN,CAN,77,220,2011,2,46,20152016,N,Regular Season
Adam Edstrom,20242025,NYR,L,C,51,5,4,9,-5,27,0.18,5,9,0,0,0,0,0,2,40,12.5,9:16,--,2000-10-12,Karlstad,--,SWE,SWE,79,232,2019,6,161,20232024,N,Regular Season
Simon Edvinsson,20242025,DET,L,D,78,7,24,31,12,67,0.4,7,30,0,0,0,1,1,3,86,8.1,21:07,--,2003-02-05,Kungsbacka,--,SWE,SWE,78,222,2021,1,6,20222023,N,Regular Season
Nikolaj Ehlers,20242025,WPG,L,L,69,24,39,63,14,17,0.91,18,41,6,22,0,0,2,5,174,13.8,15:48,26.3,1996-02-14,Aalborg,--,DNK,DNK,72,168,2014,1,9,20152016,N,Regular Season
Jack Eichel,20242025,VGK,R,C,77,28,66,94,32,8,1.22,22,58,5,34,1,2,0,3,233,12,20:32,45.6,1996-10-28,North Chelmsford,MA,USA,USA,74,208,2015,1,2,20152016,N,Regular Season
Aaron Ekblad,20242025,FLA,R,D,56,3,30,33,11,53,0.59,3,20,0,11,0,2,0,2,106,2.8,23:31,--,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20142015,N,Regular Season
Mattias Ekholm,20242025,EDM,L,D,65,9,24,33,11,30,0.51,6,26,3,7,0,0,1,1,143,6.3,22:12,--,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20112012,N,Regular Season
William Eklund,20242025,SJS,L,L,77,17,41,58,-7,29,0.75,10,39,6,16,1,3,1,2,151,11.3,19:33,30.6,2002-10-12,Stockholm,--,SWE,SWE,70,185,2021,1,7,20212022,N,Regular Season
Oliver Ekman-Larsson,20242025,TOR,L,D,77,4,25,29,14,52,0.38,2,25,2,4,0,0,0,1,118,3.4,21:04,--,1991-07-17,Karlskrona,--,SWE,SWE,74,190,2009,1,6,20102011,N,Regular Season
Lars Eller,20242025,"PIT,WSH",L,C,80,10,12,22,-5,36,0.28,10,21,0,1,0,0,0,0,104,9.6,13:17,52.2,1989-05-08,Rodovre,--,DNK,DNK,74,207,2007,1,13,20092010,N,Regular Season
Ty Emberson,20242025,EDM,R,D,76,2,11,13,-5,18,0.17,2,12,0,0,0,1,0,1,62,3.2,15:07,--,2000-05-23,Eau Claire,WI,USA,USA,72,193,2018,3,73,20232024,N,Regular Season
Andreas Englund,20242025,"LAK,NSH",L,D,35,1,2,3,-9,48,0.09,1,3,0,0,0,0,0,0,17,5.9,13:16,--,1996-01-21,Stockholm,--,SWE,SWE,76,200,2014,2,40,20162017,N,Regular Season
Pierre Engvall,20242025,NYI,L,L,62,8,7,15,-7,16,0.24,8,15,0,0,0,0,0,2,93,8.6,11:49,29.4,1996-05-31,Ljungby,--,SWE,SWE,78,208,2014,7,188,20192020,N,Regular Season
Joel Eriksson Ek,20242025,MIN,L,C,46,14,15,29,9,22,0.63,9,19,5,10,0,0,0,1,140,10,19:46,47.1,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,Regular Season
Luke Evangelista,20242025,NSH,R,R,68,10,22,32,-2,22,0.47,9,27,1,5,0,0,0,1,134,7.5,13:52,--,2002-02-21,Toronto,ON,CAN,CAN,72,183,2020,2,42,20222023,N,Regular Season
Jake Evans,20242025,MTL,R,C,82,13,23,36,1,10,0.44,10,30,0,0,3,6,0,5,80,16.3,15:33,52.9,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,Regular Season
Ryker Evans,20242025,SEA,L,D,73,5,20,25,-12,30,0.34,4,22,1,3,0,0,0,0,59,8.5,19:29,--,2001-12-13,Calgary,AB,CAN,CAN,72,195,2021,2,35,20232024,N,Regular Season
Michael Eyssimont,20242025,"TBL,SEA",L,C,77,9,7,16,1,63,0.21,9,16,0,0,0,0,0,2,142,6.3,10:37,33.3,1996-09-09,Littleton,CO,USA,USA,72,195,2016,5,142,20212022,N,Regular Season
Robby Fabbri,20242025,ANA,L,C,44,8,8,16,-6,20,0.36,8,16,0,0,0,0,0,0,65,12.3,16:12,45.5,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,1,21,20152016,N,Regular Season
Dante Fabbro,20242025,"NSH,CBJ",R,D,68,9,17,26,20,40,0.38,9,26,0,0,0,0,0,3,89,10.1,20:54,--,1998-06-20,Coquitlam,BC,CAN,CAN,72,200,2016,1,17,20182019,N,Regular Season
Brock Faber,20242025,MIN,R,D,78,10,19,29,-2,23,0.37,8,18,2,10,0,1,1,1,124,8.1,25:32,--,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,2,45,20222023,N,Regular Season
Radek Faksa,20242025,STL,L,C,70,5,10,15,-2,30,0.21,5,15,0,0,0,0,0,1,68,7.4,13:01,57,1994-01-09,Vitkov,--,CZE,CZE,75,216,2012,1,13,20152016,N,Regular Season
Adam Fantilli,20242025,CBJ,L,C,82,31,23,54,4,18,0.66,28,48,2,4,1,2,0,3,191,16.2,17:29,41.2,2004-10-12,Nobleton,ON,CAN,CAN,74,205,2023,1,3,20232024,N,Regular Season
Joel Farabee,20242025,"PHI,CGY",L,L,81,11,14,25,-17,34,0.31,11,21,0,4,0,0,0,1,151,7.3,14:55,36.7,2000-02-25,Syracuse,NY,USA,USA,72,186,2018,1,14,20192020,N,Regular Season
John Farinacci,20242025,BOS,R,C,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,100,10:58,75,2001-02-14,Red Bank,NJ,USA,USA,72,184,2019,3,76,20242025,N,Regular Season
Hudson Fasching,20242025,NYI,R,R,43,2,2,4,-4,6,0.09,2,4,0,0,0,0,0,0,51,3.9,11:05,20,1995-07-28,Apple Valley,MN,USA,USA,75,214,2013,4,118,20152016,N,Regular Season
Justin Faulk,20242025,STL,R,D,78,4,28,32,-9,30,0.41,3,20,1,12,0,0,0,1,124,3.2,22:27,--,1992-03-20,South St. Paul,MN,USA,USA,72,208,2010,2,37,20112012,N,Regular Season
