Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Pontus Holmberg,20232024,TOR,L,R,7,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,6,0,11:42,56,1999-03-09,Vasteras,--,SWE,SWE,72,201,2018,6,156,20232024,N,Playoffs
Simon Holmstrom,20232024,NYI,L,R,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11:23,16.7,2001-05-24,Tranas,--,SWE,SWE,74,215,2019,1,23,20232024,N,Playoffs
Bo Horvat,20232024,NYI,L,C,5,1,2,3,-2,0,0.6,1,3,0,0,0,0,0,0,20,5,22:07,54.6,1995-04-05,London,ON,CAN,CAN,73,215,2013,1,9,20142015,N,Playoffs
Brett Howden,20232024,VGK,L,C,7,1,1,2,1,0,0.29,1,2,0,0,0,0,0,0,7,14.3,13:02,30.8,1998-03-29,Calgary,AB,CAN,CAN,74,201,2016,1,27,20192020,N,Playoffs
Filip Hronek,20232024,VAN,R,D,13,1,1,2,-3,6,0.15,1,2,0,0,0,0,0,0,13,7.7,21:02,--,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20232024,N,Playoffs
Quinn Hughes,20232024,VAN,L,D,13,0,10,10,1,6,0.77,0,5,0,5,0,0,0,0,21,0,24:25,--,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20192020,N,Playoffs
Ben Hutton,20232024,VGK,L,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13:48,--,1993-04-20,Brockville,ON,CAN,CAN,75,209,2012,5,147,20222023,N,Playoffs
Zach Hyman,20232024,EDM,R,L,25,16,6,22,12,12,0.88,10,16,6,6,0,0,0,3,90,17.8,21:25,100,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20162017,N,Playoffs
Alex Iafallo,20232024,WPG,L,L,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,1,0,10:51,--,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,Playoffs
Vincent Iorio,20232024,WSH,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,1:50,--,2002-11-14,Coquitlam,BC,CAN,CAN,76,200,2021,2,55,20232024,N,Playoffs
Ruslan Iskhakov,20232024,NYI,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,5:58,--,2000-07-22,Moscow,--,RUS,RUS,68,170,2018,2,43,20232024,N,Playoffs
Mark Jankowski,20232024,NSH,L,L,6,1,1,2,-1,2,0.33,1,2,0,0,0,0,0,0,5,20,10:05,58.8,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20182019,N,Playoffs
Mattias Janmark,20232024,EDM,L,C,25,4,4,8,6,12,0.32,2,6,0,0,2,2,0,1,22,18.2,11:56,0,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,Playoffs
Calle Jarnkrok,20232024,TOR,R,C,7,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,14,0,13:57,58.3,1991-09-25,Gavle,--,SWE,SWE,72,191,2010,2,51,20142015,N,Playoffs
Seth Jarvis,20232024,CAR,R,C,11,5,4,9,2,0,0.82,3,5,2,4,0,0,0,0,25,20,20:35,39.3,2002-02-01,Winnipeg,MB,CAN,CAN,70,184,2020,1,13,20212022,N,Playoffs
Tanner Jeannot,20232024,TBL,L,L,4,0,1,1,-2,2,0.25,0,1,0,0,0,0,0,0,3,0,8:45,--,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,Playoffs
Nick Jensen,20232024,WSH,R,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,21:03,--,1990-09-21,Rogers,MN,USA,USA,72,196,2009,5,150,20182019,N,Playoffs
Lucas Johansen,20232024,WSH,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14:01,--,1997-11-16,Vancouver,BC,CAN,CAN,74,176,2016,1,28,20232024,N,Playoffs
Jack Johnson,20232024,COL,L,D,11,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,13:57,--,1987-01-13,Indianapolis,IN,USA,USA,74,225,2005,1,3,20092010,N,Playoffs
Wyatt Johnston,20232024,DAL,R,C,19,10,6,16,4,2,0.84,7,12,2,3,1,1,1,2,57,17.5,20:38,46.1,2003-05-14,Toronto,ON,CAN,CAN,73,185,2021,1,23,20222023,N,Playoffs
Caleb Jones,20232024,COL,L,D,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,--,11:09,--,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20192020,N,Playoffs
Axel Jonsson-Fjallby,20232024,WPG,L,L,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,6:52,--,1998-02-10,Stockholm,--,SWE,SWE,73,189,2016,5,147,20222023,N,Playoffs
Dakota Joshua,20232024,VAN,L,C,13,4,4,8,1,10,0.62,4,8,0,0,0,0,0,1,9,44.4,15:49,50,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20212022,N,Playoffs
Roman Josi,20232024,NSH,L,D,6,1,2,3,1,2,0.5,0,2,1,1,0,0,0,0,13,7.7,25:44,--,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,Playoffs
Noah Juulsen,20232024,VAN,R,D,2,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,1,0,12:55,--,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,1,26,20232024,N,Playoffs
Kaapo Kakko,20232024,NYR,L,R,15,1,1,2,-4,0,0.13,1,2,0,0,0,0,0,0,19,5.3,12:07,57.1,2001-02-13,Turku,--,FIN,FIN,73,215,2019,1,2,20192020,N,Playoffs
David Kampf,20232024,TOR,L,C,7,1,0,1,-2,0,0.14,1,1,0,0,0,0,0,0,10,10,13:21,52.1,1995-01-12,Chomutov,--,CZE,CZE,74,193,--,--,--,20192020,N,Playoffs
Evander Kane,20232024,EDM,L,L,20,4,4,8,-7,37,0.4,4,7,0,1,0,0,0,0,44,9.1,14:57,37.5,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20172018,N,Playoffs
Linus Karlsson,20232024,VAN,R,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,9:55,--,1999-11-16,Eksjö,--,SWE,SWE,73,178,2018,3,87,20232024,N,Playoffs
William Karlsson,20232024,VGK,L,C,7,0,2,2,4,0,0.29,0,2,0,0,0,0,0,0,9,0,15:56,56.1,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20162017,N,Playoffs
Adrian Kempe,20232024,LAK,L,R,5,4,1,5,-1,4,1,4,5,0,0,0,0,0,0,21,19.1,19:48,--,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20172018,N,Playoffs
Joel Kiviranta,20232024,COL,L,L,8,1,1,2,3,4,0.25,1,2,0,0,0,0,0,0,7,14.3,11:46,28.6,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,Playoffs
Matthew Knies,20232024,TOR,L,L,7,2,1,3,-1,2,0.43,2,3,0,0,0,0,1,1,14,14.3,15:05,100,2002-10-17,Phoenix,AZ,USA,USA,75,227,2021,2,57,20222023,N,Playoffs
Keegan Kolesar,20232024,VGK,R,R,6,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,5,0,11:07,100,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20202021,N,Playoffs
Anze Kopitar,20232024,LAK,L,C,5,1,2,3,0,4,0.6,1,3,0,0,0,0,1,1,9,11.1,20:01,58.8,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20092010,N,Playoffs
Jesperi Kotkaniemi,20232024,CAR,L,C,11,0,1,1,-2,4,0.09,0,1,0,0,0,0,0,0,15,0,11:01,54.6,2000-07-06,Pori,--,FIN,FIN,75,203,2018,1,3,20192020,N,Playoffs
Nikolai Kovalenko,20232024,COL,L,R,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,6:48,100,1999-10-17,Raleigh,NC,USA,USA,70,180,2018,6,171,20232024,N,Playoffs
Chris Kreider,20232024,NYR,L,L,16,8,4,12,-3,6,0.75,4,5,2,4,2,3,0,1,39,20.5,19:50,12.5,1991-04-30,Boxford,MA,USA,USA,75,230,2009,1,19,20112012,N,Playoffs
Nikita Kucherov,20232024,TBL,L,R,5,0,7,7,-1,2,1.4,0,4,0,3,0,0,0,0,9,0,21:26,--,1993-06-17,Maykop,--,RUS,RUS,72,180,2011,2,58,20132014,N,Playoffs
Brett Kulak,20232024,EDM,L,D,25,1,7,8,-3,14,0.32,1,8,0,0,0,0,0,0,21,4.8,16:30,--,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20192020,N,Playoffs
Dmitry Kulikov,20232024,FLA,L,D,24,0,2,2,-1,16,0.08,0,2,0,0,0,0,0,0,15,0,13:55,--,1990-10-29,Lipetsk,--,RUS,RUS,73,212,2009,1,14,20112012,N,Playoffs
Evgeny Kuznetsov,20232024,CAR,L,C,10,4,2,6,1,4,0.6,3,5,1,1,0,0,0,1,20,20,11:30,46.3,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20142015,N,Playoffs
Alex Laferriere,20232024,LAK,R,R,5,1,1,2,0,0,0.4,1,2,0,0,0,0,0,0,10,10,13:09,0,2001-10-28,Chatham,NJ,USA,USA,73,205,2020,3,83,20232024,N,Playoffs
Sam Lafferty,20232024,VAN,R,C,11,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,7,0,8:36,44.4,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,Playoffs
Alexis Lafrenière,20232024,NYR,L,L,16,8,6,14,2,6,0.88,8,11,0,3,0,0,0,0,43,18.6,16:41,40,2001-10-11,St-Eustache,QC,CAN,CAN,74,196,2020,1,1,20212022,N,Playoffs
Hendrix Lapierre,20232024,WSH,L,C,4,1,1,2,-2,0,0.5,1,1,0,1,0,0,0,0,7,14.3,13:11,32,2002-02-09,Gatineau,QC,CAN,CAN,72,180,2020,1,22,20232024,N,Playoffs
Jakub Lauko,20232024,BOS,L,C,5,1,0,1,1,2,0.2,1,1,0,0,0,0,0,0,8,12.5,9:07,50,2000-03-28,Prague,--,CZE,CZE,73,193,2018,3,77,20222023,N,Playoffs
Jeremy Lauzon,20232024,NSH,L,D,6,0,1,1,-2,4,0.17,0,1,0,0,0,0,0,0,4,0,18:29,--,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20192020,N,Playoffs
Anders Lee,20232024,NYI,L,L,5,1,3,4,-4,6,0.8,0,2,1,2,0,0,0,0,15,6.7,16:14,--,1990-07-03,Edina,MN,USA,USA,75,231,2009,6,152,20142015,N,Playoffs
Artturi Lehkonen,20232024,COL,L,L,11,6,5,11,-2,4,1,4,8,2,3,0,0,0,0,34,17.7,22:11,75,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,Playoffs
Trevor Lewis,20232024,LAK,R,C,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,8,0,10:36,13.3,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20102011,N,Playoffs
Timothy Liljegren,20232024,TOR,R,D,6,0,1,1,-1,2,0.17,0,1,0,0,0,0,0,0,0,--,17:52,--,1999-04-30,Kristianstad,--,SWE,SWE,73,201,2017,1,17,20212022,N,Playoffs
Emil Lilleberg,20232024,TBL,L,D,5,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,5,0,17:25,--,2001-02-02,Sarpsborg,--,NOR,NOR,75,208,2021,4,107,20232024,N,Playoffs
Esa Lindell,20232024,DAL,L,D,19,3,2,5,2,4,0.26,3,5,0,0,0,0,0,0,23,13,24:45,--,1994-05-23,Vantaa,--,FIN,FIN,75,217,2012,3,74,20182019,N,Playoffs
Ryan Lindgren,20232024,NYR,L,D,16,0,3,3,0,6,0.19,0,2,0,0,0,1,0,0,9,0,20:07,--,1998-02-11,Burnsville,MN,USA,USA,72,194,2016,2,49,20192020,N,Playoffs
Elias Lindholm,20232024,VAN,R,C,13,5,5,10,4,4,0.77,3,8,2,2,0,0,1,2,25,20,19:13,51.2,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20182019,N,Playoffs
Hampus Lindholm,20232024,BOS,L,D,13,1,3,4,3,8,0.31,1,4,0,0,0,0,0,0,17,5.9,22:20,--,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,Playoffs
Blake Lizotte,20232024,LAK,L,C,5,1,0,1,0,2,0.2,1,1,0,0,0,0,0,0,3,33.3,10:22,50,1997-12-13,Lindstrom,MN,USA,USA,69,173,--,--,--,20212022,N,Playoffs
Mason Lohrei,20232024,BOS,L,D,11,1,3,4,0,10,0.36,1,4,0,0,0,0,0,1,14,7.1,17:12,--,2001-01-17,Baton Rouge,LA,USA,USA,77,220,2020,2,58,20232024,N,Playoffs
Ryan Lomberg,20232024,FLA,L,L,8,0,0,0,-2,10,0,0,0,0,0,0,0,0,0,11,0,7:21,100,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20202021,N,Playoffs
Steven Lorentz,20232024,FLA,L,C,16,2,1,3,-1,0,0.19,2,3,0,0,0,0,0,1,7,28.6,7:07,41.9,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,Playoffs
Adam Lowry,20232024,WPG,L,C,5,2,0,2,-3,7,0.4,2,2,0,0,0,0,0,0,4,50,14:21,61.1,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,Playoffs
Anton Lundell,20232024,FLA,L,C,24,3,14,17,8,12,0.71,3,14,0,3,0,0,0,0,29,10.3,16:12,52.3,2001-10-03,Espoo,--,FIN,FIN,73,196,2020,1,12,20212022,N,Playoffs
Nils Lundkvist,20232024,DAL,R,D,12,0,1,1,0,2,0.08,0,1,0,0,0,0,0,0,4,0,4:28,--,2000-07-27,Pitea,--,SWE,SWE,73,191,2018,1,28,20232024,N,Playoffs
Eetu Luostarinen,20232024,FLA,L,C,24,2,6,8,2,22,0.33,2,7,0,1,0,0,0,0,27,7.4,15:18,51.4,1998-09-02,Siilinjarvi,--,FIN,FIN,75,191,2017,2,42,20212022,N,Playoffs
Ilya Lyubushkin,20232024,TOR,R,D,7,0,3,3,4,2,0.43,0,3,0,0,0,0,0,0,3,0,16:30,--,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20212022,N,Playoffs
Nathan MacKinnon,20232024,COL,R,C,11,4,10,14,-1,4,1.27,3,7,1,7,0,0,0,0,46,8.7,24:37,45.7,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,Playoffs
Kyle MacLean,20232024,NYI,L,C,5,1,0,1,-1,5,0.2,1,1,0,0,0,0,0,0,6,16.7,11:55,42.5,1999-04-29,Livingston,NJ,USA,USA,73,194,--,--,--,20232024,N,Playoffs
Cale Makar,20232024,COL,R,D,11,5,10,15,-3,0,1.36,2,7,3,8,0,0,0,1,36,13.9,26:59,--,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20182019,N,Playoffs
Beck Malenstyn,20232024,WSH,L,L,4,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,4,0,11:58,100,1998-02-04,Delta,BC,CAN,CAN,75,209,2016,5,145,20232024,N,Playoffs
Josh Manson,20232024,COL,R,D,11,2,5,7,7,12,0.64,2,7,0,0,0,0,0,0,25,8,20:23,--,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20152016,N,Playoffs
Anthony Mantha,20232024,VGK,L,R,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,5,0,13:36,--,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20202021,N,Playoffs
Brad Marchand,20232024,BOS,L,L,11,3,7,10,3,16,0.91,1,4,2,6,0,0,0,2,20,15,18:15,50,1988-05-11,Halifax,NS,CAN,CAN,69,180,2006,3,71,20102011,N,Playoffs
Jonathan Marchessault,20232024,VGK,R,R,7,2,2,4,1,2,0.57,2,4,0,0,0,0,0,0,25,8,18:44,50,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20142015,N,Playoffs
Mason Marchment,20232024,DAL,L,L,13,3,2,5,-3,10,0.38,3,5,0,0,0,0,0,1,24,12.5,16:15,50,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20202021,N,Playoffs
Mitch Marner,20232024,TOR,R,R,7,1,2,3,1,2,0.43,1,3,0,0,0,0,0,0,12,8.3,21:13,50,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,Playoffs
Patrick Maroon,20232024,BOS,L,L,13,0,2,2,-2,18,0.15,0,2,0,0,0,0,0,0,5,0,9:35,--,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20132014,N,Playoffs
Matt Martin,20232024,NYI,L,L,3,0,0,0,-1,16,0,0,0,0,0,0,0,0,0,2,0,9:33,66.7,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20122013,N,Playoffs
Alec Martinez,20232024,VGK,L,D,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,4,0,16:50,--,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20102011,N,Playoffs
Jordan Martinook,20232024,CAR,L,L,11,2,2,4,3,6,0.36,2,4,0,0,0,0,0,1,20,10,15:39,35.3,1992-07-25,Brandon,MB,CAN,CAN,73,208,2012,2,58,20182019,N,Playoffs
Auston Matthews,20232024,TOR,L,C,5,1,3,4,2,2,0.8,1,3,0,1,0,0,0,1,20,5,19:53,57.1,1997-09-17,San Ramon,CA,USA,USA,75,217,2016,1,1,20162017,N,Playoffs
Charlie McAvoy,20232024,BOS,R,D,13,1,5,6,-4,20,0.46,1,3,0,3,0,0,0,1,23,4.4,25:35,--,1997-12-21,Long Beach,NY,USA,USA,73,213,2016,1,14,20162017,N,Playoffs
Jake McCabe,20232024,TOR,L,D,7,1,0,1,0,4,0.14,1,1,0,0,0,0,0,0,5,20,21:24,0,1993-10-12,Eau Claire,WI,USA,USA,73,212,2012,2,44,20222023,N,Playoffs
Michael McCarron,20232024,NSH,R,C,6,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,7,0,13:10,51.4,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20162017,N,Playoffs
Connor McDavid,20232024,EDM,L,C,25,8,34,42,12,10,1.68,6,25,2,17,0,0,1,1,75,10.7,23:02,42.8,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20162017,N,Playoffs
Ryan McDonagh,20232024,NSH,L,D,6,0,1,1,-1,6,0.17,0,1,0,0,0,0,0,0,7,0,23:48,--,1989-06-13,St. Paul,MN,USA,USA,74,219,2007,1,12,20102011,N,Playoffs
Dylan McIlrath,20232024,WSH,R,D,4,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,11:33,--,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,1,10,20152016,N,Playoffs
Ryan McLeod,20232024,EDM,L,C,24,4,0,4,-7,16,0.17,4,4,0,0,0,0,0,0,26,15.4,13:12,52,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,Playoffs
Connor McMichael,20232024,WSH,L,C,4,1,0,1,-3,2,0.25,1,1,0,0,0,0,0,0,13,7.7,16:02,39.1,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20212022,N,Playoffs
Brayden McNabb,20232024,VGK,L,D,7,2,3,5,5,0,0.71,2,4,0,0,0,1,0,1,14,14.3,21:15,--,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20152016,N,Playoffs
Ilya Mikheyev,20232024,VAN,L,R,11,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,11,0,12:06,50,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,Playoffs
Niko Mikkola,20232024,FLA,L,D,24,2,2,4,4,22,0.17,2,4,0,0,0,0,0,0,23,8.7,18:39,--,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20202021,N,Playoffs
Sonny Milano,20232024,WSH,L,L,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,11:05,0,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,1,16,20162017,N,Playoffs
Colin Miller,20232024,WPG,R,D,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,3,0,14:42,--,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20162017,N,Playoffs
J.T. Miller,20232024,VAN,L,C,13,3,9,12,5,8,0.92,2,8,1,4,0,0,0,1,29,10.3,21:27,58.6,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20132014,N,Playoffs
K'Andre Miller,20232024,NYR,L,D,16,1,3,4,2,8,0.25,0,3,0,0,1,1,0,1,13,7.7,21:05,--,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20212022,N,Playoffs
Ivan Miroshnichenko,20232024,WSH,R,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9:31,--,2004-02-04,Ussuriysk,--,RUS,RUS,73,185,2022,1,20,20232024,N,Playoffs
Casey Mittelstadt,20232024,COL,L,C,11,3,6,9,0,2,0.82,3,9,0,0,0,0,0,0,24,12.5,17:25,44.5,1998-11-22,Eden Prairie,MN,USA,USA,73,195,2017,1,8,20232024,N,Playoffs
Sean Monahan,20232024,WPG,L,C,5,0,1,1,-1,0,0.2,0,0,0,1,0,0,0,0,13,0,18:21,50,1994-10-12,Brampton,ON,CAN,CAN,74,197,2013,1,6,20142015,N,Playoffs
Brandon Montour,20232024,FLA,R,D,24,3,8,11,0,12,0.46,1,7,1,3,1,1,0,0,48,6.3,22:40,--,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,Playoffs
Trevor Moore,20232024,LAK,L,L,5,1,0,1,-1,4,0.2,1,1,0,0,0,0,0,0,15,6.7,16:54,100,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,Playoffs
Josh Morrissey,20232024,WPG,L,D,5,3,1,4,-3,2,0.8,1,1,2,3,0,0,0,0,12,25,24:35,--,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20172018,N,Playoffs
Tyler Motte,20232024,TBL,L,C,5,1,0,1,-1,2,0.2,1,1,0,0,0,0,0,0,2,50,9:21,33.3,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20192020,N,Playoffs
Tyler Myers,20232024,VAN,R,D,12,0,1,1,1,6,0.08,0,1,0,0,0,0,0,0,7,0,19:30,--,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,Playoffs
Vladislav Namestnikov,20232024,WPG,L,C,4,1,0,1,-3,2,0.25,1,1,0,0,0,0,0,0,4,25,12:14,37.5,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20142015,N,Playoffs
Martin Necas,20232024,CAR,R,C,11,4,5,9,0,0,0.82,4,7,0,2,0,0,0,0,24,16.7,17:32,28.6,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,75,195,2017,1,12,20192020,N,Playoffs
Brock Nelson,20232024,NYI,L,C,5,2,2,4,-2,10,0.8,2,3,0,1,0,0,0,0,7,28.6,20:01,49.2,1991-10-15,Warroad,MN,USA,USA,76,205,2010,1,30,20122013,N,Playoffs
Valeri Nichushkin,20232024,COL,L,R,8,9,1,10,1,2,1.25,5,5,4,5,0,0,0,2,24,37.5,22:31,0,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,Playoffs
Nino Niederreiter,20232024,WPG,L,R,5,0,2,2,-5,4,0.4,0,2,0,0,0,0,0,0,9,0,13:33,50,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20132014,N,Playoffs
Stefan Noesen,20232024,CAR,R,R,11,4,0,4,1,21,0.36,3,3,1,1,0,0,0,1,11,36.4,9:22,0,1993-02-12,Plano,TX,USA,USA,73,205,2011,1,21,20172018,N,Playoffs
Tommy Novak,20232024,NSH,L,C,6,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5,0,10:31,42.9,1997-04-28,St. Paul,MN,USA,USA,73,179,2015,3,85,20232024,N,Playoffs
Ryan Nugent-Hopkins,20232024,EDM,L,C,25,7,15,22,-2,8,0.88,2,12,5,10,0,0,0,2,37,18.9,20:19,42,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20162017,N,Playoffs
Darnell Nurse,20232024,EDM,L,D,25,2,4,6,-9,12,0.24,2,5,0,1,0,0,0,0,43,4.7,18:50,--,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20162017,N,Playoffs
William Nylander,20232024,TOR,R,R,4,3,0,3,2,4,0.75,3,3,0,0,0,0,0,1,18,16.7,21:44,66.7,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20162017,N,Playoffs
Gustav Nyquist,20232024,NSH,L,R,6,1,3,4,-3,2,0.67,1,3,0,1,0,0,0,0,5,20,20:05,25,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,Playoffs
Ryan O'Reilly,20232024,NSH,L,C,6,1,1,2,-1,0,0.33,0,1,1,1,0,0,0,0,12,8.3,22:32,49.3,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,Playoffs
Kyle Okposo,20232024,FLA,R,R,17,0,2,2,-1,10,0.12,0,2,0,0,0,0,0,0,16,0,8:33,40,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20122013,N,Playoffs
Dmitry Orlov,20232024,CAR,L,D,11,2,4,6,0,14,0.55,2,6,0,0,0,0,0,0,22,9.1,20:57,--,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20152016,N,Playoffs
T.J. Oshie,20232024,WSH,R,R,4,0,1,1,-2,4,0.25,0,1,0,0,0,0,0,0,3,0,18:34,50,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,Playoffs
Alex Ovechkin,20232024,WSH,R,L,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,5,0,19:35,--,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20072008,N,Playoffs
Max Pacioretty,20232024,WSH,L,L,4,0,1,1,-2,2,0.25,0,0,0,1,0,0,0,0,5,0,14:34,33.3,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20122013,N,Playoffs
Jean-Gabriel Pageau,20232024,NYI,R,C,4,1,1,2,-3,0,0.5,0,0,1,2,0,0,0,0,6,16.7,17:52,55.7,1992-11-11,Ottawa,ON,CAN,CAN,71,195,2011,4,96,20122013,N,Playoffs
Kyle Palmieri,20232024,NYI,R,C,5,1,2,3,-1,12,0.6,1,3,0,0,0,0,0,0,16,6.3,19:40,50,1991-02-01,Smithtown,NY,USA,USA,71,195,2009,1,26,20102011,N,Playoffs
Artemi Panarin,20232024,NYR,R,L,16,5,10,15,-2,4,0.94,4,9,1,6,0,0,1,4,44,11.4,20:41,--,1991-10-30,Korkino,--,RUS,RUS,72,177,--,--,--,20152016,N,Playoffs
Zach Parise,20232024,COL,L,L,11,2,1,3,-1,0,0.27,2,3,0,0,0,0,0,1,19,10.5,14:35,0,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,Playoffs
