Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
John Carlson,20222023,WSH,R,D,40,9,20,29,-7,12,0.73,5,16,3,12,1,1,0,0,124,7.3,23:23,--,1990-01-10,Natick,MA,USA,USA,75,215,2008,1,27,20092010,N,Regular Season
Gabriel Carlsson,20222023,WSH,L,D,6,0,2,2,-1,0,0.33,0,2,0,0,0,0,0,0,3,0,13:46,--,1997-01-02,Orebro,--,SWE,SWE,77,195,2015,1,29,20162017,N,Regular Season
Lucas Carlsson,20222023,FLA,L,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,2,0,10:06,--,1997-07-05,Gavle,--,SWE,SWE,72,192,2016,4,110,20192020,N,Regular Season
Ryan Carpenter,20222023,NYR,R,C,22,1,2,3,-5,10,0.14,1,3,0,0,0,0,0,0,17,5.9,9:11,54,1991-01-18,Oviedo,FL,USA,USA,73,198,--,--,--,20152016,N,Regular Season
Connor Carrick,20222023,BOS,R,D,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,2,0,16:54,--,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,5,137,20132014,N,Regular Season
Sam Carrick,20222023,ANA,R,C,52,3,4,7,-17,86,0.13,3,7,0,0,0,0,0,0,50,6,10:34,49.3,1992-02-04,Markham,ON,CAN,CAN,72,202,2010,5,144,20142015,N,Regular Season
Alexandre Carrier,20222023,NSH,R,D,43,2,7,9,0,27,0.21,2,9,0,0,0,0,1,1,48,4.2,17:53,--,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20162017,N,Regular Season
William Carrier,20222023,VGK,L,L,56,16,9,25,15,30,0.45,16,25,0,0,0,0,0,7,118,13.6,12:35,12.5,1994-12-20,LaSalle,QC,CAN,CAN,74,220,2013,2,57,20162017,N,Regular Season
Jeff Carter,20222023,PIT,R,C,79,13,16,29,-16,30,0.37,9,19,4,9,0,1,1,2,139,9.4,13:42,59.4,1985-01-01,London,ON,CAN,CAN,75,219,2003,1,11,20052006,N,Regular Season
Jackson Cates,20222023,PHI,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8:59,47.4,1997-09-26,Stillwater,MN,USA,USA,72,201,--,--,--,20202021,N,Regular Season
Noah Cates,20222023,PHI,L,L,82,13,25,38,3,12,0.46,9,28,3,8,1,2,0,5,107,12.2,17:46,39.5,1999-02-05,Stillwater,MN,USA,USA,74,194,2017,5,137,20212022,N,Regular Season
Cole Caufield,20222023,MTL,R,R,46,26,10,36,-10,2,0.78,19,26,7,10,0,0,0,3,158,16.5,18:03,--,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,Regular Season
Cody Ceci,20222023,EDM,R,D,80,1,14,15,11,24,0.19,1,15,0,0,0,0,0,0,88,1.1,20:08,--,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20132014,N,Regular Season
Erik Cernak,20222023,TBL,R,D,70,2,14,16,8,53,0.23,1,14,0,0,1,2,0,0,87,2.3,19:14,--,1997-05-28,Kosice,--,SVK,SVK,76,230,2015,2,43,20182019,N,Regular Season
Thomas Chabot,20222023,OTT,L,D,68,11,30,41,-11,52,0.6,6,21,5,20,0,0,0,0,165,6.7,24:58,--,1997-01-30,Sainte-Marie,QC,CAN,CAN,73,203,2015,1,18,20162017,N,Regular Season
Rourke Chartier,20222023,OTT,L,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10:20,57.6,1996-04-03,Saskatoon,SK,CAN,CAN,72,201,2014,5,149,20182019,N,Regular Season
Jalen Chatfield,20222023,CAR,R,D,78,6,8,14,23,35,0.18,5,12,0,0,1,2,0,2,93,6.5,14:07,--,1996-05-15,Ypsilanti,MI,USA,USA,73,199,--,--,--,20202021,N,Regular Season
Ben Chiarot,20222023,DET,L,D,76,5,14,19,-31,51,0.25,5,19,0,0,0,0,0,0,110,4.6,20:36,--,1991-05-09,Hamilton,ON,CAN,CAN,75,224,2009,4,120,20132014,N,Regular Season
Alex Chiasson,20222023,DET,R,R,20,6,3,9,-8,6,0.45,1,2,5,7,0,0,0,0,25,24,12:04,0,1990-10-01,Montréal,QC,CAN,CAN,76,208,2009,2,38,20122013,N,Regular Season
Yegor Chinakhov,20222023,CBJ,L,R,30,4,9,13,-6,10,0.43,3,11,1,2,0,0,0,0,44,9.1,13:15,33.3,2001-02-01,Omsk,--,RUS,RUS,73,201,2020,1,21,20212022,N,Regular Season
Dennis Cholowski,20222023,NYI,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,12:47,--,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,1,20,20182019,N,Regular Season
Jake Christiansen,20222023,CBJ,L,D,24,0,4,4,-7,4,0.17,0,3,0,1,0,0,0,0,25,0,15:13,--,1999-09-12,West Vancouver,BC,CAN,CAN,72,197,--,--,--,20212022,N,Regular Season
Jakob Chychrun,20222023,"ARI,OTT",L,D,48,9,24,33,7,30,0.69,5,25,4,8,0,0,0,0,144,6.3,22:42,--,1998-03-31,Boca Raton,FL,USA,CAN,74,205,2016,1,16,20162017,N,Regular Season
Filip Chytil,20222023,NYR,L,C,74,22,23,45,15,30,0.61,19,40,3,5,0,0,1,4,177,12.4,14:41,39.8,1999-09-05,Kromeriz,--,CZE,CZE,74,210,2017,1,21,20172018,N,Regular Season
Nick Cicek,20222023,SJS,L,D,16,0,4,4,-7,15,0.25,0,4,0,0,0,0,0,0,3,0,14:25,--,2000-05-29,Winnipeg,MB,CAN,CAN,75,201,--,--,--,20222023,N,Regular Season
Anthony Cirelli,20222023,TBL,L,C,58,11,18,29,13,33,0.5,8,25,1,2,2,2,0,1,111,9.9,16:34,51.4,1997-07-15,Etobicoke,ON,CAN,CAN,73,191,2015,3,72,20172018,N,Regular Season
Casey Cizikas,20222023,NYI,L,C,81,6,15,21,0,54,0.26,6,19,0,0,0,2,0,0,111,5.4,14:32,53.4,1991-02-27,Toronto,ON,CAN,CAN,71,194,2009,4,92,20112012,N,Regular Season
Kale Clague,20222023,BUF,L,D,33,0,4,4,-3,24,0.12,0,4,0,0,0,0,0,0,24,0,15:06,--,1998-06-05,Regina,SK,CAN,CAN,72,190,2016,2,51,20192020,N,Regular Season
Brandt Clarke,20222023,LAK,R,D,9,0,2,2,-1,6,0.22,0,1,0,1,0,0,0,0,11,0,13:39,--,2003-02-09,Nepean,ON,CAN,CAN,74,200,2021,1,8,20222023,N,Regular Season
Kyle Clifford,20222023,TOR,L,L,2,0,1,1,1,2,0.5,0,1,0,0,0,0,0,0,2,0,7:55,--,1991-01-13,Ayr,ON,CAN,CAN,74,218,2009,2,35,20102011,N,Regular Season
Connor Clifton,20222023,BOS,R,D,78,5,18,23,20,60,0.29,4,22,0,0,1,1,0,0,93,5.4,17:51,--,1995-04-28,Matawan,NJ,USA,USA,71,195,2013,5,133,20182019,N,Regular Season
Cal Clutterbuck,20222023,NYI,R,R,49,6,6,12,9,30,0.24,6,12,0,0,0,0,0,1,44,13.6,12:13,20,1987-11-18,Welland,ON,CAN,CAN,71,215,2006,3,72,20072008,N,Regular Season
Dylan Coghlan,20222023,CAR,R,D,17,0,3,3,-1,2,0.18,0,3,0,0,0,0,0,0,29,0,12:43,--,1998-02-19,Duncan,BC,CAN,CAN,74,208,--,--,--,20202021,N,Regular Season
Andrew Cogliano,20222023,COL,L,C,79,10,9,19,6,44,0.24,10,17,0,0,0,2,0,0,85,11.8,12:37,47.1,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,1,25,20072008,N,Regular Season
Ian Cole,20222023,TBL,L,D,78,3,14,17,13,61,0.22,3,17,0,0,0,0,0,0,109,2.8,19:23,--,1989-02-21,Ann Arbor,MI,USA,USA,73,237,2007,1,18,20102011,N,Regular Season
Blake Coleman,20222023,CGY,L,C,82,18,20,38,9,54,0.46,16,36,0,0,2,2,0,2,188,9.6,15:12,47.6,1991-11-28,Plano,TX,USA,USA,71,199,2011,3,75,20162017,N,Regular Season
Ross Colton,20222023,TBL,L,C,81,16,16,32,-8,50,0.4,12,23,4,9,0,0,0,3,153,10.5,12:21,56.1,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,Regular Season
J.T. Compher,20222023,COL,R,L,82,17,35,52,8,33,0.63,12,38,5,14,0,0,0,3,154,11,20:32,48.8,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,2,35,20162017,N,Regular Season
Maxime Comtois,20222023,ANA,L,L,64,9,10,19,-20,76,0.3,9,17,0,2,0,0,0,0,89,10.1,13:49,52.3,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,2,50,20182019,N,Regular Season
Lucas Condotta,20222023,MTL,L,L,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,5,20,11:02,57.1,1997-11-06,Georgetown,ON,CAN,CAN,73,218,--,--,--,20222023,N,Regular Season
Kyle Connor,20222023,WPG,L,L,82,31,49,80,-11,20,0.98,23,51,8,29,0,0,2,8,273,11.4,20:32,28.6,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20162017,N,Regular Season
Andrew Copp,20222023,DET,L,C,82,9,33,42,2,25,0.51,7,36,1,5,1,1,1,2,120,7.5,18:09,49.8,1994-07-08,Ann Arbor,MI,USA,USA,73,203,2013,4,104,20142015,N,Regular Season
Matt Coronato,20222023,CGY,R,R,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,14:38,--,2002-11-14,Greenlawn,NY,USA,USA,70,183,2021,1,13,20222023,N,Regular Season
Paul Cotter,20222023,VGK,L,C,55,13,5,18,-5,15,0.33,13,18,0,0,0,0,0,1,76,17.1,12:50,45.8,1999-11-16,Canton,MI,USA,USA,74,213,2018,4,115,20212022,N,Regular Season
Nick Cousins,20222023,FLA,L,C,79,9,18,27,-1,38,0.34,9,27,0,0,0,0,0,2,102,8.8,11:02,49.3,1993-07-20,Belleville,ON,CAN,CAN,71,186,2011,3,68,20142015,N,Regular Season
Logan Couture,20222023,SJS,L,C,82,27,40,67,-30,19,0.82,21,46,5,20,1,1,2,4,198,13.6,19:08,47.4,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,1,9,20092010,N,Regular Season
Charlie Coyle,20222023,BOS,R,C,82,16,29,45,29,30,0.55,15,40,0,0,1,5,0,0,139,11.5,16:59,52.6,1992-03-02,East Weymouth,MA,USA,USA,75,215,2010,1,28,20122013,N,Regular Season
Dylan Cozens,20222023,BUF,R,C,81,31,37,68,-3,41,0.84,24,47,5,18,2,3,1,1,211,14.7,16:30,48.3,2001-02-09,Whitehorse,YT,CAN,CAN,75,207,2019,1,7,20202021,N,Regular Season
Joseph Cramarossa,20222023,MIN,L,C,4,1,0,1,0,4,0.25,1,1,0,0,0,0,0,0,1,100,7:48,0,1992-10-26,Markham,ON,CAN,CAN,73,190,2011,3,65,20162017,N,Regular Season
Kyle Criscuolo,20222023,SJS,R,C,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,50,13:14,100,1992-05-05,Southampton,NJ,USA,USA,69,175,--,--,--,20172018,N,Regular Season
Sidney Crosby,20222023,PIT,L,C,82,33,60,93,8,52,1.13,24,66,9,27,0,0,1,9,255,12.9,20:09,53,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,1,1,20052006,N,Regular Season
Lawson Crouse,20222023,ARI,L,L,77,24,21,45,-3,35,0.58,18,37,6,8,0,0,0,3,151,15.9,17:45,40.2,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,214,2015,1,11,20162017,N,Regular Season
Will Cuylle,20222023,NYR,L,L,4,0,0,0,-2,10,0,0,0,0,0,0,0,0,0,1,0,6:58,0,2002-02-05,Toronto,ON,CAN,CAN,75,212,2020,2,60,20222023,N,Regular Season
Austin Czarnik,20222023,DET,R,C,29,3,2,5,-4,8,0.17,3,4,0,1,0,0,0,0,27,11.1,11:10,43.1,1992-12-12,Detroit,MI,USA,USA,69,170,--,--,--,20162017,N,Regular Season
Kirby Dach,20222023,MTL,R,C,58,14,24,38,-2,43,0.66,8,20,6,16,0,2,1,2,107,13.1,18:30,38.3,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,221,2019,1,3,20192020,N,Regular Season
Evgenii Dadonov,20222023,"MTL,DAL",L,R,73,7,26,33,-8,18,0.45,7,25,0,8,0,0,0,0,110,6.4,14:43,25,1989-03-12,Chelyabinsk,--,RUS,RUS,71,188,2007,3,71,20092010,N,Regular Season
Rasmus Dahlin,20222023,BUF,L,D,78,15,58,73,12,92,0.94,9,41,6,32,0,0,0,2,204,7.4,25:48,--,2000-04-13,Lidkoping,--,SWE,SWE,75,204,2018,1,1,20182019,N,Regular Season
Zac Dalpe,20222023,FLA,R,C,14,2,2,4,-4,2,0.29,2,4,0,0,0,0,0,0,17,11.8,8:24,59.5,1989-11-01,Paris,ON,CAN,CAN,73,194,2008,2,45,20102011,N,Regular Season
Phillip Danault,20222023,LAK,L,C,82,18,36,54,-8,63,0.66,15,32,3,20,0,2,1,1,152,11.8,18:20,54.4,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20142015,N,Regular Season
Justin Danforth,20222023,CBJ,R,R,6,2,1,3,-3,4,0.5,2,3,0,0,0,0,0,0,10,20,13:23,30.8,1993-03-15,Oshawa,ON,CAN,CAN,68,188,--,--,--,20212022,N,Regular Season
Laurent Dauphin,20222023,ARI,L,C,21,1,0,1,-4,10,0.05,1,1,0,0,0,0,0,0,25,4,10:28,53.5,1995-03-27,Repentigny,QC,CAN,CAN,72,186,2013,2,39,20152016,N,Regular Season
Jeremy Davies,20222023,BUF,L,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8:33,--,1996-12-04,Sainte-Anne-de-Bellevue,QC,CAN,CAN,71,185,2016,7,192,20202021,N,Regular Season
Calvin de Haan,20222023,CAR,L,D,53,2,10,12,7,20,0.23,2,12,0,0,0,0,0,0,51,3.9,13:32,--,1991-05-09,Carp,ON,CAN,CAN,73,192,2009,1,12,20112012,N,Regular Season
Jean-Sebastien Dea,20222023,ARI,R,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,9:27,33.3,1994-02-08,Laval,QC,CAN,CAN,71,174,--,--,--,20162017,N,Regular Season
Tony DeAngelo,20222023,PHI,R,D,70,11,31,42,-27,73,0.6,7,23,4,19,0,0,1,1,174,6.3,22:04,--,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,1,19,20162017,N,Regular Season
Alex DeBrincat,20222023,OTT,R,R,82,27,39,66,-31,45,0.8,16,36,11,30,0,0,2,6,263,10.3,19:00,52.6,1997-12-18,Farmington Hills,MI,USA,USA,68,180,2016,2,39,20172018,N,Regular Season
Jake DeBrusk,20222023,BOS,L,L,64,27,23,50,26,16,0.78,21,35,6,14,0,1,0,6,191,14.1,16:47,26.7,1996-10-17,Edmonton,AB,CAN,CAN,73,198,2015,1,14,20172018,N,Regular Season
Ty Dellandrea,20222023,DAL,R,C,82,9,19,28,9,54,0.34,9,25,0,0,0,3,0,2,92,9.8,14:12,50.8,2000-07-21,Port Perry,ON,CAN,CAN,74,190,2018,1,13,20202021,N,Regular Season
Dylan DeMelo,20222023,WPG,R,D,75,6,21,27,10,50,0.36,5,24,0,0,1,3,0,1,93,6.5,19:34,--,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20152016,N,Regular Season
Jason Demers,20222023,EDM,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,10:44,--,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,7,186,20092010,N,Regular Season
Grigori Denisenko,20222023,FLA,R,L,18,0,3,3,-5,4,0.17,0,3,0,0,0,0,0,0,16,0,9:53,--,2000-06-24,Novosibirsk,--,RUS,RUS,71,198,2018,1,15,20202021,N,Regular Season
Semyon Der-Arguchintsev,20222023,TOR,R,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,7:16,--,2000-09-15,Moscow,--,RUS,RUS,70,173,2018,3,76,20222023,N,Regular Season
Travis Dermott,20222023,VAN,L,D,11,1,0,1,-4,2,0.09,1,1,0,0,0,0,0,0,7,14.3,13:45,--,1996-12-22,Newmarket,ON,CAN,CAN,72,200,2015,2,34,20172018,N,Regular Season
Vincent Desharnais,20222023,EDM,R,D,36,0,5,5,15,31,0.14,0,4,0,0,0,1,0,0,17,0,13:33,--,1996-05-29,Laval,QC,CAN,CAN,79,226,2016,7,183,20222023,N,Regular Season
Nick DeSimone,20222023,CGY,R,D,4,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,4,0,11:15,--,1994-11-21,East Amherst,NY,USA,USA,74,194,--,--,--,20222023,N,Regular Season
Nicolas Deslauriers,20222023,PHI,L,L,80,6,6,12,-11,136,0.15,5,11,0,0,1,1,0,0,70,8.6,10:06,27.3,1991-02-22,LaSalle,QC,CAN,CAN,73,218,2009,3,84,20132014,N,Regular Season
Elliot Desnoyers,20222023,PHI,L,L,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,13:22,36.4,2002-01-21,Saint-Hyacinthe,QC,CAN,CAN,71,183,2020,5,135,20222023,N,Regular Season
Connor Dewar,20222023,MIN,L,C,81,6,12,18,-5,50,0.22,3,14,0,0,3,4,0,0,87,6.9,10:58,44.1,1999-06-26,The Pas,MB,CAN,CAN,70,192,2018,3,92,20212022,N,Regular Season
Phillip Di Giuseppe,20222023,VAN,L,L,30,6,6,12,-1,14,0.4,6,10,0,1,0,1,0,0,71,8.5,14:34,25,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,2,38,20152016,N,Regular Season
Jason Dickinson,20222023,CHI,L,C,78,9,21,30,-29,28,0.38,8,25,1,1,0,4,0,1,114,7.9,15:56,47.7,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,Regular Season
Brenden Dillon,20222023,WPG,L,D,82,2,21,23,2,76,0.28,2,22,0,0,0,1,0,0,83,2.4,19:35,--,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20112012,N,Regular Season
Noah Dobson,20222023,NYI,R,D,78,13,36,49,4,20,0.63,8,30,5,19,0,0,1,2,206,6.3,20:23,--,2000-01-07,Summerside,PE,CAN,CAN,76,200,2018,1,12,20192020,N,Regular Season
Max Domi,20222023,"CHI,DAL",L,C,80,20,36,56,-15,82,0.7,12,37,8,19,0,0,2,4,179,11.2,17:46,53.7,1995-03-02,Winnipeg,MB,CAN,CAN,70,209,2013,1,12,20152016,N,Regular Season
Ryan Donato,20222023,SEA,L,C,71,14,13,27,16,46,0.38,14,25,0,2,0,0,0,0,122,11.5,11:15,42.2,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,Regular Season
Pavel Dorofeyev,20222023,VGK,L,L,18,7,2,9,5,6,0.5,5,6,2,3,0,0,0,3,40,17.5,14:14,0,2000-10-26,Nizhny Tagil,--,RUS,RUS,73,194,2019,3,79,20212022,N,Regular Season
Drew Doughty,20222023,LAK,R,D,81,9,43,52,12,34,0.64,5,25,4,27,0,0,0,2,145,6.2,26:14,--,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20082009,N,Regular Season
Nic Dowd,20222023,WSH,R,C,65,13,12,25,6,26,0.38,13,24,0,0,0,1,0,3,62,21,13:21,50.8,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,7,198,20152016,N,Regular Season
Leon Draisaitl,20222023,EDM,L,C,80,52,76,128,7,24,1.6,19,64,32,62,1,2,1,11,247,21.1,21:44,54.9,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,Regular Season
Sheldon Dries,20222023,VAN,L,C,63,11,6,17,-9,29,0.27,6,11,4,5,1,1,0,0,94,11.7,11:32,49.9,1994-04-23,Macomb,MI,USA,USA,69,180,--,--,--,20182019,N,Regular Season
Jonathan Drouin,20222023,MTL,L,L,58,2,27,29,-18,18,0.5,2,20,0,9,0,0,0,0,69,2.9,14:54,44.5,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,1,3,20142015,N,Regular Season
Jack Drury,20222023,CAR,L,C,38,2,6,8,3,14,0.21,2,7,0,1,0,0,0,1,69,2.9,10:47,53.2,2000-02-03,New York,NY,USA,USA,71,186,2018,2,42,20212022,N,Regular Season
Jamie Drysdale,20222023,ANA,R,D,8,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,8,0,17:37,--,2002-04-08,Toronto,ON,CAN,CAN,71,185,2020,1,6,20202021,N,Regular Season
Dillon Dube,20222023,CGY,L,C,82,18,27,45,-6,47,0.55,15,39,1,4,2,2,1,3,151,11.9,15:10,45,1998-07-20,Golden,BC,CAN,CAN,71,185,2016,2,56,20182019,N,Regular Season
Pierre-Luc Dubois,20222023,WPG,L,L,73,27,36,63,5,77,0.86,16,40,11,23,0,0,0,1,205,13.2,18:27,48.9,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,225,2016,1,3,20172018,N,Regular Season
Matt Duchene,20222023,NSH,L,C,71,22,34,56,4,32,0.79,17,43,5,13,0,0,1,3,168,13.1,18:19,52.9,1991-01-16,Haliburton,ON,CAN,CAN,71,212,2009,1,3,20092010,N,Regular Season
Anthony Duclair,20222023,FLA,L,L,20,2,7,9,4,2,0.45,2,9,0,0,0,0,0,0,43,4.7,14:51,--,1995-08-26,Pointe-Claire,QC,CAN,CAN,72,200,2013,3,80,20142015,N,Regular Season
Walker Duehr,20222023,CGY,R,R,27,7,4,11,0,4,0.41,7,11,0,0,0,0,0,2,47,14.9,10:12,14.3,1997-11-23,Sioux Falls,SD,USA,USA,74,210,--,--,--,20212022,N,Regular Season
William Dufour,20222023,NYI,R,R,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,6:48,0,2002-01-28,Québec City,QC,CAN,CAN,75,210,2020,5,152,20222023,N,Regular Season
Brandon Duhaime,20222023,MIN,L,R,51,9,1,10,6,42,0.2,8,9,0,0,1,1,0,3,80,11.3,10:45,28.6,1997-05-22,Coral Springs,FL,USA,USA,74,200,2016,4,106,20212022,N,Regular Season
Mathew Dumba,20222023,MIN,R,D,79,4,10,14,-8,81,0.18,4,14,0,0,0,0,0,2,99,4,21:17,--,1994-07-25,Regina,SK,CAN,CAN,73,185,2012,1,7,20132014,N,Regular Season
Brian Dumoulin,20222023,PIT,L,D,82,1,24,25,-4,16,0.3,1,23,0,0,0,2,0,0,82,1.2,20:38,--,1991-09-06,Biddeford,ME,USA,USA,76,214,2009,2,51,20132014,N,Regular Season
Vince Dunn,20222023,SEA,L,D,81,14,50,64,28,55,0.79,14,49,0,15,0,0,1,2,149,9.4,23:40,--,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,2,56,20172018,N,Regular Season
Josh Dunne,20222023,CBJ,L,C,8,0,0,0,-6,6,0,0,0,0,0,0,0,0,0,4,0,9:58,51,1998-12-08,O'Fallon,MO,USA,USA,76,211,--,--,--,20202021,N,Regular Season
Arnaud Durandeau,20222023,NYI,L,L,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,0,13:00,0,1999-01-14,Montréal,QC,CAN,CAN,72,185,2017,6,165,20222023,N,Regular Season
Sean Durzi,20222023,LAK,R,D,72,9,29,38,-12,50,0.53,8,22,1,16,0,0,0,1,110,8.2,19:47,--,1998-10-21,Mississauga,ON,CAN,CAN,73,196,2018,2,52,20212022,N,Regular Season
Christian Dvorak,20222023,MTL,L,C,64,10,18,28,-12,6,0.44,9,24,0,3,1,1,0,1,88,11.4,16:52,52,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20162017,N,Regular Season
Jordan Eberle,20222023,SEA,R,R,82,20,43,63,6,34,0.77,17,48,3,15,0,0,1,4,177,11.3,16:41,44.2,1990-05-15,Regina,SK,CAN,CAN,71,180,2008,1,22,20102011,N,Regular Season
Alexander Edler,20222023,LAK,L,D,64,2,9,11,-1,34,0.17,2,11,0,0,0,0,0,1,56,3.6,14:46,--,1986-04-21,Ostersund,--,SWE,SWE,76,210,2004,3,91,20062007,N,Regular Season
Joel Edmundson,20222023,MTL,L,D,61,2,11,13,-29,58,0.21,2,12,0,0,0,1,0,0,69,2.9,19:34,--,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,2,46,20152016,N,Regular Season
Simon Edvinsson,20222023,DET,L,D,9,2,0,2,-7,12,0.22,2,2,0,0,0,0,0,0,5,40,17:04,--,2003-02-05,Kungsbacka,--,SWE,SWE,78,209,2021,1,6,20222023,N,Regular Season
Nikolaj Ehlers,20222023,WPG,L,L,45,12,26,38,-2,11,0.84,9,26,3,12,0,0,0,0,132,9.1,15:39,50,1996-02-14,Aalborg,--,DNK,DNK,72,172,2014,1,9,20152016,N,Regular Season
Jack Eichel,20222023,VGK,R,C,67,27,39,66,26,6,0.99,25,51,2,14,0,1,1,2,223,12.1,18:46,45.3,1996-10-28,North Chelmsford,MA,USA,USA,74,206,2015,1,2,20152016,N,Regular Season
Aaron Ekblad,20222023,FLA,R,D,71,14,24,38,-14,68,0.54,5,18,8,19,1,1,0,2,216,6.5,23:24,--,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20142015,N,Regular Season
Mattias Ekholm,20222023,"NSH,EDM",L,D,78,9,23,32,28,28,0.41,9,27,0,4,0,1,0,0,135,6.7,21:28,--,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20112012,N,Regular Season
William Eklund,20222023,SJS,L,L,8,2,1,3,-5,6,0.38,2,2,0,1,0,0,0,0,18,11.1,19:50,33.3,2002-10-12,Stockholm,--,SWE,SWE,71,181,2021,1,7,20212022,N,Regular Season
Oliver Ekman-Larsson,20222023,VAN,L,D,54,2,20,22,-24,22,0.41,2,17,0,4,0,1,0,0,90,2.2,20:11,--,1991-07-17,Karlskrona,--,SWE,SWE,74,192,2009,1,6,20102011,N,Regular Season
Lars Eller,20222023,"WSH,COL",L,C,84,10,13,23,3,46,0.27,9,22,0,0,1,1,0,1,140,7.1,14:48,53.7,1989-05-08,Rodovre,--,DNK,DNK,74,208,2007,1,13,20092010,N,Regular Season
Andreas Englund,20222023,"COL,CHI",L,D,47,0,4,4,-1,35,0.09,0,4,0,0,0,0,0,0,31,0,12:07,--,1996-01-21,Stockholm,--,SWE,SWE,76,200,2014,2,40,20162017,N,Regular Season
Pierre Engvall,20222023,"TOR,NYI",L,L,76,17,13,30,8,31,0.39,16,27,1,3,0,0,0,4,131,13,13:38,51.6,1996-05-31,Ljungby,--,SWE,SWE,77,215,2014,7,188,20192020,N,Regular Season
MacKenzie Entwistle,20222023,CHI,R,R,66,4,6,10,-11,14,0.15,4,9,0,1,0,0,0,0,50,8,11:55,46.5,1999-07-14,Georgetown,ON,CAN,CAN,75,203,2017,3,69,20202021,N,Regular Season
Joel Eriksson Ek,20222023,MIN,L,C,78,23,38,61,4,44,0.78,9,35,12,23,2,3,0,1,247,9.3,19:00,49.4,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,Regular Season
Adam Erne,20222023,DET,L,L,61,8,10,18,-12,21,0.3,8,17,0,0,0,1,0,2,55,14.6,13:23,46.2,1995-04-20,New Haven,CT,USA,USA,73,215,2013,2,33,20162017,N,Regular Season
Luke Evangelista,20222023,NSH,R,R,24,7,8,15,7,6,0.63,7,13,0,2,0,0,0,1,54,13,16:34,--,2002-02-21,Toronto,ON,CAN,CAN,72,183,2020,2,42,20222023,N,Regular Season
